cue,anexo,nombre_estab,lat,lng,municipio,Provincia,nivel,sector de gestión,Matricula est 5to,coords,zona_id
600736,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 ""JUAN JOSE BERNAL TORRES""",-37.667334,-59.800882,Benito Juárez,Buenos Aires,Nivel Medio,Estatal,28.0,"(-37.667334000000004, -59.800881999999994)",S001301
608574,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº3 ""DR.BENITO JUAREZ""",-37.678433,-59.797995,Benito Juárez,Buenos Aires,Nivel Secundario,Estatal,84.0,"(-37.678433, -59.79799499999999)",S001302
623126,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº4,-37.575211,-60.137415,Benito Juárez,Buenos Aires,Nivel Secundario,Estatal,13.0,"(-37.575210999999996, -60.137415000000004)",S001303
623126,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº4,-37.575211,-60.137415,Benito Juárez,Buenos Aires,Nivel Medio,Estatal,1.0,"(-37.575210999999996, -60.137415000000004)",S001303
606423,1,ANEXO I DE ESCUELA DE EDUCACIÓN SECUNDARIA Nº1,-37.639974,-59.387639,Benito Juárez,Buenos Aires,Nivel Secundario,Estatal,8.0,"(-37.639974, -59.387639)",S001304
606423,1,ANEXO I DE ESCUELA DE EDUCACIÓN SECUNDARIA Nº1,-37.639974,-59.387639,Benito Juárez,Buenos Aires,Nivel Medio,Estatal,2.0,"(-37.639974, -59.387639)",S001304
609485,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""MANUEL DORREGO""",-34.57064,-60.945002,Junín,Buenos Aires,Nivel Secundario,Estatal,49.0,"(-34.570640000000004, -60.945002)",S001305
609485,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""MANUEL DORREGO""",-34.57064,-60.945002,Junín,Buenos Aires,Nivel Medio,Estatal,20.0,"(-34.570640000000004, -60.945002)",S001305
609449,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 ""DR.CARLOS SAAVEDRA LAMAS""",-34.761163,-60.841307,Junín,Buenos Aires,Nivel Secundario,Estatal,10.0,"(-34.761163, -60.84130699999999)",S001306
609449,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 ""DR.CARLOS SAAVEDRA LAMAS""",-34.761163,-60.841307,Junín,Buenos Aires,Nivel Medio,Estatal,3.0,"(-34.761163, -60.84130699999999)",S001306
605569,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº3 ""FUERZA AEREA ARGENTINA""",-34.50802,-60.862672,Junín,Buenos Aires,Nivel Secundario,Estatal,13.0,"(-34.50802, -60.862671999999996)",S001307
605569,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº3 ""FUERZA AEREA ARGENTINA""",-34.50802,-60.862672,Junín,Buenos Aires,Nivel Medio,Estatal,3.0,"(-34.50802, -60.862671999999996)",S001307
605575,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº5 ""FUERTE FEDERACION""",-34.571773,-60.960539,Junín,Buenos Aires,Nivel Secundario,Estatal,29.0,"(-34.571773, -60.960539000000004)",S001308
605575,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº5 ""FUERTE FEDERACION""",-34.571773,-60.960539,Junín,Buenos Aires,Nivel Medio,Estatal,12.0,"(-34.571773, -60.960539000000004)",S001308
605578,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº6 ""DR. JOSE A. RODRIGUEZ""",-34.590647,-60.953352,Junín,Buenos Aires,Nivel Secundario,Estatal,75.0,"(-34.590647, -60.953352)",S000304
610774,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº7 ""MAYOR ALFREDO ARRIE""",-34.599204,-60.939352,Junín,Buenos Aires,Nivel Secundario,Estatal,110.0,"(-34.599204, -60.939352)",S001309
610774,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº7 ""MAYOR ALFREDO ARRIE""",-34.599204,-60.939352,Junín,Buenos Aires,Nivel Medio,Estatal,10.0,"(-34.599204, -60.939352)",S001309
611150,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº9 ""EXPEDICIONARIO AL DESIERTO""",-34.59042,-60.953384,Junín,Buenos Aires,Nivel Secundario,Estatal,87.0,"(-34.59042, -60.953384)",S000304
619757,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº10,-34.597842,-60.965747,Junín,Buenos Aires,Nivel Secundario,Estatal,12.0,"(-34.597842, -60.965747)",S001310
622365,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº11,-34.61635,-60.953219,Junín,Buenos Aires,Nivel Secundario,Estatal,15.0,"(-34.61635, -60.953219)",S001311
617361,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº12,-34.574323,-60.938897,Junín,Buenos Aires,Nivel Secundario,Estatal,52.0,"(-34.574323, -60.938897)",S001312
617354,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº13,-34.586604,-60.949724,Junín,Buenos Aires,Nivel Secundario,Estatal,30.0,"(-34.586604, -60.949723999999996)",S001313
622434,0,SECUNDARIA Nº14,-34.347231,-61.133278,Junín,Buenos Aires,Nivel Secundario,Estatal,5.0,"(-34.347231, -61.133278000000004)",S001314
617355,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº15,-34.579932,-60.951454,Junín,Buenos Aires,Nivel Secundario,Estatal,29.0,"(-34.579932, -60.951454000000005)",S001315
619756,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº16 ""ISMAEL HORACIO ALONSO""",-34.598395,-60.951764,Junín,Buenos Aires,Nivel Secundario,Estatal,16.0,"(-34.598395000000004, -60.951764000000004)",S001316
619759,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº17,-34.589536,-60.936351,Junín,Buenos Aires,Nivel Secundario,Estatal,22.0,"(-34.589535999999995, -60.936351)",S000305
619758,0,"ESCUELA DE EDUCACION SECUNDARIA Nº 18 ""ASTOR PIAZZOLLA""",-34.582484,-60.932631,Junín,Buenos Aires,Nivel Secundario,Estatal,29.0,"(-34.582484, -60.93263100000001)",S001317
617357,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº19,-34.58778,-60.956895,Junín,Buenos Aires,Nivel Secundario,Estatal,14.0,"(-34.58778, -60.956894999999996)",S001318
617358,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº20,-34.584858,-60.970271,Junín,Buenos Aires,Nivel Secundario,Estatal,19.0,"(-34.584858000000004, -60.970271)",S001319
623148,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº21,-34.572359,-61.072676,Junín,Buenos Aires,Nivel Secundario,Estatal,9.0,"(-34.572359000000006, -61.072676)",S001320
617279,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº22,-34.584735,-60.942836,Junín,Buenos Aires,Nivel Secundario,Estatal,39.0,"(-34.584734999999995, -60.942836)",S001321
622434,1,EXTENSION A SECUNDARIA Nº14,-34.460302,-61.066429,Junín,Buenos Aires,Nivel Secundario,Estatal,5.0,"(-34.460302, -61.06642900000001)",S001322
619756,1,EXTENSION I DE ESCUELA DE EDUCACIÓN SECUNDARIA Nº16,-34.572246,-60.9093,Junín,Buenos Aires,Nivel Secundario,Estatal,5.0,"(-34.572246, -60.9093)",S001323
609485,1,ANEXO DE ESCUELA DE EDUCACIÓN SECUNDARIA Nº1,-34.576163,-60.947205,Junín,Buenos Aires,Nivel Secundario,Estatal,23.0,"(-34.576163, -60.947205000000004)",S001324
609714,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""FRANCISCO N DE LAPRIDA""",-37.545513,-60.798061,Laprida,Buenos Aires,Nivel Secundario,Estatal,91.0,"(-37.545513, -60.798061)",S001325
609714,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""FRANCISCO N DE LAPRIDA""",-37.545513,-60.798061,Laprida,Buenos Aires,Nivel Medio,Estatal,16.0,"(-37.545513, -60.798061)",S001325
620273,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 ""JOSÉ EUGENIO LACOUT""",-37.2278,-60.960164,Laprida,Buenos Aires,Nivel Secundario,Estatal,5.0,"(-37.2278, -60.960164)",S001326
610974,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº1,-34.466572,-58.649389,Tigre,Buenos Aires,Nivel Secundario,Estatal,116.0,"(-34.466572, -58.649389)",S001327
610974,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº1,-34.466572,-58.649389,Tigre,Buenos Aires,Nivel Medio,Estatal,55.0,"(-34.466572, -58.649389)",S001327
608437,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 ""BRIG GRAL J. M. DE ROSAS""",-34.45464,-58.631917,Tigre,Buenos Aires,Nivel Secundario,Estatal,125.0,"(-34.454640000000005, -58.631917)",S000118
608437,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 ""BRIG GRAL J. M. DE ROSAS""",-34.45464,-58.631917,Tigre,Buenos Aires,Nivel Medio,Estatal,44.0,"(-34.454640000000005, -58.631917)",S000118
611766,0,"ESCUELA SECUNDARIA ""LA RECONQUISTA""",-34.498761,-58.638335,Tigre,Buenos Aires,Nivel Secundario,Estatal,119.0,"(-34.498761, -58.638335)",S000119
611766,0,"ESCUELA SECUNDARIA ""LA RECONQUISTA""",-34.498761,-58.638335,Tigre,Buenos Aires,Nivel Medio,Estatal,33.0,"(-34.498761, -58.638335)",S000119
611766,0,"ESCUELA SECUNDARIA ""LA RECONQUISTA""",-34.498761,-58.638335,Tigre,Buenos Aires,Plan Fines (Trayectos y Deudores),Estatal,29.0,"(-34.498761, -58.638335)",S000119
608105,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº4 ""REVOLUCION FRANCESA""",-34.412391,-58.682875,Tigre,Buenos Aires,Nivel Secundario,Estatal,62.0,"(-34.412391, -58.682875)",S001328
608105,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº4 ""REVOLUCION FRANCESA""",-34.412391,-58.682875,Tigre,Buenos Aires,Nivel Medio,Estatal,34.0,"(-34.412391, -58.682875)",S001328
605288,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº5,-34.480545,-58.624257,Tigre,Buenos Aires,Nivel Secundario,Estatal,82.0,"(-34.480545, -58.62425699999999)",S000306
605288,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº5,-34.480545,-58.624257,Tigre,Buenos Aires,Nivel Medio,Estatal,25.0,"(-34.480545, -58.62425699999999)",S000306
608321,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº6,-34.50369,-58.618799,Tigre,Buenos Aires,Nivel Secundario,Estatal,106.0,"(-34.50369, -58.618798999999996)",S001329
608321,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº6,-34.50369,-58.618799,Tigre,Buenos Aires,Nivel Medio,Estatal,23.0,"(-34.50369, -58.618798999999996)",S001329
607819,0,ESCUELA DE EDUCACIÓN SECUNDARIA N°7,-34.41943,-58.603536,Tigre,Buenos Aires,Nivel Secundario,Estatal,81.0,"(-34.41943, -58.603536)",S001330
607819,0,ESCUELA DE EDUCACIÓN SECUNDARIA N°7,-34.41943,-58.603536,Tigre,Buenos Aires,Nivel Medio,Estatal,24.0,"(-34.41943, -58.603536)",S001330
611923,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº8,-34.455049,-58.622472,Tigre,Buenos Aires,Nivel Secundario,Estatal,132.0,"(-34.455049, -58.622471999999995)",S000307
620401,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº9,-34.418185,-58.587918,Tigre,Buenos Aires,Nivel Secundario,Estatal,167.0,"(-34.418185, -58.587918)",S001331
620401,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº9,-34.418185,-58.587918,Tigre,Buenos Aires,Nivel Medio,Estatal,10.0,"(-34.418185, -58.587918)",S001331
603116,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº10,-34.425918,-58.57514,Tigre,Buenos Aires,Nivel Secundario,Estatal,90.0,"(-34.425917999999996, -58.575140000000005)",S000308
603116,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº10,-34.425918,-58.57514,Tigre,Buenos Aires,Nivel Medio,Estatal,31.0,"(-34.425917999999996, -58.575140000000005)",S000308
610582,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº11 ""JUANA AZURDUY""",-34.49385,-58.617685,Tigre,Buenos Aires,Nivel Secundario,Estatal,112.0,"(-34.49385, -58.617684999999994)",S001332
616244,0,ESCUELA DE EDUCACIÓN SECUNDARIA N°12,-34.381766,-58.559232,Islas Tigre,Buenos Aires,Nivel Secundario,Estatal,7.0,"(-34.381766, -58.559231999999994)",S001333
616244,0,ESCUELA DE EDUCACIÓN SECUNDARIA N°12,-34.381766,-58.559232,Islas Tigre,Buenos Aires,Nivel Medio,Estatal,4.0,"(-34.381766, -58.559231999999994)",S001333
618285,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº13,-34.458845,-58.607943,Tigre,Buenos Aires,Nivel Secundario,Estatal,33.0,"(-34.458845000000004, -58.607943000000006)",S001334
618288,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº14,-34.442397,-58.586146,Tigre,Buenos Aires,Nivel Secundario,Estatal,30.0,"(-34.442397, -58.586146)",S001335
619014,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº15,-34.45674,-58.634057,Tigre,Buenos Aires,Nivel Secundario,Estatal,64.0,"(-34.45674, -58.63405699999999)",S000118
618286,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº16,-34.358344,-58.686786,Tigre,Buenos Aires,Nivel Secundario,Estatal,53.0,"(-34.358344, -58.686786)",S001336
618298,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº17,-34.460986,-58.68511,Tigre,Buenos Aires,Nivel Secundario,Estatal,49.0,"(-34.460986, -58.685109999999995)",S001337
618300,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº18,-34.482431,-58.653302,Tigre,Buenos Aires,Nivel Secundario,Estatal,26.0,"(-34.482431, -58.653302000000004)",S001338
618292,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº19,-34.455143,-58.614175,Tigre,Buenos Aires,Nivel Secundario,Estatal,56.0,"(-34.455143, -58.614175)",S001339
618380,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº20,-34.454773,-58.679906,Tigre,Buenos Aires,Nivel Secundario,Estatal,29.0,"(-34.454772999999996, -58.679906)",S001340
617262,0,"ESCUELA DE EDUCACION SECUNDARIA Nº21 ""DR. RENÉ G. FAVALORO""",-34.413235,-58.688257,Tigre,Buenos Aires,Nivel Secundario,Estatal,95.0,"(-34.413235, -58.68825699999999)",S001341
618390,0,ESCUELA DE EDUCACION SECUNDARIA Nº22,-34.434029,-58.666916,Tigre,Buenos Aires,Nivel Secundario,Estatal,64.0,"(-34.434028999999995, -58.666916)",S001342
617465,0,ESCUELA DE EDUCACIÓN SECUNDARIA N°23,-34.472086,-58.630917,Tigre,Buenos Aires,Nivel Secundario,Estatal,37.0,"(-34.472086, -58.630917000000004)",S001343
618389,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº24,-34.450879,-58.604068,Tigre,Buenos Aires,Nivel Secundario,Estatal,64.0,"(-34.450879, -58.604068000000005)",S000309
620233,0,ESCUELA DE EDUCACIÓN SECUNDARIA N°25,-34.369135,-58.592783,Islas Tigre,Buenos Aires,Nivel Secundario,Estatal,4.0,"(-34.369135, -58.592783)",S001344
618301,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº26,-34.457444,-58.652202,Tigre,Buenos Aires,Nivel Secundario,Estatal,41.0,"(-34.457444, -58.652202)",S001345
618295,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº27,-34.465587,-58.664908,Tigre,Buenos Aires,Nivel Secundario,Estatal,43.0,"(-34.465587, -58.664908)",S001346
618303,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº28,-34.421876,-58.680506,Tigre,Buenos Aires,Nivel Secundario,Estatal,45.0,"(-34.421876, -58.68050600000001)",S001347
618907,0,ESCUELA DE EDUCACIÓN SECUNDARIA N°32,-34.405749,-58.713863,Tigre,Buenos Aires,Nivel Secundario,Estatal,57.0,"(-34.405749, -58.713863)",S001348
618284,0,ESCUELA DE EDUCACIÓN SECUNDARIA N°33,-34.448978,-58.655311,Tigre,Buenos Aires,Nivel Secundario,Estatal,41.0,"(-34.448978000000004, -58.655311)",S001349
611766,2,EXTENSION A ESCUELA DE EDUCACIÓN SECUNDARIA Nº3,-34.498712,-58.638481,Tigre,Buenos Aires,Nivel Secundario,Estatal,11.0,"(-34.498712, -58.638481000000006)",S000119
620233,2,EXTENSION I DE LA ESCUELA DE EDUCACIÓN SECUNDARIA N° 12,-34.324624,-58.533639,Islas Tigre,Buenos Aires,Nivel Secundario,Estatal,3.0,"(-34.324624, -58.533639)",S001350
611766,1,ANEXO A ESC. SECUNDARIA Nº3,-34.494012,-58.639512,Tigre,Buenos Aires,Nivel Secundario,Estatal,24.0,"(-34.494012, -58.639511999999996)",S000310
618389,1,ANEXO I DE ESCUELA DE EDUCACIÓN SECUNDARIA Nº24,-34.44753,-58.609088,Tigre,Buenos Aires,Nivel Secundario,Estatal,19.0,"(-34.44753, -58.609088)",S001351
603429,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""DEL PUEBLO DE LAS FLORES""",-36.016745,-59.095077,Las Flores,Buenos Aires,Nivel Secundario,Estatal,50.0,"(-36.016745, -59.095077)",S001352
618133,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 ""DOMINGO F. SARMIENTO""",-36.020465,-59.100651,Las Flores,Buenos Aires,Nivel Secundario,Estatal,84.0,"(-36.020465, -59.100651)",S000311
618133,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 ""DOMINGO F. SARMIENTO""",-36.020465,-59.100651,Las Flores,Buenos Aires,Nivel Medio,Estatal,16.0,"(-36.020465, -59.100651)",S000311
618917,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº3,-36.013152,-59.100501,Las Flores,Buenos Aires,Nivel Secundario,Estatal,19.0,"(-36.013152000000005, -59.100501)",S000312
623003,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº4,-36.021149,-59.101791,Las Flores,Buenos Aires,Nivel Secundario,Estatal,18.0,"(-36.021149, -59.101791000000006)",S000311
610239,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""PAULA ALBARRACIN""",-34.933678,-58.950567,General Las Heras,Buenos Aires,Nivel Secundario,Estatal,63.0,"(-34.933678, -58.95056700000001)",S001353
610239,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""PAULA ALBARRACIN""",-34.933678,-58.950567,General Las Heras,Buenos Aires,Nivel Medio,Estatal,9.0,"(-34.933678, -58.95056700000001)",S001353
610239,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""PAULA ALBARRACIN""",-34.933678,-58.950567,General Las Heras,Buenos Aires,Plan Fines (Trayectos y Deudores),Estatal,7.0,"(-34.933678, -58.95056700000001)",S001353
622085,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº2,-34.828841,-58.941793,General Las Heras,Buenos Aires,Nivel Secundario,Estatal,18.0,"(-34.828841, -58.941793000000004)",S001354
622085,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº2,-34.828841,-58.941793,General Las Heras,Buenos Aires,Nivel Medio,Estatal,2.0,"(-34.828841, -58.941793000000004)",S001354
622453,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº3,-34.850194,-59.053148,General Las Heras,Buenos Aires,Nivel Secundario,Estatal,7.0,"(-34.850194, -59.053148)",S001355
620096,0,ESCUELA DE EDUCACIÓN SECUNDARIA N°4,-34.929335,-58.941302,General Las Heras,Buenos Aires,Nivel Secundario,Estatal,9.0,"(-34.929334999999995, -58.941302)",S001356
607195,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº1,-34.519269,-61.39236,Leandro N. Alem,Buenos Aires,Nivel Secundario,Estatal,30.0,"(-34.519269, -61.39236)",S001357
607195,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº1,-34.519269,-61.39236,Leandro N. Alem,Buenos Aires,Nivel Medio,Estatal,5.0,"(-34.519269, -61.39236)",S001357
604241,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº2,-34.443911,-61.808772,Leandro N. Alem,Buenos Aires,Nivel Secundario,Estatal,42.0,"(-34.443911, -61.808772)",S001358
604241,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº2,-34.443911,-61.808772,Leandro N. Alem,Buenos Aires,Nivel Medio,Estatal,8.0,"(-34.443911, -61.808772)",S001358
606228,0,LEANDRO N ALEM,-34.499312,-61.537863,Leandro N. Alem,Buenos Aires,Nivel Secundario,Estatal,65.0,"(-34.499311999999996, -61.537863)",S001359
606228,0,LEANDRO N ALEM,-34.499312,-61.537863,Leandro N. Alem,Buenos Aires,Plan Fines (Trayectos y Deudores),Estatal,0.0,"(-34.499311999999996, -61.537863)",S001359
622089,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº5,-34.439836,-61.847607,Leandro N. Alem,Buenos Aires,Nivel Secundario,Estatal,6.0,"(-34.439836, -61.847606999999996)",S001360
622373,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº6,-34.654505,-61.582957,Leandro N. Alem,Buenos Aires,Nivel Secundario,Estatal,9.0,"(-34.654505, -61.58295699999999)",S001361
609733,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""CARLOS PELLEGRINI""",-35.331635,-61.614409,Lincoln,Buenos Aires,Nivel Secundario,Estatal,15.0,"(-35.331635, -61.614408999999995)",S001362
609733,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""CARLOS PELLEGRINI""",-35.331635,-61.614409,Lincoln,Buenos Aires,Nivel Medio,Estatal,5.0,"(-35.331635, -61.614408999999995)",S001362
609730,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 ""PAULA ALBARRACIN""",-34.988135,-61.773734,Lincoln,Buenos Aires,Nivel Secundario,Estatal,21.0,"(-34.988135, -61.773734)",S001363
609730,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 ""PAULA ALBARRACIN""",-34.988135,-61.773734,Lincoln,Buenos Aires,Nivel Medio,Estatal,4.0,"(-34.988135, -61.773734)",S001363
609408,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº3 ""A. LINCOLN""",-34.87459,-61.535323,Lincoln,Buenos Aires,Nivel Secundario,Estatal,84.0,"(-34.874590000000005, -61.535323)",S001364
609408,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº3 ""A. LINCOLN""",-34.87459,-61.535323,Lincoln,Buenos Aires,Plan Fines (Trayectos y Deudores),Estatal,5.0,"(-34.874590000000005, -61.535323)",S001364
617467,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº4,-34.862376,-61.522882,Lincoln,Buenos Aires,Nivel Secundario,Estatal,33.0,"(-34.862376, -61.522881999999996)",S000313
617468,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº 5 ""RENÉ FAVALORO""",-34.86962,-61.528787,Lincoln,Buenos Aires,Nivel Secundario,Estatal,31.0,"(-34.86962, -61.528787)",S000120
622370,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº6,-34.867546,-61.28863,Lincoln,Buenos Aires,Nivel Secundario,Estatal,8.0,"(-34.867546000000004, -61.288630000000005)",S001365
603550,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº7,-35.1477,-62.241103,Lincoln,Buenos Aires,Nivel Secundario,Estatal,16.0,"(-35.1477, -62.241103)",S001366
609733,1,EXTENSIÓN I DE LA ESCUELA DE EDUCACIÓN SECUNDARIA Nº1,-35.088506,-61.513889,Lincoln,Buenos Aires,Nivel Medio,Estatal,4.0,"(-35.088506, -61.513889)",S001367
609730,2,EXTENSIÓN 1 DE LA ESCUELA DE EDUCACIÓN SECUNDARIA Nº2,-35.14449,-61.968839,Lincoln,Buenos Aires,Nivel Medio,Estatal,18.0,"(-35.144490000000005, -61.968839)",S000314
617468,2,ANEXO I A ESCUELA DE EDUCACIÓN SECUNDARIA Nº5,-34.862372,-61.522881,Lincoln,Buenos Aires,Nivel Medio,Estatal,26.0,"(-34.862372, -61.522881000000005)",S000313
617468,2,ANEXO I A ESCUELA DE EDUCACIÓN SECUNDARIA Nº5,-34.862372,-61.522881,Lincoln,Buenos Aires,Plan Fines (Trayectos y Deudores),Estatal,0.0,"(-34.862372, -61.522881000000005)",S000313
601747,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº1,-37.624078,-58.745304,Balcarce,Buenos Aires,Nivel Secundario,Estatal,10.0,"(-37.624078000000004, -58.745304000000004)",S001368
601747,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº1,-37.624078,-58.745304,Balcarce,Buenos Aires,Nivel Medio,Estatal,2.0,"(-37.624078000000004, -58.745304000000004)",S001368
605579,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº2,-38.168445,-58.777972,Lobería,Buenos Aires,Nivel Secundario,Estatal,56.0,"(-38.168445, -58.777972)",S001369
605579,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº2,-38.168445,-58.777972,Lobería,Buenos Aires,Nivel Medio,Estatal,14.0,"(-38.168445, -58.777972)",S001369
622045,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº3,-37.786654,-58.846971,Lobería,Buenos Aires,Nivel Secundario,Estatal,12.0,"(-37.786654, -58.846970999999996)",S000315
620545,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº4,-38.195983,-58.740355,Lobería,Buenos Aires,Nivel Secundario,Estatal,9.0,"(-38.195983, -58.74035500000001)",S001370
617469,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº5,-38.155091,-58.782331,Lobería,Buenos Aires,Nivel Secundario,Estatal,42.0,"(-38.155091, -58.782331000000006)",S001371
620545,2,ANEXO I DE ESCUELA DE EDUCACIÓN SECUNDARIA Nº4,-38.328899,-58.345627,Lobería,Buenos Aires,Nivel Secundario,Estatal,5.0,"(-38.328899, -58.345627)",S001372
610999,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº1,-35.194607,-59.095438,Lobos,Buenos Aires,Nivel Secundario,Estatal,98.0,"(-35.194607, -59.095438)",S001373
617949,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº2,-35.301411,-59.168345,Lobos,Buenos Aires,Nivel Secundario,Estatal,23.0,"(-35.301411, -59.168344999999995)",S001374
618134,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº3,-35.148862,-59.086908,Lobos,Buenos Aires,Nivel Secundario,Estatal,45.0,"(-35.148862, -59.086907999999994)",S001375
619763,0,ESCUELA DE EDUCACIÓN SECUNDARIA N° 4,-35.177385,-59.07886,Lobos,Buenos Aires,Nivel Secundario,Estatal,19.0,"(-35.177385, -59.07886)",S001376
618136,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº5,-35.171175,-59.092035,Lobos,Buenos Aires,Nivel Secundario,Estatal,35.0,"(-35.171175, -59.092034999999996)",S000316
623109,0,ESCUELA DE EDUCACION SECUNDARIA Nº6,-35.184234,-59.095827,Lobos,Buenos Aires,Nivel Secundario,Estatal,34.0,"(-35.184234000000004, -59.095827)",S000317
623024,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº7,-35.167089,-59.238481,Lobos,Buenos Aires,Nivel Secundario,Estatal,7.0,"(-35.167089000000004, -59.23848100000001)",S001377
618134,1,ANEXO DE ESCUELA DE EDUCACIÓN SECUNDARIA Nº3,-35.063055,-59.0433,Lobos,Buenos Aires,Nivel Secundario,Estatal,6.0,"(-35.063055, -59.0433)",S001378
