Domicilio,Facultad,Municipio,Pais,Provincia,Universidad,index,lat,lng
Avda. Aconquija 729 - Yerba Buena - Tucumán ,"Escuela Universitaria de Cine, Video y Televisión",Yerba Buena,ARG,Tucuman,Universidad Nacional de Tucumán,1235,-26.8157427,-65.2800513
General Savio S/N - Aguilares - Tucumán ,Instituto Universitario Multidisciplinario de Aguilares (Artes),Río Chico,ARG,Tucuman,Universidad Nacional de Tucumán,1249,-27.43035,-65.62596
Leandro N. Alem 4731 - Jose Clemente Paz - Buenos Aires ,"Departamento de Economía, Producción e Innovación Tecnológica",Leandro N. Alem,ARG,Buenos Aires,Universidad Nacional José C. Paz,1253,-34.51986,-61.3909
Urquiza 661 - Punta Alta - Buenos Aires ,Sede Académica Punta Alta,Coronel de Marina L Rosales,ARG,Buenos Aires,Universidad Provincial del Sudoeste,1261,-38.882246,-62.0728498
Saenz Peña 867 - Coronel Pringles - Buenos Aires ,Subsede Académica Coronel Pringles,Coronel Pringles,ARG,Buenos Aires,Universidad Provincial del Sudoeste,1262,-37.9844303,-61.3571879
Haya de la Torre y Medina Allende s/n - Córdoba - Córdoba ,"Facultad de Matemática, Astronomía, Física y Computación",Córdoba,ARG,Cordoba,Universidad Nacional de Córdoba,1263,-31.43708,-64.19376
Paseo del Bosque s/n - La Plata - Buenos Aires ,Facultad de Ciencias Astronómicas y Geofísicas,La Plata,ARG,Buenos Aires,Universidad Nacional de La Plata,1264,-34.91392,-57.94635
Av Pellegrini 3314 - Rosario - Santa Fé ,Facultad de Química e Ingeniería del Rosario,Rosario,ARG,Santa Fe,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,1266,-32.9519638,-60.6708194
Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ingeniería y Ciencias Exactas,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Argentina de la Empresa,22,-34.617,-58.38156
Tratado del Pilar 314 - Diamante - Entre Ríos ,Facultad de Ciencia y Tecnología. Sede Diamante,Diamante,ARG,Entre Rios,Universidad Autónoma de Entre Ríos,1271,-32.0675287,-60.635168
Av. Tomás de Rocamora 117 - Gualeguaychu - Entre Ríos ,Facultad de Ciencia y Tecnología. Sede Gualeguaychú,Gualeguaychú,ARG,Entre Rios,Universidad Autónoma de Entre Ríos,1273,-33.0107107,-58.5214128
25 de Mayo 385 - Concepcion Del Uruguay - Entre Ríos ,Facultad de Ciencia y Tecnología. Sede Uruguay,Uruguay,ARG,Entre Rios,Universidad Autónoma de Entre Ríos,1276,-32.4791567,-58.2331712
Av. de Mayo 866 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Departamento de Ciencias Biológicas,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad CAECE,1279,-34.60889,-58.37873
Villanueva 1324 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ciencias Exactas y Naturales,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad de Belgrano,1281,-34.5654899,-58.44267
Pedernera 275 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ingeniería,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad de Flores,535,-34.63249,-58.46276
Rivadavia 2258 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ingeniería,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad de la Marina Mercante,1291,-34.609725,-58.4006
Paseo Dr. Descotte 720 - Mendoza - Mendoza ,Facultad de Ciencias de la Salud,Mendoza,ARG,Mendoza,Universidad de Mendoza,1297,-32.891482,-68.8607919
Machado 854 - Moron - Buenos Aires ,"Facultad de Ciencias Exactas, Químicas y Naturales",Morón,ARG,Buenos Aires,Universidad de Morón,162,-34.6464148,-58.6204543
Avenida de Acceso Este 2245 - San Jose (Dpto. Guaymallen) - Mendoza ,Facultad de Ciencias Veterinarias y Ambientales,Guaymallén,ARG,Mendoza,Universidad Juan Agustín Maza,900,-32.89729,-68.8119967
Sarmiento 2037 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Políticas Públicas y Gestión Ambiental,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Metropolitana para la Educación y el Trabajo,192,-34.6059,-58.39574
Av. San Martin 2002 - Florencio Varela - Buenos Aires ,Instituto de Ciencias Sociales y Administración,Florencio Varela,ARG,Buenos Aires,Universidad Nacional Arturo Jauretche,1310,-34.7963106,-58.2786386
Maximo Victoria 1era Cuadra s/n - San Fernando del Valle de Catamarca - Catamarca ,Facultad de Ciencias Exactas y Naturales,San Fernando del Valle de Catamarca,ARG,Catamarca,Universidad Nacional de Catamarca,1313,-28.45209,-65.78607
9 de Julio 22 - Chilecito - La Rioja ,Escuela de Ciencias Biológicas,Chilecito,ARG,La Rioja,Universidad Nacional de Chilecito,206,-29.17235,-67.49761
9 de Julio 22 - Chilecito - La Rioja ,Escuela de Educación,Chilecito,ARG,La Rioja,Universidad Nacional de Chilecito,206,-29.17235,-67.49761
Av.Velez Sarsfield - Cd.Universitaria 1611 - Córdoba - Córdoba ,"Facultad de Ciencias Exactas, Físicas y Naturales",Córdoba,ARG,Cordoba,Universidad Nacional de Córdoba,1321,-31.433768,-64.194134
Almirante Brown 500 - Lujan De Cuyo - Mendoza ,Facultad de Ciencias Agrarias,Luján de Cuyo,ARG,Mendoza,Universidad Nacional de Cuyo,1323,-33.00539,-68.8726687
Padre Jorge Contreras 1300 - Mendoza - Mendoza ,Facultad de Ciencias Exactas y Naturales,Mendoza,ARG,Mendoza,Universidad Nacional de Cuyo,1324,-32.88418,-68.86657
Bernardo de Irigoyen 375 - General Alvear - Mendoza ,Facultad de Ciencias Exactas y Naturales - Delegación General Alvear,General Alvear,ARG,Mendoza,Universidad Nacional de Cuyo,1325,-34.9823645,-67.6919724
25 de Mayo 630 - Alto Verde - Mendoza ,Facultad de Ciencias Exactas y Naturales - Delegación San Martín,Mendoza,ARG,Mendoza,Universidad Nacional de Cuyo,1327,-32.8944229,-68.8484315
Centro Regional Universitario - Mo.y L A Sin nro. - Tunuyan - Mendoza ,Facultad de Ciencias Exactas y Naturales - Delegación Valle de Uco,Tunuyán,ARG,Mendoza,Universidad Nacional de Cuyo,1328,-33.57726,-69.0163
Lorenzo Sartorio 2160 - Concepcion Del Uruguay - Entre Ríos ,Facultad de Ciencias de la Salud,Uruguay,ARG,Entre Rios,Universidad Nacional de Entre Ríos,1329,-32.48091,-58.26133
Vergara 2222 - Hurlingham - Buenos Aires ,Instituto de Biotecnología,Hurlingham,ARG,Buenos Aires,Universidad Nacional de Hurlingham,623,-34.6164566,-58.6342231
Alberdi 47 - San Salvador De Jujuy - Jujuy ,Facultad de Ciencias Agrarias,Dr Manuel Belgrano,ARG,Jujuy,Universidad Nacional de Jujuy,1336,-24.1876412,-65.2891476
Ruta Provincial N 1 Km 4 sn - Comodoro Rivadavia - Chubut ,Facultad de Ciencias Naturales y Ciencias de la Salud - Sede Comodoro Rivadavia,Escalante,ARG,Chubut,Universidad Nacional de la Patagonia San Juan Bosco,1343,-45.8657412,-67.5026264
Ruta 258 Km 4 sn - Esquel - Chubut ,Facultad de Ciencias Naturales y Ciencias de la Salud - Sede Esquel,Futaleufú,ARG,Chubut,Universidad Nacional de la Patagonia San Juan Bosco,1347,-42.920707,-71.3149922
Boulevard Almirante Brown 3700 - Puerto Madryn - Chubut ,Facultad de Ciencias Naturales y Ciencias de la Salud - Sede Puerto Madryn,Biedma,ARG,Chubut,Universidad Nacional de la Patagonia San Juan Bosco,1348,-42.78313,-65.01475
Belgrano 504 - Trelew - Chubut ,Facultad de Ciencias Naturales y Ciencias de la Salud - Sede Trelew,Rawson,ARG,Chubut,Universidad Nacional de la Patagonia San Juan Bosco,1349,-43.2541888,-65.30636
115 y 47 - - La Plata - Buenos Aires ,Facultad de Ciencias Exactas,La Plata,ARG,Buenos Aires,Universidad Nacional de La Plata,1354,-34.8478691,-58.0825936
60 y 122 - - La Plata - Buenos Aires ,Facultad de Ciencias Naturales y Museo,La Plata,ARG,Buenos Aires,Universidad Nacional de La Plata,1355,-34.911932,-57.9316786
60 y 118 - - La Plata - Buenos Aires ,Facultad de Ciencias Veterinarias,La Plata,ARG,Buenos Aires,Universidad Nacional de La Plata,1359,-34.892548,-57.956792
Castro Barros S/Nº - Chamical - La Rioja ,Sede Chamical,Chamical,ARG,La Rioja,Universidad Nacional de La Rioja,1360,-30.36845,-66.31295
Av. San Martin 462 - Chepes - La Rioja ,Sede Universitaria Chepes,Rosario Vera Peñaloza,ARG,La Rioja,Universidad Nacional de La Rioja,1363,-31.341184,-66.5866158
República de Italia 780 - Azul - Buenos Aires ,Facultad de Agronomía,Azul,ARG,Buenos Aires,Universidad Nacional del Centro de la Provincia de Buenos Aires,1364,-36.7684624,-59.8794474
Arroyo Seco SN - Tandil - Buenos Aires ,Facultad de Ciencias Exactas,Tandil,ARG,Buenos Aires,Universidad Nacional del Centro de la Provincia de Buenos Aires,310,-37.34123,-59.10922
Avenida del Valle 5737 - Olavarria - Buenos Aires ,Facultad de Ingeniería,Olavarría,ARG,Buenos Aires,Universidad Nacional del Centro de la Provincia de Buenos Aires,1368,-36.9172196,-60.3035118
B° Jardín Botánico- calle Quintral S/Nº - San Carlos De Bariloche - Río Negro ,Centro Regional Universitario Bariloche,Bariloche,ARG,Rio Negro,Universidad Nacional del Comahue,1369,-41.14317,-71.31808
9 de Julio 1449 - Corrientes - Corrientes ,Facultad de Ciencias Exactas y Naturales y Agrimensura,Corrientes,ARG,Corrientes,Universidad Nacional del Nordeste,1374,-27.4668,-58.8323003
Roque Saenz Peña 456 - Junin - Buenos Aires ,"Escuela de Ciencias Agrarias, Naturales y Ambientales",Junín,ARG,Buenos Aires,Universidad Nacional del Noroeste de la Provincia de Buenos Aires,1376,-34.5853948,-60.9495952
Juan XXIII y Ruta Provincial Nº 4 s/n - Lomas De Zamora - Buenos Aires ,Facultad de Ciencias Agrarias,Lomas de Zamora,ARG,Buenos Aires,Universidad Nacional de Lomas de Zamora,1377,-34.7418695,-58.3721061
San Juan 670 - Bahia Blanca - Buenos Aires ,"Departamento de Biología, Bioquímica y Farmacia",Bahía Blanca,ARG,Buenos Aires,Universidad Nacional del Sur,356,-38.7023215,-62.2693538
Alem 1253 - Bahia Blanca - Buenos Aires ,Departamento de Química,Bahía Blanca,ARG,Buenos Aires,Universidad Nacional del Sur,1381,-38.7017258,-62.2708281
Vicente Lopéz y Bertolini S/N - Campana - Buenos Aires ,Centro Regional Campana,Campana,ARG,Buenos Aires,Universidad Nacional de Luján,1382,-34.18053,-58.94717
Funes (Complejo Universitario) 3350 - Mar Del Plata - Buenos Aires ,Facultad de Ciencias Exactas y Naturales,General Pueyrredón,ARG,Buenos Aires,Universidad Nacional de Mar del Plata,370,-38.0266709,-57.620948
FELIX DE AZARA 1552 - Posadas - Misiones ,"Facultad de Ciencias Exactas, Químicas y Naturales",Posadas,ARG,Misiones,Universidad Nacional de Misiones,1388,-27.3646974,-55.8932968
CALLE BERTONI 124 - Eldorado - Misiones ,Facultad de Ciencias Forestales,Eldorado,ARG,Misiones,Universidad Nacional de Misiones,1390,-26.39786,-54.66608
Ruta 36 Km 601 - Rio Cuarto - Córdoba ,"Facultad de Ciencias Exactas, Físico-Químicas y Naturales",Río Cuarto,ARG,Cordoba,Universidad Nacional de Río Cuarto,386,-32.4586709,-64.3862245
Don Bosco y Leloir s/n - Viedma - Río Negro ,Unidad Académica Sede Atlántica,Adolfo Alsina,ARG,Rio Negro,Universidad Nacional de Río Negro,1397,-40.82209,-62.97714
Campo Exp. J.Villarino - - Zavalla - Santa Fé ,Facultad de Ciencias Agrarias,Rosario,ARG,Santa Fe,Universidad Nacional de Rosario,1398,-33.02285,-60.87928
Avenida Bolivia 5150 - Salta - Salta ,Facultad de Ciencias Naturales,Salta,ARG,Salta,Universidad Nacional de Salta,1400,-24.76073,-65.4148699
Av. Güiraldes 689 - San Antonio De Areco - Buenos Aires ,Escuela de Desarrollo Productivo y Tecnológico,San Antonio de Areco,ARG,Buenos Aires,Universidad Nacional de San Antonio de Areco,1403,-34.2573275,-59.47979
Av. Güiraldes 689 - San Antonio De Areco - Buenos Aires ,Sede San Antonio de Areco,San Antonio de Areco,ARG,Buenos Aires,Universidad Nacional de San Antonio de Areco,1403,-34.2573275,-59.47979
Avda. Ejercito de los Andes 950 - San Luis - San Luis ,"Facultad de Química, Bioquímica y Farmacia",Juan Martín de Pueyrredón,ARG,San Luis,Universidad Nacional de San Luis,1215,-33.291382,-66.3379054
Av. Belgrano (S) 1912 - Santiago Del Estero - Santiago Del Estero ,Facultad de Ciencias Forestales,Santiago del Estero,ARG,Santiago Del Estero,Universidad Nacional de Santiago del Estero,1411,-27.764688,-64.2826822
Onas 450 - Ushuaia - Tierra Del Fuego ,"Instituto de Ciencias Polares, Ambiente y Recursos Naturales",Ushuaia,ARG,Tierra Del Fuego,"Universidad Nacional de Tierra del Fuego, Antártida e Islas del Atlántico Sur",416,-54.8072959,-68.3203366
Arturo Jauretche 1555 - Villa María - Córdoba ,Instituto Académico Pedagógico de Ciencias Básicas y Aplicadas,Santa María,ARG,Cordoba,Universidad Nacional de Villa María,679,-31.6504,-64.41262
Las Heras 383 - Villa Mercedes - San Luis ,Escuela de Ciencias Ambientales y Biotecnología,General Pedernera,ARG,San Luis,Universidad Nacional de Villa Mercedes,1418,-33.6851595,-65.4694484
Av. Cárcano - Bº Chateau Carreras 3590 - Córdoba - Córdoba ,Facultad de Turismo y Ambiente,Córdoba,ARG,Cordoba,Universidad Provincial de Córdoba,1419,-31.37591,-64.25406
Av. Buque Pesquero Dorrego 281 - Mar Del Plata - Buenos Aires ,Unidad Académica Mar del Plata,General Pueyrredón,ARG,Buenos Aires,Universidad Tecnológica Nacional,1420,-38.0494062,-57.5430918
Potosi 4240 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Instituto Universitario Escuela de Medicina del Hospital Italiano - UA,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Universitario Escuela de Medicina del Hospital Italiano,1421,-34.60728,-58.42681
Bartolomé Mitre 1411 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ciencias de la Salud,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Argentina John F. Kennedy,30,-34.60765,-58.3865
Av. Armada Argentina 3555 - Córdoba - Córdoba ,Facultad de Ciencias Químicas,Córdoba,ARG,Cordoba,Universidad Católica de Córdoba,482,-31.4858262,-64.2464424
Chorroarín 280 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ciencias Veterinarias,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad de Buenos Aires,1430,-34.5962099,-58.4775
Junín 954 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Farmacia y Bioquímica,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad de Buenos Aires,1431,-34.597903,-58.3974584
Avenida de Acceso Este 2245 - San Jose (Dpto. Guaymallen) - Mendoza ,Facultad de Farmacia y Bioquímica,Guaymallén,ARG,Mendoza,Universidad Juan Agustín Maza,900,-32.89729,-68.8119967
Av San Martín 2002 - Florencio Varela - Buenos Aires ,Instituto de Ciencias de la Salud,Florencio Varela,ARG,Buenos Aires,Universidad Nacional Arturo Jauretche,1443,-34.7963106,-58.2786386
Avda.Enrique Barros - Cd.Universitaria S/N - Córdoba - Córdoba ,Facultad de Ciencias Médicas - Escuela de Tecnología Médica,Córdoba,ARG,Cordoba,Universidad Nacional de Córdoba,1445,-31.43622,-64.18805
Haya de la Torre y Avda. Medina Allende S/N - Córdoba - Córdoba ,Facultad de Ciencias Químicas,Córdoba,ARG,Cordoba,Universidad Nacional de Córdoba,1446,-31.43708,-64.19376
Pte Perón Pta Alta 64 - Gualeguaychu - Entre Ríos ,Facultad de Bromatología,Gualeguaychú,ARG,Entre Rios,Universidad Nacional de Entre Ríos,1448,-33.01654,-58.4724769
Cmdte Fernandez 755 - Presidencia Roque Saenz Peña - Chaco ,Departamento de Ciencias Basicas y Aplicadas,Comandante Fernandez,ARG,Chaco,Universidad Nacional del Chaco Austral,1459,-26.7898299,-60.45334
Comandante. Fernández 755 - Presidencia Roque Saenz Peña - Chaco ,Rectorado,Comandante Fernandez,ARG,Chaco,Universidad Nacional del Chaco Austral,1460,-26.7898299,-60.45334
Avenida Alem 1253 - Bahia Blanca - Buenos Aires ,Departamento de Física,Bahía Blanca,ARG,Buenos Aires,Universidad Nacional del Sur,1089,-38.7017258,-62.2708281
Suipacha 531 - Rosario - Santa Fé ,Facultad de Ciencias Bioquímicas y Farmacéuticas,Rosario,ARG,Santa Fe,Universidad Nacional de Rosario,1470,-32.9058483,-60.8132872
Ayacucho 1667 - Rosario - Santa Fé ,Instituto Politécnico Superior General San Martín,Rosario,ARG,Santa Fe,Universidad Nacional de Rosario,1478,-32.9588753,-60.6295231
Ayacucho 491 - San Miguel De Tucuman - Tucumán ,"Facultad de Bioquímica, Química y Farmacia",San Miguel de Tucumán,ARG,Tucuman,Universidad Nacional de Tucumán,1482,-26.8365804,-65.2109167
av alicia moreau de justo 1500 1500 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ingeniería y Ciencias Agrarias,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,1485,-34.61572,-58.36597
Gral. San Martín y Enrique Carbó -- - Paraná - Entre Ríos ,Facultad de Ciencias de la Vida y la Salud. Sede Paraná,Gualeguaychú,ARG,Entre Rios,Universidad Autónoma de Entre Ríos,1489,-33.14674,-59.20819
3 de Febrero e H. Yrigoyen -- - Basavilbaso - Entre Ríos ,Facultad de Ciencia y Tecnología. Sede Basavilbaso,Uruguay,ARG,Entre Rios,Universidad Autónoma de Entre Ríos,1490,-32.37757,-58.87626
Las Violeta 853 - Chajari - Entre Ríos ,Facultad de Ciencia y Tecnología. Sede Chajarí,Federación,ARG,Entre Rios,Universidad Autónoma de Entre Ríos,1491,-30.75447,-57.98479
3 de Febrero e H. Yrigoyen -- - Crespo - Entre Ríos ,Facultad de Ciencia y Tecnología. Sede Crespo,Paraná,ARG,Entre Rios,Universidad Autónoma de Entre Ríos,1492,-32.03475,-60.30615
Corrientes 198 - Gualeguay - Entre Ríos ,Facultad de Ciencia y Tecnología. Sede Gualeguay,Gualeguay,ARG,Entre Rios,Universidad Autónoma de Entre Ríos,1493,-33.1492218,-59.3082532
Héctor Maya y Cuesta de los Troperos -- - El Quebracho - Entre Ríos ,Facultad de Ciencia y Tecnología. Sede Santa Elena,Paraná,ARG,Entre Rios,Universidad Autónoma de Entre Ríos,1495,-31.82209,-60.25399
RN Nº130 Km. 81 -- - Villaguay - Entre Ríos ,Facultad de Ciencia y Tecnología. Sede Villaguay,Villaguay,ARG,Entre Rios,Universidad Autónoma de Entre Ríos,1496,-31.85794,-59.03687
Av. Armada Argentina 3555 - Córdoba - Córdoba ,Facultad de Ciencias Agropecuarias,Córdoba,ARG,Cordoba,Universidad Católica de Córdoba,482,-31.4858262,-64.2464424
Campo Castañares s/n S/N - Salta - Salta ,Facultad de Ciencias Agrarias y Veterinarias,Salta,ARG,Salta,Universidad Católica de Salta,88,-65.3940388,-24.7399601
Federico Lacroze 1955 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ciencias Agrarias,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad de Belgrano,1501,-34.5657843,-58.443185
Eurasquin 158 - Concepcion Del Uruguay - Entre Ríos ,Facultad de Ciencias Agrarias,Uruguay,ARG,Entre Rios,Universidad de Concepción del Uruguay,1508,-32.48654,-58.24762
Gob. Virasoro Lavalle 535 .. - Santo Tome - Corrientes ,Delegación Provincia de Corrientes y Región Noreste,Lavalle,ARG,Corrientes,Universidad del Salvador,1510,-29.03448,-59.18336
Machado 854 - Moron - Buenos Aires ,Facultad de Agronomía y Ciencias Agroalimentarias,Morón,ARG,Buenos Aires,Universidad de Morón,162,-34.6464148,-58.6204543
Av. San Martín 2002 - Florencio Varela - Buenos Aires ,Instituto de Ingeniería y Agronomía,Florencio Varela,ARG,Buenos Aires,Universidad Nacional Arturo Jauretche,1517,-34.7963106,-58.2786386
Avenida Belgrano y Maestro Qiroga s/n - San Fernando del Valle de Catamarca - Catamarca ,Facultad de Ciencias Agrarias,San Fernando del Valle de Catamarca,ARG,Catamarca,Universidad Nacional de Catamarca,1518,-28.4605,-65.77861
Av. Valparaíso y Rogelio Martínez - C.U. . - Córdoba - Córdoba ,Facultad de Ciencias Agropecuarias,Córdoba,ARG,Cordoba,Universidad Nacional de Córdoba,1522,-31.4292,-64.16082
Marquez de Aguado 210 - General Alvear - Mendoza ,Facultad de Ciencias Agrarias - Delegación General Alvear,General Alvear,ARG,Mendoza,Universidad Nacional de Cuyo,1525,-34.97384,-67.6865371
Monseñor Tavella 1450 - Concordia - Entre Ríos ,Facultad de Ciencias de la Alimentación,Concordia,ARG,Entre Rios,Universidad Nacional de Entre Ríos,1528,-31.3817664,-58.0221144
Avenida Gobernador Gutnisky 3200 - Formosa - Formosa ,Facultad de Recursos Naturales,Formosa,ARG,Formosa,Universidad Nacional de Formosa,230,-26.1292902,-58.1494648
Ruta 35 Km 334 - Santa Rosa - La Pampa ,Facultad de Agronomía,Santa Rosa,ARG,La Pampa,Universidad Nacional de La Pampa,1534,-36.62256,-64.27108
Calle 60 esq. 119 - - La Plata - Buenos Aires ,Facultad de Ciencias Agrarias y Forestales,La Plata,ARG,Buenos Aires,Universidad Nacional de La Plata,1541,-34.9107029,-57.9311966
Castro Barros S/N s/n - Desiderio Tello - La Rioja ,Extensión Catuna,Rosario Vera Peñaloza,ARG,La Rioja,Universidad Nacional de La Rioja,1544,-31.21204,-66.3157
"Ruta 151 Km 12,5 SN - Cinco Saltos - Río Negro ",Facultad de Ciencias Agrarias,General Roca,ARG,Rio Negro,Universidad Nacional del Comahue,1555,-38.8317399,-68.0579648
RP Luis Kreder 2805 - Esperanza - Santa Fé ,Facultad de Ciencias Agrarias,Las Colonias,ARG,Santa Fe,Universidad Nacional del Litoral,1557,-31.4496,-60.9295
Av. P. Kreder 2805 - Esperanza - Santa Fé ,Facultad de Ciencias Veterinarias,Las Colonias,ARG,Santa Fe,Universidad Nacional del Litoral,1559,-31.4496,-60.9295
Sargento Cabral 2131 - Corrientes - Corrientes ,Facultad de Ciencias Agrarias,Corrientes,ARG,Corrientes,Universidad Nacional del Nordeste,1560,-27.4595856,-58.8225945
Juan XXIII y Ruta Provincial Nº 4 s/n - Lomas De Zamora - Buenos Aires ,Facultad de Ingeniería,Lomas de Zamora,ARG,Buenos Aires,Universidad Nacional de Lomas de Zamora,1377,-34.7418695,-58.3721061
San Andrés 800 - Bahia Blanca - Buenos Aires ,Departamento de Agronomía,Bahía Blanca,ARG,Buenos Aires,Universidad Nacional del Sur,1573,-38.69548,-62.2542867
"Ruta 226 Km 72,3 - Balcarce - Buenos Aires ",Facultad de Ciencias Agrarias,General Belgrano,ARG,Buenos Aires,Universidad Nacional de Mar del Plata,1577,-35.7724925,-58.4863281
Ruta 36 Km. 601 - Rio Cuarto - Córdoba ,Facultad de Agronomía y Veterinaria,Río Cuarto,ARG,Cordoba,Universidad Nacional de Río Cuarto,1584,-32.4586709,-64.3862245
ALVARADO 751 - San Ramon De La Nueva Oran - Salta ,Sede Regional Orán,Orán,ARG,Salta,Universidad Nacional de Salta,1593,-23.13497,-64.31844
Coronel Vidt 346 - Metan - Salta ,Sede Regional Sur Metán - Rosario de la Frontera,Metán,ARG,Salta,Universidad Nacional de Salta,1594,-25.50696,-64.9733
Av. Lib. Gral San Martín (Oeste) 1109 - San Juan - San Juan ,Facultad de Ingeniería,San Martín,ARG,San Juan,Universidad Nacional de San Juan,1599,-31.54441,-68.21157
Av. Belgrano (S) 1912 - Santiago Del Estero - Santiago Del Estero ,Facultad de Agronomía y Agroindustrias,Santiago del Estero,ARG,Santiago Del Estero,Universidad Nacional de Santiago del Estero,1411,-27.764688,-64.2826822
Av. Roca 1900 - San Miguel De Tucuman - Tucumán ,Facultad de Agronomía y Zootecnia,San Miguel de Tucumán,ARG,Tucuman,Universidad Nacional de Tucumán,1610,-26.80773,-65.25292
Salta 277 - Concordia - Entre Ríos ,Facultad Regional Concordia,Concordia,ARG,Entre Rios,Universidad Tecnológica Nacional,1615,-31.3941316,-58.0121393
Calle 44 1000 Par - Reconquista - Santa Fé ,Facultad Regional Reconquista,General Obligado,ARG,Santa Fe,Universidad Tecnológica Nacional,1619,-29.1575918,-59.6501428
French 414 - Resistencia - Chaco ,Facultad Regional Resistencia,San Fernando,ARG,Chaco,Universidad Tecnológica Nacional,1621,-27.4509625,-58.9793641
Avda. de la Universidad 501 - San Francisco - Córdoba ,Facultad Regional San Francisco,San Justo,ARG,Cordoba,Universidad Tecnológica Nacional,1623,-31.42075,-62.10928
Colón 332 - San Nicolas - Buenos Aires ,Facultad Regional San Nicolás,San Nicolás,ARG,Buenos Aires,Universidad Tecnológica Nacional,1625,-33.333155,-60.206018
Racedo 298 - Trenque Lauquen - Buenos Aires ,Facultad Regional Trenque Lauquen,Trenque Lauquen,ARG,Buenos Aires,Universidad Tecnológica Nacional,1627,-35.9857112,-62.7270521
Av. Universidad 450 - Villa María - Córdoba ,Facultad Regional Villa María,General San Martín,ARG,Cordoba,Universidad Tecnológica Nacional,1629,-32.4086,-63.2170053
25 Mayo 544 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Departamento de Humanidades,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,"Instituto Universitario Nacional de Derechos Humanos ""Madres de Plaza de Mayo""",1633,-34.60147,-58.37122
25 de Mayo 99 - Libertador General San Martín - Entre Ríos ,"Facultad de Humanidades, Educación y Ciencias Sociales",Diamante,ARG,Entre Rios,Universidad Adventista del Plata,1641,-32.0760348,-60.464128
Cerrito 1250 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Comunicación,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Austral,1656,-34.59351,-58.38275
Cura Alvarez 774 - Paraná - Entre Ríos ,Facultad de Ciencia y Tecnología. Sede Paraná,Paraná,ARG,Entre Rios,Universidad Autónoma de Entre Ríos,1664,-31.744414,-60.5236192
Zabala 1837 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Derecho y Ciencias Sociales,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad de Belgrano,110,-34.5645538,-58.4441269
Marcelo T. de Alvear 2230 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ciencias Sociales,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad de Buenos Aires,1693,-34.59698,-58.3995
Chacabuco 1177 - Reconquista - Santa Fé ,Convenio UTN - Reconquista,General Obligado,ARG,Santa Fe,Universidad de Ciencias Empresariales y Sociales,1703,-29.1499337,-59.6406558
Sarmiento 642 - Resistencia - Chaco ,Convenio UTN - Resistencia,San Fernando,ARG,Chaco,Universidad de Ciencias Empresariales y Sociales,1705,-27.45142,-58.98799
