Domicilio,Facultad,Municipio,Pais,Provincia,Universidad,index,lat,lng
Gutnisky 3200 - Formosa - Formosa ,Facultad de Ciencias de la Salud,Formosa,ARG,Formosa,Universidad Nacional de Formosa,4048,-26.1933598,-58.1988695
Ruta Provincial Nº 1 - Km4 sn - Comodoro Rivadavia - Chubut ,Facultad de Ingeniería - Sede Comodoro Rivadavia,Escalante,ARG,Chubut,Universidad Nacional de la Patagonia San Juan Bosco,4068,-45.8657412,-67.5026264
1 y 47 - - La Plata - Buenos Aires ,Facultad de Ingeniería,La Plata,ARG,Buenos Aires,Universidad Nacional de La Plata,4071,-34.8995898,-57.9386198
Arroyo Seco SN - Tandil - Buenos Aires ,Facultad de Ciencias Veterinarias,Tandil,ARG,Buenos Aires,Universidad Nacional del Centro de la Provincia de Buenos Aires,310,-37.34123,-59.10922
Santiago del Estero 2829 - Santa Fe - Santa Fé ,Facultad de Ingeniería Química,Santa Fe,ARG,Santa Fe,Universidad Nacional del Litoral,4092,-31.6371967,-60.7069352
Newbery 355 - Junin - Buenos Aires ,Escuela de Tecnología,Junín,ARG,Buenos Aires,Universidad Nacional del Noroeste de la Provincia de Buenos Aires,4099,-34.5827267,-60.9434122
Roca 1632 - Avellaneda - Buenos Aires ,Facultad de Ingeniería -sede Avellaneda,Avellaneda,ARG,Buenos Aires,Universidad Nacional de Lomas de Zamora,4104,-34.6652447,-58.3531077
Juana Azurduy 218 - Hurlingham - Buenos Aires ,Facultad de Ingeniería - sede Hurlingham,Hurlingham,ARG,Buenos Aires,Universidad Nacional de Lomas de Zamora,4109,-34.6160779,-58.6365805
Alem 1253 - Bahia Blanca - Buenos Aires ,Departamento de Ingeniería,Bahía Blanca,ARG,Buenos Aires,Universidad Nacional del Sur,1381,-38.7017258,-62.2708281
Alem 1253 - Bahia Blanca - Buenos Aires ,Departamento de Ingeniería Química,Bahía Blanca,ARG,Buenos Aires,Universidad Nacional del Sur,1381,-38.7017258,-62.2708281
Av. Juan B. Justo 4302 - Mar Del Plata - Buenos Aires ,Facultad de Ingeniería,General Pueyrredón,ARG,Buenos Aires,Universidad Nacional de Mar del Plata,4120,-38.01157,-57.58097
JUAN M. DE ROSAS 325 - Obera - Misiones ,Facultad de Ingeniería,Oberá,ARG,Misiones,Universidad Nacional de Misiones,4123,-27.4852798,-55.1109551
Einstein y Salk 900 - Allen - Río Negro ,Allen - Sede Alto Valle-Valle Medio,General Roca,ARG,Rio Negro,Universidad Nacional de Río Negro,4133,-38.97605,-67.82962
Avenida Bolivia 5150 - Salta - Salta ,Facultad de Ingeniería,Salta,ARG,Salta,Universidad Nacional de Salta,1400,-24.76073,-65.4148699
Alsina 975 - San Andres De Giles - Buenos Aires ,Extensión aúlica San Andrés de Giles,San Andrés de Giles,ARG,Buenos Aires,Universidad Nacional de San Antonio de Areco,4143,-34.4471371,-59.4424788
Avenida Roca 1900 - San Miguel De Tucuman - Tucumán ,Facultad de Agronomía y Zootecnia - Concepción,San Miguel de Tucumán,ARG,Tucuman,Universidad Nacional de Tucumán,4161,-26.80773,-65.25292
Hipólito Yrigoyen 299 - Casbas - Buenos Aires ,Subsede Académica Casbas,Guaminí,ARG,Buenos Aires,Universidad Provincial del Sudoeste,4165,-36.759951,-62.5045126
11 de abril 461 - Bahia Blanca - Buenos Aires ,Facultad Regional Bahía Blanca,Bahía Blanca,ARG,Buenos Aires,Universidad Tecnológica Nacional,4168,-38.7102019,-62.2646498
Avda. del trabajo 1536 - Puerto Madryn - Chubut ,Facultad Regional Chubut,Biedma,ARG,Chubut,Universidad Tecnológica Nacional,4171,-42.75906,-65.05776
Ing. Pereyra 676 - Concepcion Del Uruguay - Entre Ríos ,Facultad Regional Concepción del Uruguay,Uruguay,ARG,Entre Rios,Universidad Tecnológica Nacional,4172,-32.4961564,-58.2295699
Calle 60 esq. 124 S/N - La Plata - Buenos Aires ,Facultad Regional La Plata,La Plata,ARG,Buenos Aires,Universidad Tecnológica Nacional,4190,-34.9047511,-57.9281661
San Nicolás de Bari (E) 1100 - La Rioja - La Rioja ,Facultad Regional La Rioja,La Rioja,ARG,La Rioja,Universidad Tecnológica Nacional,4191,-29.4104816,-66.8319528
Islas Malvinas 1650 - Rio Grande - Tierra Del Fuego ,Facultad Regional Rio Grande,Río Grande,ARG,Tierra Del Fuego,Universidad Tecnológica Nacional,2106,-53.7871909,-67.7245409
Laprida 651 - Venado Tuerto - Santa Fé ,Facultad Regional Venado Tuerto,General López,ARG,Santa Fe,Universidad Tecnológica Nacional,2555,-33.7410699,-61.9490948
Av.Eduardo Madero 399 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Departamento de Informática,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Tecnológico de Buenos Aires,4224,-34.60315,-58.36813
Av.Fuerza Aérea 6500 - Córdoba - Córdoba ,Facultad de Ingeniería,Córdoba,ARG,Cordoba,Instituto Universitario Aeronáutico,1934,-31.4342343,-64.2713074
Las Heras 2191 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Medicina,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Universitario de Ciencias de la Salud de la Fundación Barceló,4230,-34.588505,-58.397719
Chacabuco 90 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Tecnología Informática,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Abierta Interamericana,2,-34.60908,-58.37636
Av. Pellegrini 1816 - Rosario - Santa Fé ,Facultad de Tecnología Informática - Rosario,Rosario,ARG,Santa Fe,Universidad Abierta Interamericana,450,-33.0316896,-60.6372831
Bartolomé Mitre 1411 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Escuela de Sistemas,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Argentina John F. Kennedy,30,-34.60765,-58.3865
Av. de Mayo 866 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Departamento de Sistemas,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad CAECE,1279,-34.60889,-58.37873
9 de Julio 22 - Chilecito - La Rioja ,Escuela de Tecnología de la Información y las Comunicaciones,Chilecito,ARG,La Rioja,Universidad Nacional de Chilecito,206,-29.17235,-67.49761
Juan María Gutierrez 1150 1150 - Los Polvorines - Buenos Aires ,Instituto de Ciencias,Malvinas Argentinas,ARG,Buenos Aires,Universidad Nacional de General Sarmiento,4364,-34.5208625,-58.7003265
Boulevard Almirante Brown 3700 - Puerto Madryn - Chubut ,Facultad de Ingeniería - Sede Puerto Madryn,Biedma,ARG,Chubut,Universidad Nacional de la Patagonia San Juan Bosco,1348,-42.78313,-65.01475
Belgrano 504 - Trelew - Chubut ,Facultad de Ingeniería - Sede Trelew,Rawson,ARG,Chubut,Universidad Nacional de la Patagonia San Juan Bosco,1349,-43.2541888,-65.30636
calle 50 esq 120 - - La Plata - Buenos Aires ,Facultad de Informática,La Plata,ARG,Buenos Aires,Universidad Nacional de La Plata,4392,-34.9059812,-57.9400074
Calle 47 y 1 / Calle 50 y 120 - - La Plata - Buenos Aires ,Facultad de Informática e Ingeniería,La Plata,ARG,Buenos Aires,Universidad Nacional de La Plata,4395,-34.8994748,-57.9384664
Buenos Aires 1400 - Neuquen - Neuquén ,Facultad de Informática,Confluencia,ARG,Neuquen,Universidad Nacional del Comahue,328,-38.9415102,-68.0575008
Av. Las Heras 727 - Resistencia - Chaco ,Facultad de Ingeniería,San Fernando,ARG,Chaco,Universidad Nacional del Nordeste,342,-27.4632179,-58.9857119
Av. 3 de febrero 401 - Rojas - Buenos Aires ,Centro Universitario Rojas,Rojas,ARG,Buenos Aires,Universidad Nacional del Noroeste de la Provincia de Buenos Aires,4420,-34.2010132,-60.7275516
Córdoba 1055 - Merlo - Buenos Aires ,Escuela de informática,Merlo,ARG,Buenos Aires,Universidad Nacional del Oeste,4426,-34.6644588,-58.7338929
Avenida Alem 1253 - Bahia Blanca - Buenos Aires ,Departamento de Ciencias e Ingeniería de la Computación,Bahía Blanca,ARG,Buenos Aires,Universidad Nacional del Sur,1089,-38.7017258,-62.2708281
Las Heras 383 - Villa Mercedes - San Luis ,Escuela de Ingenieria,General Pedernera,ARG,San Luis,Universidad Nacional de Villa Mercedes,1418,-33.6851595,-65.4694484
Alfonsina Storni 41 - Ezeiza - Buenos Aires ,Departamento de Desarrollo Tecnológico,Ezeiza,ARG,Buenos Aires,Universidad Provincial de Ezeiza,432,-34.7892088,-58.5254058
Av. Pedro Rotter s/n - Plaza Huincul - Neuquén ,Facultad Regional del Neuquén,Confluencia,ARG,Neuquen,Universidad Tecnológica Nacional,4511,-38.92279,-69.1854199
Av. Eduardo Madero 399 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,BIOINGENIERIA,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Tecnológico de Buenos Aires,2258,-34.60315,-58.36813
Av.Eduardo Madero 399 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Departamento de Electrónica,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Tecnológico de Buenos Aires,4224,-34.60315,-58.36813
Av. Eduardo Madero 399 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Departamento de Ingeniería Eléctrica,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Tecnológico de Buenos Aires,2258,-34.60315,-58.36813
Av.Eduardo Madero 399 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Departamento de Mecánica Naval,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Tecnológico de Buenos Aires,4224,-34.60315,-58.36813
Av.Eduardo Madero 399 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Departamento de Petróleo,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Tecnológico de Buenos Aires,4224,-34.60315,-58.36813
Av. Eduardo Madero 399 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Departamento de Química,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Tecnológico de Buenos Aires,2258,-34.60315,-58.36813
Avenida de Acceso Este 2245 - San Jose (Dpto. Guaymallen) - Mendoza ,Facultad de Ingeniería,Guaymallén,ARG,Mendoza,Universidad Juan Agustín Maza,900,-32.89729,-68.8119967
Av.12 de Julio y Rahue sn - Zapala - Neuquén ,Asentamiento Universitario Zapala,Zapala,ARG,Neuquen,Universidad Nacional del Comahue,4720,-38.89566,-70.07695
Belgrano 98 - Barrancas - Neuquén ,Módulo Chos Malal - Facultad de Ingeniería,Pehuenches,ARG,Neuquen,Universidad Nacional del Comahue,4728,-36.82031,-69.91521
Córdoba 1055 - Merlo - Buenos Aires ,Escuela de Ingeniería,Merlo,ARG,Buenos Aires,Universidad Nacional del Oeste,4426,-34.6644588,-58.7338929
Ruta 36 Km. 601 - Rio Cuarto - Córdoba ,Facultad de Ingeniería,Río Cuarto,ARG,Cordoba,Universidad Nacional de Río Cuarto,1584,-32.4586709,-64.3862245
Moreno 265 - Cinco Saltos - Río Negro ,Cinco Saltos - Sede Alto Valle-Valle Medio,General Roca,ARG,Rio Negro,Universidad Nacional de Río Negro,4781,-38.8266599,-68.06622
Azcuénaga 1129 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Rectorado,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Universitario Nacional del Arte,5003,-34.59483,-58.39979
Zabala 1837 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Humanidades - Escuela de Lenguas y Estudios Extranjeros,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad de Belgrano,110,-34.5645538,-58.4441269
Lavalle 393 - Mendoza - Mendoza ,Escuela Superior de Lenguas Extranjeras,Mendoza,ARG,Mendoza,Universidad del Aconcagua,5063,-32.8887194,-68.8329771
Av. Corrientes 1723 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Lenguas Modernas,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad del Museo Social Argentino,1741,-34.6044,-58.39129
Lavalle 1878 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Escuela de Lenguas Modernas,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad del Salvador,3420,-34.60319,-58.39354
Avda. Valparaiso - Cd.Universitaria S/N - Córdoba - Córdoba ,Facultad de Lenguas,Córdoba,ARG,Cordoba,Universidad Nacional de Córdoba,5108,-31.43697,-64.18558
Mendoza 2151 - Gral. Roca - Río Negro ,Facultad de Lenguas,General Roca,ARG,Rio Negro,Universidad Nacional del Comahue,5172,-37.87943,-67.7950199
Av. de Mayo 866 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Departamento de Matemáticas,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad CAECE,1279,-34.60889,-58.37873
Avenida Alem 1253 - Bahia Blanca - Buenos Aires ,Departamento de Matemática,Bahía Blanca,ARG,Buenos Aires,Universidad Nacional del Sur,1089,-38.7017258,-62.2708281
Av. E. Galván 4102 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Unidad Académica Escuela de Medicina,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Universitario CEMIC,5303,-34.5565348,-58.4952275
Friuli 2786. B° Parque Vélez Sarsfield - - Córdoba - Córdoba ,Medicina,Córdoba,ARG,Cordoba,Instituto Universitario de Ciencias Biomédicas de Córdoba,5304,-31.4436794,-64.1986895
Crespo 843 - Rosario - Santa Fé ,Escuela de Medicina,Rosario,ARG,Santa Fe,Instituto Universitario Italiano de Rosario,5307,-32.9415702,-60.6683824
Av. Alicia Moreau de Justo 1600 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ciencias Médicas,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,5308,-34.617,-58.36585
Chacabuco 90 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Medicina y Ciencias de la Salud,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Abierta Interamericana,2,-34.60908,-58.37636
Av. Pellegrini 1816 - Rosario - Santa Fé ,Facultad de Medicina y Ciencias de la Salud - Rosario,Rosario,ARG,Santa Fe,Universidad Abierta Interamericana,450,-33.0316896,-60.6372831
25 de Mayo 99 - Libertador General San Martín - Entre Ríos ,Facultad de Ciencias de la Salud,Diamante,ARG,Entre Rios,Universidad Adventista del Plata,1641,-32.0760348,-60.464128
Juan Domingo Perón 1500 -ex - Pilar - Buenos Aires ,Facultad de Ciencias Biomédicas,Pilar,ARG,Buenos Aires,Universidad Austral,5312,-34.4556288,-58.772465
Jacinto Ríos 571 - Córdoba - Córdoba ,Facultad de Medicina,Córdoba,ARG,Cordoba,Universidad Católica de Córdoba,5313,-31.4099099,-64.167393
Jose Ig. de la Roza 1516 oes - San Juan - San Juan ,Facultad de Ciencias Médicas,San Juan,ARG,San Juan,Universidad Católica de Cuyo,5314,-31.5376072,-68.5885474
Felipe Velazquez 471 - San Luis - San Luis ,Facultad de Ciencias Médicas - Sede San Luis,Juan Martín de Pueyrredón,ARG,San Luis,Universidad Católica de Cuyo,2464,-33.2982675,-66.3161083
Echagüe 7151 - Santa Fe - Santa Fé ,Facultad de Ciencias de la Salud,Santa Fe,ARG,Santa Fe,Universidad Católica de Santa Fe,497,-31.6071348,-60.6708799
Paraguay 2155 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Medicina,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad de Buenos Aires,5319,-34.5984986,-58.3983601
8 de junio 522 - Concepcion Del Uruguay - Entre Ríos ,Facultad de Ciencias Médicas,Uruguay,ARG,Entre Rios,Universidad de Concepción del Uruguay,1718,-32.4819296,-58.2295955
Avellaneda 3345 - Mar Del Plata - Buenos Aires ,Facultad de Ciencias Médicas,General Pueyrredón,ARG,Buenos Aires,Universidad de la Fraternidad de Agrupaciones Santo Tomás de Aquino,1724,-38.0067948,-57.5635125
Boulogne Sur Mer 683 - Mendoza - Mendoza ,Facultad de Ciencias Médicas,Mendoza,ARG,Mendoza,Universidad de Mendoza,5326,-32.8912439,-68.862112
Machado 854 - Moron - Buenos Aires ,Facultad de Medicina,Morón,ARG,Buenos Aires,Universidad de Morón,162,-34.6464148,-58.6204543
24 de Septiembre 476 - San Miguel De Tucuman - Tucumán ,Instituto de Salud y Calidad de Vida,San Miguel de Tucumán,ARG,Tucuman,Universidad de San Pablo T,595,-26.8310559,-65.204093
Solís 453 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ciencias Médicas,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Favaloro,5329,-34.61436,-58.39038
Pabellón Perú - Ciudad Universitaria S/N - Córdoba - Córdoba ,Facultad de Ciencias Médicas,Córdoba,ARG,Cordoba,Universidad Nacional de Córdoba,5336,-31.44058,-64.18771
Centro Univ. - Parque Gral. San Martín Sin nro. - Mendoza - Mendoza ,Facultad de Ciencias Médicas,Mendoza,ARG,Mendoza,Universidad Nacional de Cuyo,218,-32.88299,-68.876431
Florencio Varela 1903 - Villa Luzuriaga - Buenos Aires ,Departamento de Ciencias de la Salud,Vicente López,ARG,Buenos Aires,Universidad Nacional de La Matanza,2009,-34.55044,-58.51004
Calle 60 y 120 - - La Plata - Buenos Aires ,Escuela Universitaria de Recursos Humanos del Equipo de Salud,La Plata,ARG,Buenos Aires,Universidad Nacional de La Plata,5341,-34.9097438,-57.9305744
60 y 118 - - La Plata - Buenos Aires ,Facultad de Ciencias Médicas,La Plata,ARG,Buenos Aires,Universidad Nacional de La Plata,1359,-34.892548,-57.956792
Av. Pringles 4375 - Olavarria - Buenos Aires ,Escuela Superior de Ciencias de la Salud,Olavarría,ARG,Buenos Aires,Universidad Nacional del Centro de la Provincia de Buenos Aires,5344,-36.8873895,-60.3041807
Los Arrayanes y Avenida Luis Toschi sn - Cipolletti - Río Negro ,Facultad de Ciencias Médicas,General Roca,ARG,Rio Negro,Universidad Nacional del Comahue,5347,-38.9475399,-67.99178
Mariano Moreno 1240 - Corrientes - Corrientes ,Facultad de Medicina,Corrientes,ARG,Corrientes,Universidad Nacional del Nordeste,5349,-27.473318,-58.8357262
Florida 1450 - Bahia Blanca - Buenos Aires ,Departamento de Ciencias de la Salud,Bahía Blanca,ARG,Buenos Aires,Universidad Nacional del Sur,5350,-38.6906288,-62.2649852
Ayacucho 3537 - Mar Del Plata - Buenos Aires ,Escuela Superior de Medicina,General Pueyrredón,ARG,Buenos Aires,Universidad Nacional de Mar del Plata,5351,-37.9864702,-57.5498395
Santa Fe 3100 - Rosario - Santa Fé ,Facultad de Ciencias Médicas,Rosario,ARG,Santa Fe,Universidad Nacional de Rosario,5352,-32.9402107,-60.6649457
Av. Belgrano (s) 1912 - Santiago Del Estero - Santiago Del Estero ,Facultad de Ciencias Médicas,Santiago del Estero,ARG,Santiago Del Estero,Universidad Nacional de Santiago del Estero,5356,-27.764688,-64.2826822
Lamadrid 875 - San Miguel De Tucuman - Tucumán ,Facultad de Medicina,San Miguel de Tucumán,ARG,Tucuman,Universidad Nacional de Tucumán,5357,-26.87227,-65.21829
Lamadrid 875 - Salta - Salta ,Facultad de Medicina - Sede Salta,Salta,ARG,Salta,Universidad Nacional de Tucumán,5358,-24.7998093,-65.4219857
Riobamba 750 - Rosario - Santa Fé ,Escuela de Odontología,Rosario,ARG,Santa Fe,Instituto Universitario Italiano de Rosario,5366,-32.9638795,-60.6376063
13 680 - La Plata - Buenos Aires ,Facultad de Odontología,La Plata,ARG,Buenos Aires,Universidad Católica de La Plata,5373,-34.9176399,-57.9596661
Pellegrini 790 - Salta - Salta ,Escuela Universitaria en Ciencias de la Salud,Salta,ARG,Salta,Universidad Católica de Salta,3978,-24.7993558,-65.416152
MarceloT.de Alvear 2142 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Odontología,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad de Buenos Aires,5375,-34.597186,-58.3981163
Haya de la Torre - Pabellon Argentina S/N - Córdoba - Córdoba ,Facultad de Odontología,Córdoba,ARG,Cordoba,Universidad Nacional de Córdoba,5383,-31.43708,-64.19376
Centro Univ. Parque Gral. San Martín Sin nro. - Mendoza - Mendoza ,Facultad de Odontología,Mendoza,ARG,Mendoza,Universidad Nacional de Cuyo,621,-32.88299,-68.876431
1 y 50 - - La Plata - Buenos Aires ,Facultad de Odontología,La Plata,ARG,Buenos Aires,Universidad Nacional de La Plata,5387,-34.9016396,-57.9353
Santa Fe 3160 - Rosario - Santa Fé ,Facultad de Odontología,Rosario,ARG,Santa Fe,Universidad Nacional de Rosario,5394,-32.940024,-60.666016
Av. Benjamin Araoz 800 - San Miguel De Tucuman - Tucumán ,Facultad de Odontología,San Miguel de Tucumán,ARG,Tucuman,Universidad Nacional de Tucumán,428,-26.8346523,-65.1861108
Bulnes esquina Guiraldes - Merlo - Buenos Aires ,Escuela de Electrónica de Defensa,Merlo,ARG,Buenos Aires,Instituto Universitario Aeronáutico,5397,-34.6883399,-58.7607
Antartida Argentina 1535 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Unidad Académica Escuela Nacional de Nautica,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Universitario Naval,5400,-34.582313,-58.373947
Calle 508 881 - Quequen - Buenos Aires ,Unidad de Enseñanza Universitaria Quequén,Necochea,ARG,Buenos Aires,Universidad Nacional del Centro de la Provincia de Buenos Aires,5420,-38.5721599,-58.69204
Corvalan 3698 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Escuela de Cadetes Comisario General Juan Ángel Pirker,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Universitario de la Policía Federal Argentina,5438,-34.6714685,-58.467795
Avda. José Ignacio de la Roza 1516 (o) - San Juan - San Juan ,Escuela de Seguridad,San Juan,ARG,San Juan,Universidad Católica de Cuyo,78,-31.5376072,-68.5885474
Calle 25 de Mayo 597 - Junin - Mendoza ,Instituto Universitario de Seguridad Pública - Delegación Junín,Mendoza,ARG,Mendoza,Universidad Nacional de Cuyo,5477,-32.895022,-68.8485872
Coronel Suarez 900 - San Rafael - Mendoza ,Instituto Universitario de Seguridad Pública - Delegación San Rafael,San Rafael,ARG,Mendoza,Universidad Nacional de Cuyo,5478,-34.6137264,-68.3415502
Ejército de Los Andes y Bruno Villegas Sin nro. - San Carlos - Mendoza ,Instituto Universitario de Seguridad Pública - Sede Valle de Uco,San Carlos,ARG,Mendoza,Universidad Nacional de Cuyo,5482,-33.7726,-69.04057
Catamarca 375 - Corrientes - Corrientes ,Instituto de Ciencias Criminalísticas y Criminología,Corrientes,ARG,Corrientes,Universidad Nacional del Nordeste,5488,-27.4620337,-58.8323936
Av. Calixto Calderón 424 - Chivilcoy - Buenos Aires ,Facultad de Derecho - sede Chivilcoy,Chivilcoy,ARG,Buenos Aires,Universidad Nacional de Lomas de Zamora,651,-34.9089043,-60.0328631
Sucre 1550 - Escobar - Buenos Aires ,Facultad de Derecho - sede Escobar,Escobar,ARG,Buenos Aires,Universidad Nacional de Lomas de Zamora,5495,-34.3727614,-58.7499774
Avellaneda 1164 - Marcos Juarez - Córdoba ,Instituto Universitario del Gran Rosario- Extensión aúlica Marcos Juárez,Marcos Juárez,ARG,Cordoba,Instituto Universitario del Gran Rosario,5527,-32.6910222,-62.1064698
San Luis 2772 - Santa Fe - Santa Fé ,Instituto Universitario del Gran Rosario- Sede Santa Fé,Santa Fe,ARG,Santa Fe,Instituto Universitario del Gran Rosario,5530,-31.6443859,-60.702455
Crespo 843 - Rosario - Santa Fé ,Escuela de Enfermería,Rosario,ARG,Santa Fe,Instituto Universitario Italiano de Rosario,5307,-32.9415702,-60.6683824
Mitre 147 - Concordia - Entre Ríos ,Facultad de Ciencias de la Vida y la Salud. Sede Concordia,Concordia,ARG,Entre Rios,Universidad Autónoma de Entre Ríos,764,-31.17621,-58.19477
25 de mayo y Rivadavia -- - Villaguay - Entre Ríos ,Facultad de Ciencias de la Vida y la Salud. Sede Villaguay,Villaguay,ARG,Entre Rios,Universidad Autónoma de Entre Ríos,5571,-31.86902,-59.02421
44 e/ 9 y 10 720 - La Plata - Buenos Aires ,Facultad de Ciencias de la Salud,La Plata,ARG,Buenos Aires,Universidad Católica de La Plata,5589,-34.9145879,-57.9546421
Alem 235 - Bahia Blanca - Buenos Aires ,Unidad Académica Bahía Blanca - Facultad de Ciencias de la Salud,Bahía Blanca,ARG,Buenos Aires,Universidad Católica de La Plata,3319,-38.7124213,-62.2618942
Saavedra 472 - Rafaela - Santa Fé ,Facultad de Ciencias de la Salud - Rafaela,Castellanos,ARG,Santa Fe,Universidad Católica de Santa Fe,5604,-31.2571723,-61.4908654
Villanueva 1324 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ciencias de la Salud,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad de Belgrano,1281,-34.5654899,-58.44267
Av. Corrientes 1723 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ciencias Humanas,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad del Museo Social Argentino,1741,-34.6044,-58.39129
Salta 1968 - Posadas - Misiones ,Departamento de Ciencias de la Salud Posadas,Posadas,ARG,Misiones,Universidad Gastón Dachary,184,-27.3714972,-55.8959452
Avenida de Acceso Este 2245 - San Jose (Dpto. Guaymallen) - Mendoza ,Facultad de Ciencias de la Nutrición,Guaymallén,ARG,Mendoza,Universidad Juan Agustín Maza,900,-32.89729,-68.8119967
9 de Julio 22 - Chilecito - La Rioja ,Escuela de Ciencias de la Salud,Chilecito,ARG,La Rioja,Universidad Nacional de Chilecito,206,-29.17235,-67.49761
Av. Haya de la Torre - Cd. Universitaria S/N - Córdoba - Córdoba ,Facultad de Ciencias Médicas - Escuela de Enfermería,Córdoba,ARG,Cordoba,Universidad Nacional de Córdoba,5732,-31.4383,-64.18923
Avda. Enrique Barros - Cd.Universitaria S/N - Córdoba - Córdoba ,Facultad de Ciencias Médicas - Escuela de Fonoaudiología,Córdoba,ARG,Cordoba,Universidad Nacional de Córdoba,5736,-31.43622,-64.18805
Avda.Enrique Barros - Cd.Universitaria S/N - Córdoba - Córdoba ,Facultad de Ciencias Médicas - Escuela de Kinesiología y Fisioterapia,Córdoba,ARG,Cordoba,Universidad Nacional de Córdoba,1445,-31.43622,-64.18805
Avda. Enrique Barros - Cd.Universitaria s/n - Córdoba - Córdoba ,Facultad de Ciencias Médicas - Escuela de Nutrición,Córdoba,ARG,Cordoba,Universidad Nacional de Córdoba,5739,-31.43622,-64.18805
Vergara 2222 - Hurlingham - Buenos Aires ,Instituto de Salud Comunitaria,Hurlingham,ARG,Buenos Aires,Universidad Nacional de Hurlingham,623,-34.6164566,-58.6342231
