zona_id,lat,lng
S00357,-34.6702345,-58.51645
S00358,-34.6699975,-58.544791
S00359,-34.7608025,-58.5890545
S00360,-34.7781,-58.618181
S00361,-34.751057,-58.574298
S00362,-34.7383325,-58.5994515
S00363,-34.7437925,-58.5749005
S00364,-34.7016795,-58.58818
S00365,-34.739523,-58.607718
S00366,-34.7042915,-58.5795205
S00367,-34.685495,-58.523913
S00368,-34.7596535,-58.632871
S00369,-34.711289,-58.548414
S00370,-34.649813,-59.431899
S00371,-34.6735035,-58.7233775
S00372,-34.724649,-58.794929
S00373,-34.6966765,-58.740344
S00374,-34.7131635,-58.7235215
S00375,-34.6987695,-58.748235
S00376,-34.660973,-58.7105765
S00377,-34.687057,-58.6802135
S00378,-34.695874,-58.7179075
S00379,-34.6183405,-58.7835875
S00380,-34.65162,-58.786608
S00381,-34.652172,-58.76021
S00382,-34.6341735,-58.8565195
S00383,-34.54832,-58.8097845
S00384,-34.591986,-58.730674
S00385,-34.622911,-58.804424
S00386,-38.5780185,-58.7203485
S00387,-35.293102,-61.4064365
S00388,-36.8865295,-60.318802
S00389,-36.895588,-60.319467
S00390,-36.842873,-60.2308445
S00391,-40.1819505,-62.619227
S00392,-33.898206,-60.5803845
S00393,-34.4860105,-58.837714
S00394,-34.413804,-58.7747225
S00395,-34.445857,-58.7950975
S00396,-34.481159,-58.9162335
S00397,-34.498309,-58.852726
S00398,-34.420171,-58.7703835
S00399,-34.455234,-58.7932455
S00400,-34.4911465,-58.843934
S00401,-34.4554015,-58.7788835
S00402,-38.1756795,-63.234279
S00403,-34.7230545,-58.302546
S00404,-34.701776,-58.29332
S00405,-34.7500365,-58.2345475
S00406,-34.7604345,-58.26812
S00407,-34.718206,-58.2706195
S00408,-34.2478595,-59.465783
S00409,-34.4481115,-58.577058
S00410,-34.4789545,-58.5854155
S00411,-34.4506305,-58.5686445
S00412,-34.471162,-58.588493
S00413,-34.4970885,-58.5236985
S00414,-34.4833805,-58.5053845
S00415,-34.513835,-58.5315595
S00416,-34.5035395,-58.56993
S00417,-34.523038,-58.559183
S00418,-34.463243,-58.508035
S00419,-33.3131565,-60.2519305
S00420,-33.338682,-60.2243955
S00421,-33.677602,-59.6707885
S00422,-33.6828045,-59.662443
S00423,-34.6384635,-58.5932225
S00424,-34.616363,-58.5824765
S00425,-34.653332,-58.635777
S00426,-34.678347,-58.6219255
S00427,-34.6686385,-58.660158
S00428,-34.6938765,-58.6400365
S00429,-34.647632,-58.629725
S00430,-34.6471035,-58.587595
S00431,-34.65542,-58.6417235
S00432,-34.6391735,-58.637471
S00433,-37.3387335,-59.1278505
S00434,-37.321045,-59.1316835
S00435,-37.330073,-59.136008
S00436,-38.2054605,-61.769643
S00437,-38.375603,-60.2748805
S00438,-38.380716,-60.278873
S00439,-34.524745,-58.517662
S00440,-34.5336725,-58.498236
S00441,-34.699919,-58.397598
S00442,-34.737237,-58.373349
S00443,-34.7159965,-58.384716
S00444,-34.673621,-58.4155665
S00445,-34.72421,-58.401878
S00446,-34.7348455,-58.3528245
S00447,-34.712975,-58.3541405
S00448,-34.716407,-58.4191845
S00449,-34.714769,-58.380149
S00450,-34.70412,-58.4339425
S00451,-34.6894435,-58.4061805
S00452,-34.7094095,-58.3546905
S00453,-34.709031,-58.3959325
S00454,-34.690782,-58.416688
S00455,-34.7011075,-58.4087055
S00456,-38.887268,-62.07855
S00457,-34.8839075,-57.8906675
S00458,-34.385106,-58.8266205
S00459,-34.4006395,-58.772051
S00460,-34.3228715,-58.8502635
S00461,-34.4148715,-58.766421
S00462,-34.3339685,-58.7826655
S00463,-34.602113,-58.5672635
S00464,-34.6196895,-58.5335505
S00465,-34.6175135,-58.5548065
S00466,-34.5759295,-58.5913765
S00467,-34.613298,-58.5764745
S00468,-34.6000685,-58.551869
S00469,-34.7852415,-58.206596
S00470,-34.805902,-58.1822295
S00471,-34.771452,-58.197428
S00472,-34.767774,-58.186307
S00473,-34.7728595,-58.223417
S00474,-34.761523,-58.187653
S00475,-34.780048,-58.233086
S00476,-34.79284,-58.150163
S00477,-34.767686,-58.2232265
S00478,-34.770423,-58.249958
S00479,-34.783252,-58.1757225
S00480,-34.7621335,-58.2166525
S00481,-34.1777585,-59.7899405
S00482,-36.7290945,-56.6749505
S00483,-36.727744,-56.6788955
S00484,-37.2689995,-56.9818115
S00485,-34.920329,-58.5970185
S00486,-34.8947635,-58.5693545
S00487,-34.533551,-58.6936075
S00488,-34.5381555,-58.716712
S00489,-34.54623,-58.715559
S00490,-34.5831995,-58.734111
S00491,-34.5631795,-58.767105
S00492,-34.5488495,-58.7041805
S00493,-34.5292655,-58.7837925
S00494,-34.5035235,-58.751635
S00495,-34.5339075,-58.7401585
S00496,-34.5029545,-58.7603095
S00497,-34.5198595,-58.7583795
S00498,-34.5146275,-58.7300995
S00499,-34.499753,-58.6883305
S00500,-34.4961165,-58.7228515
S00501,-34.47573,-58.693066
S00502,-34.487359,-58.7019755
S00503,-34.519555,-58.714053
S00504,-34.491914,-58.671678
S00505,-34.4739325,-58.751086
S00506,-34.4831025,-58.7368665
S00507,-34.505692,-58.692063
S00508,-34.501367,-58.6687755
S00509,-34.6130115,-58.638817
S00510,-34.650022,-58.688308
S00511,-34.6249715,-58.6614805
S00512,-34.635453,-58.6871375
S00513,-34.60225,-58.695104
S00514,-34.6389505,-58.6776695
S00515,-37.981474,-57.609749
S00516,-38.0017075,-57.5901615
S00517,-34.919348,-57.9532625
S00518,-34.9315485,-57.9771505
S00519,-34.8793835,-58.0585465
S00520,-34.8713685,-58.0444255
S00521,-34.9097515,-57.974847
S00522,-34.8859055,-57.990176
S00523,-34.91888,-57.959573
S00524,-34.963781,-57.980773
S00525,-34.8752855,-58.0921775
S00526,-34.7899885,-58.352829
S00527,-34.807073,-58.3988055
S00528,-34.791167,-58.377588
S00529,-34.805677,-58.3454315
S00530,-34.798317,-58.336012
S00531,-34.85377,-58.3912135
S00532,-34.795888,-58.318957
S00533,-34.8221015,-58.391494
S00534,-34.819498,-58.3801365
S00535,-38.7230265,-62.271981
S00536,-38.7256825,-62.2668735
S00537,-33.804144,-59.503841
S00538,-34.8984825,-60.01577
S00539,-34.2952775,-59.0975765
S00540,-34.794541,-58.269925
S00541,-37.991068,-57.548519
S00542,-37.9902035,-57.553702
S00543,-38.0412805,-57.5512235
S00544,-38.027924,-57.536507
S00545,-37.98513,-57.556651
S00546,-38.0077075,-57.574606
S00547,-34.5860055,-58.548521
S00548,-34.593006,-60.9435755
S00549,-34.4213435,-58.5830065
S00550,-34.493016,-58.629556
S00551,-34.448691,-58.672371
S00552,-34.4461165,-58.6766635
S00553,-34.4989095,-58.628322
S00554,-34.4205385,-58.6635605
S00555,-34.746586,-58.41903
S00556,-34.760461,-58.4058685
S00557,-34.7895945,-58.430173
S00558,-34.7635655,-58.3572905
S00559,-34.661403,-58.562693
S00560,-34.697929,-58.5937725
S00561,-34.709506,-58.58366
S00562,-34.658638,-58.5856265
S00563,-34.6567705,-59.4291705
S00564,-35.4430515,-60.884181
S00565,-36.8929195,-60.324021
S00566,-36.8986315,-60.327098
S00567,-40.802305,-62.982189
S00568,-34.433337,-58.7936905
S00569,-34.428691,-58.7657065
S00570,-34.4204995,-58.8426315
S00571,-34.4607815,-58.8983515
S00572,-34.455294,-58.798807
S00573,-34.4292535,-58.88282
S00574,-34.7118125,-58.279198
S00575,-34.72488,-58.2407545
S00576,-34.748406,-58.2968745
S00577,-34.740076,-58.2920825
S00578,-36.776254,-59.0860175
S00579,-34.4483045,-58.538174
S00580,-34.450226,-58.5234125
S00581,-34.4939765,-58.5008025
S00582,-34.4625365,-58.51866
S00583,-34.496512,-58.5594575
S00584,-34.5097105,-58.574406
S00585,-34.470579,-58.5642345
S00586,-33.3332145,-60.2084125
S00587,-33.3453315,-60.2076595
S00588,-34.647256,-58.635803
S00589,-34.6863475,-58.656211
S00590,-34.770042,-59.6857755
S00591,-37.3291325,-59.1111965
S00592,-34.5176145,-58.499119
S00593,-34.5287625,-58.525581
S00594,-34.5273835,-58.50971
S00595,-34.516922,-58.4777465
S00596,-34.516094,-58.491032
S00597,-34.669429,-58.408482
S00598,-34.7065745,-58.397556
S00599,-34.869666,-57.883939
S00600,-34.596564,-58.54675
S00601,-34.591849,-58.567776
S00602,-34.583212,-58.594188
S00603,-34.790185,-58.2445715
S00604,-34.9157065,-58.3785245
S00605,-34.854569,-58.517817
S00606,-34.556991,-58.707078
S00607,-34.5393095,-58.7228705
S00608,-34.575174,-58.691665
S00609,-34.567806,-58.6869725
S00610,-34.5495895,-58.722983
S00611,-34.569369,-58.6929575
S00612,-34.583302,-58.6381475
S00613,-34.6165875,-58.635363
S00614,-35.0001925,-58.102992
S00615,-34.9575145,-58.055411
S00616,-38.686128,-62.2756955
S00617,-34.2389735,-58.961329
S00618,-34.741264,-58.4264655
S00619,-34.6408255,-59.426281
S00620,-34.590655,-58.6396025
S00621,-34.6251062326,-58.4033967708
S00622,-34.6073714733,-58.3915165237
S00623,-34.6277070262,-58.3991044876
S00624,-34.6210051939,-58.5171800737
S00625,-34.6287297049,-58.5025564001
S00626,-34.6298381599,-58.4779003359
S00627,-34.6356570476,-58.4802267508
S00628,-34.5413374589,-58.4543409208
S00629,-34.5650391835,-58.4622571217
S00630,-34.557315662,-58.4565006029
S00631,-34.5545034856,-58.4702805688
S00632,-34.5757960384,-58.4521718207
S00633,-34.6449626156,-58.5080617619
S00634,-34.6524271273,-58.5048832973
S00635,-34.6123026436,-58.3967592513
S00636,-34.6247512954,-58.3911381577
S00637,-34.5953471749,-58.4772478592
S00638,-34.5786513254,-58.4751147403
S00639,-34.5958629193,-58.4471826381
S00640,-34.5904236776,-58.4119590295
S00641,-34.5826310188,-58.4120055288
S00642,-34.5685107635,-58.4372819594
S00643,-34.5861027065,-58.4269918748
S00644,-34.5811969184,-58.4160542963
S00645,-34.5614520928,-58.4726551749
S00646,-34.6033764843,-58.4650899887
S00647,-34.6747900837,-58.4918906682
S00648,-34.6771357938,-58.4867466684
S00649,-34.6625157392,-58.4835680516
S00650,-34.6799190812,-58.4718884257
S00651,-34.6363774903,-58.3901011532
S00652,-34.6422312818,-58.3796818949
S00653,-34.6327794707,-58.4035249638
S00654,-34.651806029,-58.3958696984
S00655,-34.6359071326,-58.3719773581
S00656,-34.6277473643,-58.4464164528
S00657,-34.5986919591,-58.3784857549
S00658,-34.6067918894,-58.3814207456
S00659,-34.5832011598,-58.3781513847
S00660,-34.6013846577,-58.3846010141
S00661,-34.5994572914,-58.4188219961
S00662,-34.6025419492,-58.3731893326
S00663,-34.5924775507,-58.3771358496
S00664,-34.6114233146,-58.3734370887
S00665,-34.6143403778,-58.3781055035
S00666,-34.6102849222,-58.4531007264
S00667,-34.6254847149,-58.4504346365
S00668,-34.6319333424,-58.4735372108
S00669,-34.6344115258,-58.4943517228
S00670,-34.5986636239,-58.4423965837
S00671,-34.5959383733,-58.430196627
S00672,-34.5800755854,-58.4538653169
S00673,-34.636086376,-58.400452908
S00674,-34.6527565275,-58.418354236
S00675,-34.6350051304,-58.445971028
S00676,-34.6280911578,-58.4637925254
S00677,-34.6366733112,-58.4539557625
S00678,-34.5544218013,-58.4501506035
S00679,-34.5511440879,-58.4405832639
S00680,-34.568247559,-58.4499404457
S00681,-34.6461553488,-58.4591890273
S00682,-34.907574,-57.96381
S00683,-34.925977,-57.946744
S00684,-34.953944,-57.972944
S00685,-34.869318,-58.048655
S00686,-34.915826,-57.953888
S00687,-34.999515,-58.047517
S00688,-34.878049,-58.022178
S00689,-34.969537,-57.983227
S00690,-34.919933,-58.015273
S00691,-34.919961,-57.935765
S00692,-34.912278,-57.975258
S00693,-34.904933,-58.046284
S00694,-34.984279,-58.089017
S00695,-34.990121,-58.134773
S00696,-34.879616,-58.076188
S00697,-34.97844,-57.865447
S00698,-34.940449,-57.940879
S00699,-34.952122,-57.928879
S00700,-34.887091,-58.058204
S00701,-35.060257,-57.954592
S00702,-34.969399,-57.945122
S00703,-34.881925,-57.966088
S00704,-34.988793,-57.958744
S00705,-34.957697,-57.947182
S00706,-35.009908,-58.001813
S00707,-34.939833,-57.883582
S00708,-34.930654,-57.925702
S00709,-34.937534,-57.952765
S00710,-34.902498,-58.076155
S00711,-34.873051,-58.019291
S00712,-35.023144,-58.230526
S00713,-35.033011,-58.076452
S00714,-34.868059,-58.058637
S00715,-34.922958,-57.98653
S00716,-34.874125,-58.106316
S00717,-34.930822,-57.909203
S00718,-34.935713,-58.171153
S00719,-34.981293,-58.090756
S00720,-34.92896,-57.960044
S00721,-34.881394,-58.03368
S00722,-34.976994,-58.059955
S00723,-34.956563,-58.004921
S00724,-34.950727,-58.054711
S00725,-34.951803,-57.901357
S00726,-34.953892,-57.887181
S00727,-34.89108,-58.026582
S00728,-34.928738,-58.047928
S00729,-34.882567,-57.98316
S00730,-34.944383,-58.089306
S00731,-34.941885,-57.99045
S00732,-34.956111,-57.984042
S00733,-35.01056,-58.051685
S00734,-34.893131,-57.970175
S00735,-34.906425,-58.021181
S00736,-34.927372,-57.934396
S00737,-34.857187,-58.075413
S00738,-34.861456,-58.036958
S00739,-34.995696,-58.045697
S00740,-34.899043,-57.988851
S00741,-34.969807,-58.021656
S00742,-34.888739,-57.981239
S00743,-37.183635,-62.76275
S00744,-37.163461,-63.247796
S00745,-36.797209,-63.342913
S00746,-37.170868,-62.726011
S00747,-37.185159,-62.76892
S00748,-37.446796,-63.114468
S00749,-34.843777,-60.305232
S00750,-35.037213,-60.279655
S00751,-34.806577,-58.332989
S00752,-34.813402,-58.419221
S00753,-34.897016,-58.396854
S00754,-34.79468,-58.330213
S00755,-34.802544,-58.36294
S00756,-34.824687,-58.34395
S00757,-34.761892,-58.337159
S00758,-34.795487,-58.379656
S00759,-34.832172,-58.436729
S00760,-34.780613,-58.359022
S00761,-34.8718,-58.369268
S00762,-34.823635,-58.41365
S00763,-34.878484,-58.347131
S00764,-34.878849,-58.37864
S00765,-34.825982,-58.372879
S00766,-34.801672,-58.371634
S00767,-34.809213,-58.351937
S00768,-34.822636,-58.350275
S00769,-34.786143,-58.374394
S00770,-34.808342,-58.394122
S00771,-34.819834,-58.431896
S00772,-34.776129,-58.333057
S00773,-34.856781,-58.3542
S00774,-34.862809,-58.372919
S00775,-34.786735,-58.318595
S00776,-34.834441,-58.373874
S00777,-34.815027,-58.391748
S00778,-34.762088,-58.346714
S00779,-34.812981,-58.369071
S00780,-34.838686,-58.407034
S00781,-34.849245,-58.392802
S00782,-34.843504,-58.388011
S00783,-34.828669,-58.360546
S00784,-34.816504,-58.344572
S00785,-34.819502,-58.345616
S00786,-34.766303,-58.354196
S00787,-34.822051,-58.40745
S00788,-34.849737,-58.366563
S00789,-34.81088,-58.334337
S00790,-34.878748,-58.393363
S00791,-34.811803,-58.375906
S00792,-34.843007,-58.363784
