index,Universidad,Facultad,coords_o,coords_d,distance_km,ranking
4120,Universidad Nacional de La Plata,Facultad de Ingeniería,"(-34.5158, -58.510343000000006)","(-34.8995898, -57.9386198)",67.4978770664,24.0
4120,Universidad Nacional de Lomas de Zamora,Facultad de Derecho,"(-34.5158, -58.510343000000006)","(-34.7418695, -58.372106099999996)",28.1002998643,15.5
4120,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería,"(-34.5158, -58.510343000000006)","(-34.7418695, -58.372106099999996)",28.1002998643,15.5
4120,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería -sede Avellaneda,"(-34.5158, -58.510343000000006)","(-34.6652447, -58.3531077)",21.9754044127,12.0
4120,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede CABA,"(-34.5158, -58.510343000000006)","(-34.61257, -58.41826)",13.6619395596,3.0
4120,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede Hurlingham,"(-34.5158, -58.510343000000006)","(-34.6160779, -58.63658050000001)",16.0607068113,6.0
4120,Universidad Nacional de Quilmes,Departamento de Ciencia y Tecnología,"(-34.5158, -58.510343000000006)","(-34.70629, -58.27705)",30.0730333334,17.0
4120,Universidad Nacional de Tres de Febrero,Secretaría Académica,"(-34.5158, -58.510343000000006)","(-34.6049368, -58.564289)",11.0583277692,2.0
4120,Universidad Provincial de Ezeiza,Departamento de Desarrollo Humano y Organizacional,"(-34.5158, -58.510343000000006)","(-34.7892088, -58.525405799999994)",30.3618100338,18.0
4120,Universidad Tecnológica Nacional,Facultad Regional Avellaneda,"(-34.5158, -58.510343000000006)","(-34.694951, -58.327523)",26.003242597,13.0
4120,Universidad Tecnológica Nacional,Facultad Regional Buenos Aires,"(-34.5158, -58.510343000000006)","(-34.68477, -58.44631)",19.6431438955,9.5
4120,Universidad Tecnológica Nacional,Facultad Regional Delta,"(-34.5158, -58.510343000000006)","(-34.1787535, -58.96185079999999)",55.8890826729,21.0
4120,Universidad Tecnológica Nacional,Facultad Regional Haedo,"(-34.5158, -58.510343000000006)","(-34.64042070000001, -58.601492099999994)",16.1574339438,7.0
4120,Universidad Tecnológica Nacional,Facultad Regional La Plata,"(-34.5158, -58.510343000000006)","(-35.0313299, -58.06411)",70.2802957756,25.0
4121,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Oficiales,"(-34.515069, -58.490469)","(-34.0940568, -59.0199532)",67.5035729965,23.5
4121,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Suboficiales,"(-34.515069, -58.490469)","(-34.0940568, -59.0199532)",67.5035729965,23.5
4121,Universidad de Buenos Aires,Facultad de Ciencias Exactas y Naturales,"(-34.515069, -58.490469)","(-34.54684, -58.43995)",5.82512721799,1.0
4121,Universidad de Buenos Aires,Facultad de Farmacia y Bioquímica,"(-34.515069, -58.490469)","(-34.597903, -58.397458400000005)",12.5421767006,3.0
4121,Universidad de Buenos Aires,Facultad de Ingeniería,"(-34.515069, -58.490469)","(-34.68477, -58.44631)",19.2563553348,8.5
4121,Universidad Nacional Arturo Jauretche,Instituto de Ingeniería y Agronomía,"(-34.515069, -58.490469)","(-34.796310600000005, -58.27863860000001)",36.7486795153,19.0
4121,Universidad Nacional de Avellaneda,Departamento de Tecnología y Administración,"(-34.515069, -58.490469)","(-34.6628049, -58.372224800000005)",19.653792977,11.0
4121,Universidad Nacional de General Sarmiento,Instituto de Industria,"(-34.515069, -58.490469)","(-34.5208625, -58.7003265)",19.2798846083,10.0
4121,Universidad Nacional de Hurlingham,Instituto de Biotecnología,"(-34.515069, -58.490469)","(-34.6164566, -58.6342231)",17.3357451715,6.0
4121,Universidad Nacional de Lanús,Departamento de Desarrollo Productivo y Tecnológico,"(-34.515069, -58.490469)","(-34.7342286, -58.3901502)",25.9944969225,14.0
4121,Universidad Nacional de La Plata,Facultad de Ciencias Exactas,"(-34.515069, -58.490469)","(-34.8478691, -58.082593599999996)",52.5368117634,20.0
4121,Universidad Nacional de La Plata,Facultad de Ingeniería,"(-34.515069, -58.490469)","(-34.8995898, -57.9386198)",66.1475049575,22.0
4121,Universidad Nacional de Lomas de Zamora,Facultad de Derecho,"(-34.515069, -58.490469)","(-34.7418695, -58.372106099999996)",27.4011103935,15.5
4121,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería,"(-34.515069, -58.490469)","(-34.7418695, -58.372106099999996)",27.4011103935,15.5
4121,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería -sede Avellaneda,"(-34.515069, -58.490469)","(-34.6652447, -58.3531077)",20.8887310646,12.0
4121,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede CABA,"(-34.515069, -58.490469)","(-34.61257, -58.41826)",12.6845865571,4.0
4121,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede Hurlingham,"(-34.515069, -58.490469)","(-34.6160779, -58.63658050000001)",17.4739856496,7.0
4121,Universidad Nacional de Quilmes,Departamento de Ciencia y Tecnología,"(-34.515069, -58.490469)","(-34.70629, -58.27705)",28.8641918591,17.0
4121,Universidad Nacional de Tres de Febrero,Secretaría Académica,"(-34.515069, -58.490469)","(-34.6049368, -58.564289)",12.0533665967,2.0
4121,Universidad Provincial de Ezeiza,Departamento de Desarrollo Humano y Organizacional,"(-34.515069, -58.490469)","(-34.7892088, -58.525405799999994)",30.5796665377,18.0
4121,Universidad Tecnológica Nacional,Facultad Regional Avellaneda,"(-34.515069, -58.490469)","(-34.694951, -58.327523)",24.9316279211,13.0
4121,Universidad Tecnológica Nacional,Facultad Regional Buenos Aires,"(-34.515069, -58.490469)","(-34.68477, -58.44631)",19.2563553348,8.5
4121,Universidad Tecnológica Nacional,Facultad Regional Delta,"(-34.515069, -58.490469)","(-34.1787535, -58.96185079999999)",57.2085118255,21.0
4121,Universidad Tecnológica Nacional,Facultad Regional Haedo,"(-34.515069, -58.490469)","(-34.64042070000001, -58.601492099999994)",17.2377161823,5.0
4121,Universidad Tecnológica Nacional,Facultad Regional La Plata,"(-34.515069, -58.490469)","(-35.0313299, -58.06411)",69.3058719347,25.0
4212,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Oficiales,"(-34.595974, -58.546112)","(-34.0940568, -59.0199532)",70.7154517751,24.5
4212,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Suboficiales,"(-34.595974, -58.546112)","(-34.0940568, -59.0199532)",70.7154517751,24.5
4212,Universidad de Buenos Aires,Facultad de Ciencias Exactas y Naturales,"(-34.595974, -58.546112)","(-34.54684, -58.43995)",11.1627669361,5.0
4212,Universidad de Buenos Aires,Facultad de Farmacia y Bioquímica,"(-34.595974, -58.546112)","(-34.597903, -58.397458400000005)",13.6381992464,9.0
4212,Universidad de Buenos Aires,Facultad de Ingeniería,"(-34.595974, -58.546112)","(-34.68477, -58.44631)",13.4447932557,7.5
4212,Universidad Nacional Arturo Jauretche,Instituto de Ingeniería y Agronomía,"(-34.595974, -58.546112)","(-34.796310600000005, -58.27863860000001)",33.0834766534,19.0
4212,Universidad Nacional de Avellaneda,Departamento de Tecnología y Administración,"(-34.595974, -58.546112)","(-34.6628049, -58.372224800000005)",17.5843698763,11.0
4212,Universidad Nacional de General Sarmiento,Instituto de Industria,"(-34.595974, -58.546112)","(-34.5208625, -58.7003265)",16.4237467719,10.0
4212,Universidad Nacional de Hurlingham,Instituto de Biotecnología,"(-34.595974, -58.546112)","(-34.6164566, -58.6342231)",8.39518437326,3.0
4212,Universidad Nacional de Lanús,Departamento de Desarrollo Productivo y Tecnológico,"(-34.595974, -58.546112)","(-34.7342286, -58.3901502)",20.9662355163,13.0
4212,Universidad Nacional de La Plata,Facultad de Ciencias Exactas,"(-34.595974, -58.546112)","(-34.8478691, -58.082593599999996)",50.8272415649,20.0
4212,Universidad Nacional de La Plata,Facultad de Ingeniería,"(-34.595974, -58.546112)","(-34.8995898, -57.9386198)",65.0288339867,22.0
4212,Universidad Nacional de Lomas de Zamora,Facultad de Derecho,"(-34.595974, -58.546112)","(-34.7418695, -58.372106099999996)",22.7222407614,15.5
4212,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería,"(-34.595974, -58.546112)","(-34.7418695, -58.372106099999996)",22.7222407614,15.5
4212,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería -sede Avellaneda,"(-34.595974, -58.546112)","(-34.6652447, -58.3531077)",19.2941356534,12.0
4212,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede CABA,"(-34.595974, -58.546112)","(-34.61257, -58.41826)",11.8709176633,6.0
4212,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede Hurlingham,"(-34.595974, -58.546112)","(-34.6160779, -58.63658050000001)",8.59256024692,4.0
4212,Universidad Nacional de Quilmes,Departamento de Ciencia y Tecnología,"(-34.595974, -58.546112)","(-34.70629, -58.27705)",27.5349490437,18.0
4212,Universidad Nacional de Tres de Febrero,Secretaría Académica,"(-34.595974, -58.546112)","(-34.6049368, -58.564289)",1.94131454473,1.0
4212,Universidad Provincial de Ezeiza,Departamento de Desarrollo Humano y Organizacional,"(-34.595974, -58.546112)","(-34.7892088, -58.525405799999994)",21.5202909758,14.0
4212,Universidad Tecnológica Nacional,Facultad Regional Avellaneda,"(-34.595974, -58.546112)","(-34.694951, -58.327523)",22.8510611038,17.0
4212,Universidad Tecnológica Nacional,Facultad Regional Buenos Aires,"(-34.595974, -58.546112)","(-34.68477, -58.44631)",13.4447932557,7.5
4212,Universidad Tecnológica Nacional,Facultad Regional Delta,"(-34.595974, -58.546112)","(-34.1787535, -58.96185079999999)",60.0312329224,21.0
4212,Universidad Tecnológica Nacional,Facultad Regional Haedo,"(-34.595974, -58.546112)","(-34.64042070000001, -58.601492099999994)",7.07859753661,2.0
4212,Universidad Tecnológica Nacional,Facultad Regional La Plata,"(-34.595974, -58.546112)","(-35.0313299, -58.06411)",65.4022257959,23.0
4213,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Oficiales,"(-34.597153999999996, -58.547388)","(-34.0940568, -59.0199532)",70.7461575783,24.5
4213,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Suboficiales,"(-34.597153999999996, -58.547388)","(-34.0940568, -59.0199532)",70.7461575783,24.5
4213,Universidad de Buenos Aires,Facultad de Ciencias Exactas y Naturales,"(-34.597153999999996, -58.547388)","(-34.54684, -58.43995)",11.3289475156,5.0
4213,Universidad de Buenos Aires,Facultad de Farmacia y Bioquímica,"(-34.597153999999996, -58.547388)","(-34.597903, -58.397458400000005)",13.7537260418,9.0
4213,Universidad de Buenos Aires,Facultad de Ingeniería,"(-34.597153999999996, -58.547388)","(-34.68477, -58.44631)",13.4296024819,7.5
4213,Universidad Nacional Arturo Jauretche,Instituto de Ingeniería y Agronomía,"(-34.597153999999996, -58.547388)","(-34.796310600000005, -58.27863860000001)",33.0824819261,19.0
4213,Universidad Nacional de Avellaneda,Departamento de Tecnología y Administración,"(-34.597153999999996, -58.547388)","(-34.6628049, -58.372224800000005)",17.6359757309,11.0
4213,Universidad Nacional de General Sarmiento,Instituto de Industria,"(-34.597153999999996, -58.547388)","(-34.5208625, -58.7003265)",16.3900610279,10.0
4213,Universidad Nacional de Hurlingham,Instituto de Biotecnología,"(-34.597153999999996, -58.547388)","(-34.6164566, -58.6342231)",8.24756974434,3.0
4213,Universidad Nacional de Lanús,Departamento de Desarrollo Productivo y Tecnológico,"(-34.597153999999996, -58.547388)","(-34.7342286, -58.3901502)",20.9508811167,13.0
4213,Universidad Nacional de La Plata,Facultad de Ciencias Exactas,"(-34.597153999999996, -58.547388)","(-34.8478691, -58.082593599999996)",50.8529447511,20.0
4213,Universidad Nacional de La Plata,Facultad de Ingeniería,"(-34.597153999999996, -58.547388)","(-34.8995898, -57.9386198)",65.0608685859,22.0
4213,Universidad Nacional de Lomas de Zamora,Facultad de Derecho,"(-34.597153999999996, -58.547388)","(-34.7418695, -58.372106099999996)",22.7116821219,15.5
4213,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería,"(-34.597153999999996, -58.547388)","(-34.7418695, -58.372106099999996)",22.7116821219,15.5
4213,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería -sede Avellaneda,"(-34.597153999999996, -58.547388)","(-34.6652447, -58.3531077)",19.3499263309,12.0
4213,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede CABA,"(-34.597153999999996, -58.547388)","(-34.61257, -58.41826)",11.9670676167,6.0
4213,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede Hurlingham,"(-34.597153999999996, -58.547388)","(-34.6160779, -58.63658050000001)",8.44604662617,4.0
4213,Universidad Nacional de Quilmes,Departamento de Ciencia y Tecnología,"(-34.597153999999996, -58.547388)","(-34.70629, -58.27705)",27.5819196693,18.0
4213,Universidad Nacional de Tres de Febrero,Secretaría Académica,"(-34.597153999999996, -58.547388)","(-34.6049368, -58.564289)",1.77450802422,1.0
4213,Universidad Provincial de Ezeiza,Departamento de Desarrollo Humano y Organizacional,"(-34.597153999999996, -58.547388)","(-34.7892088, -58.525405799999994)",21.4005886486,14.0
4213,Universidad Tecnológica Nacional,Facultad Regional Avellaneda,"(-34.597153999999996, -58.547388)","(-34.694951, -58.327523)",22.8912705135,17.0
4213,Universidad Tecnológica Nacional,Facultad Regional Buenos Aires,"(-34.597153999999996, -58.547388)","(-34.68477, -58.44631)",13.4296024819,7.5
4213,Universidad Tecnológica Nacional,Facultad Regional Delta,"(-34.597153999999996, -58.547388)","(-34.1787535, -58.96185079999999)",60.0575005327,21.0
4213,Universidad Tecnológica Nacional,Facultad Regional Haedo,"(-34.597153999999996, -58.547388)","(-34.64042070000001, -58.601492099999994)",6.90343979183,2.0
4213,Universidad Tecnológica Nacional,Facultad Regional La Plata,"(-34.597153999999996, -58.547388)","(-35.0313299, -58.06411)",65.3843018284,23.0
4491,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Oficiales,"(-34.586051, -58.548929)","(-34.0940568, -59.0199532)",69.6921745495,24.5
4491,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Suboficiales,"(-34.586051, -58.548929)","(-34.0940568, -59.0199532)",69.6921745495,24.5
4491,Universidad de Buenos Aires,Facultad de Ciencias Exactas y Naturales,"(-34.586051, -58.548929)","(-34.54684, -58.43995)",10.9056960203,5.0
4491,Universidad de Buenos Aires,Facultad de Farmacia y Bioquímica,"(-34.586051, -58.548929)","(-34.597903, -58.397458400000005)",13.9578215808,7.0
4491,Universidad de Buenos Aires,Facultad de Ingeniería,"(-34.586051, -58.548929)","(-34.68477, -58.44631)",14.4383101876,8.5
4491,Universidad Nacional Arturo Jauretche,Instituto de Ingeniería y Agronomía,"(-34.586051, -58.548929)","(-34.796310600000005, -58.27863860000001)",34.0212765699,19.0
4491,Universidad Nacional de Avellaneda,Departamento de Tecnología y Administración,"(-34.586051, -58.548929)","(-34.6628049, -58.372224800000005)",18.3051760712,11.0
4491,Universidad Nacional de General Sarmiento,Instituto de Industria,"(-34.586051, -58.548929)","(-34.5208625, -58.7003265)",15.6645663829,10.0
4491,Universidad Nacional de Hurlingham,Instituto de Biotecnología,"(-34.586051, -58.548929)","(-34.6164566, -58.6342231)",8.52002850919,3.0
4491,Universidad Nacional de Lanús,Departamento de Desarrollo Productivo y Tecnológico,"(-34.586051, -58.548929)","(-34.7342286, -58.3901502)",21.9552909954,13.0
4491,Universidad Nacional de La Plata,Facultad de Ciencias Exactas,"(-34.586051, -58.548929)","(-34.8478691, -58.082593599999996)",51.6559276951,20.0
4491,Universidad Nacional de La Plata,Facultad de Ingeniería,"(-34.586051, -58.548929)","(-34.8995898, -57.9386198)",65.8274261341,22.0
4491,Universidad Nacional de Lomas de Zamora,Facultad de Derecho,"(-34.586051, -58.548929)","(-34.7418695, -58.372106099999996)",23.695517113,16.5
4491,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería,"(-34.586051, -58.548929)","(-34.7418695, -58.372106099999996)",23.695517113,16.5
4491,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería -sede Avellaneda,"(-34.586051, -58.548929)","(-34.6652447, -58.3531077)",19.9910341848,12.0
4491,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede CABA,"(-34.586051, -58.548929)","(-34.61257, -58.41826)",12.3421201278,6.0
4491,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede Hurlingham,"(-34.586051, -58.548929)","(-34.6160779, -58.63658050000001)",8.70287399223,4.0
4491,Universidad Nacional de Quilmes,Departamento de Ciencia y Tecnología,"(-34.586051, -58.548929)","(-34.70629, -58.27705)",28.2702673959,18.0
4491,Universidad Nacional de Tres de Febrero,Secretaría Académica,"(-34.586051, -58.548929)","(-34.6049368, -58.564289)",2.52481903061,1.0
4491,Universidad Provincial de Ezeiza,Departamento de Desarrollo Humano y Organizacional,"(-34.586051, -58.548929)","(-34.7892088, -58.525405799999994)",22.6401279797,14.0
4491,Universidad Tecnológica Nacional,Facultad Regional Avellaneda,"(-34.586051, -58.548929)","(-34.694951, -58.327523)",23.6225091278,15.0
4491,Universidad Tecnológica Nacional,Facultad Regional Buenos Aires,"(-34.586051, -58.548929)","(-34.68477, -58.44631)",14.4383101876,8.5
4491,Universidad Tecnológica Nacional,Facultad Regional Delta,"(-34.586051, -58.548929)","(-34.1787535, -58.96185079999999)",59.0211504937,21.0
4491,Universidad Tecnológica Nacional,Facultad Regional Haedo,"(-34.586051, -58.548929)","(-34.64042070000001, -58.601492099999994)",7.72131529867,2.0
4491,Universidad Tecnológica Nacional,Facultad Regional La Plata,"(-34.586051, -58.548929)","(-35.0313299, -58.06411)",66.3929721283,23.0
4492,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Oficiales,"(-34.572738, -58.541481000000005)","(-34.0940568, -59.0199532)",68.9794243226,24.5
4492,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Suboficiales,"(-34.572738, -58.541481000000005)","(-34.0940568, -59.0199532)",68.9794243226,24.5
4492,Universidad de Buenos Aires,Facultad de Ciencias Exactas y Naturales,"(-34.572738, -58.541481000000005)","(-34.54684, -58.43995)",9.75078372853,3.0
4492,Universidad de Buenos Aires,Facultad de Farmacia y Bioquímica,"(-34.572738, -58.541481000000005)","(-34.597903, -58.397458400000005)",13.5052163175,7.0
4492,Universidad de Buenos Aires,Facultad de Ingeniería,"(-34.572738, -58.541481000000005)","(-34.68477, -58.44631)",15.1861696521,8.5
4492,Universidad Nacional Arturo Jauretche,Instituto de Ingeniería y Agronomía,"(-34.572738, -58.541481000000005)","(-34.796310600000005, -58.27863860000001)",34.572790792,19.0
4492,Universidad Nacional de Avellaneda,Departamento de Tecnología y Administración,"(-34.572738, -58.541481000000005)","(-34.6628049, -58.372224800000005)",18.4602195669,11.0
4492,Universidad Nacional de General Sarmiento,Instituto de Industria,"(-34.572738, -58.541481000000005)","(-34.5208625, -58.7003265)",15.6747781657,10.0
4492,Universidad Nacional de Hurlingham,Instituto de Biotecnología,"(-34.572738, -58.541481000000005)","(-34.6164566, -58.6342231)",9.79303973452,4.0
4492,Universidad Nacional de Lanús,Departamento de Desarrollo Productivo y Tecnológico,"(-34.572738, -58.541481000000005)","(-34.7342286, -58.3901502)",22.6581724159,13.0
4492,Universidad Nacional de La Plata,Facultad de Ciencias Exactas,"(-34.572738, -58.541481000000005)","(-34.8478691, -58.082593599999996)",51.9496588406,20.0
4492,Universidad Nacional de La Plata,Facultad de Ingeniería,"(-34.572738, -58.541481000000005)","(-34.8995898, -57.9386198)",66.0521560626,22.0
4492,Universidad Nacional de Lomas de Zamora,Facultad de Derecho,"(-34.572738, -58.541481000000005)","(-34.7418695, -58.372106099999996)",24.3534506325,16.5
4492,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería,"(-34.572738, -58.541481000000005)","(-34.7418695, -58.372106099999996)",24.3534506325,16.5
4492,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería -sede Avellaneda,"(-34.572738, -58.541481000000005)","(-34.6652447, -58.3531077)",20.0936868172,12.0
4492,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede CABA,"(-34.572738, -58.541481000000005)","(-34.61257, -58.41826)",12.1370091878,6.0
4492,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede Hurlingham,"(-34.572738, -58.541481000000005)","(-34.6160779, -58.63658050000001)",9.96116396348,5.0
4492,Universidad Nacional de Quilmes,Departamento de Ciencia y Tecnología,"(-34.572738, -58.541481000000005)","(-34.70629, -58.27705)",28.41315781,18.0
4492,Universidad Nacional de Tres de Febrero,Secretaría Académica,"(-34.572738, -58.541481000000005)","(-34.6049368, -58.564289)",4.13967974894,1.0
4492,Universidad Provincial de Ezeiza,Departamento de Desarrollo Humano y Organizacional,"(-34.572738, -58.541481000000005)","(-34.7892088, -58.525405799999994)",24.0592757292,15.0
4492,Universidad Tecnológica Nacional,Facultad Regional Avellaneda,"(-34.572738, -58.541481000000005)","(-34.694951, -58.327523)",23.8472269462,14.0
4492,Universidad Tecnológica Nacional,Facultad Regional Buenos Aires,"(-34.572738, -58.541481000000005)","(-34.68477, -58.44631)",15.1861696521,8.5
4492,Universidad Tecnológica Nacional,Facultad Regional Delta,"(-34.572738, -58.541481000000005)","(-34.1787535, -58.96185079999999)",58.3520117372,21.0
4492,Universidad Tecnológica Nacional,Facultad Regional Haedo,"(-34.572738, -58.541481000000005)","(-34.64042070000001, -58.601492099999994)",9.30980613928,2.0
4492,Universidad Tecnológica Nacional,Facultad Regional La Plata,"(-34.572738, -58.541481000000005)","(-35.0313299, -58.06411)",67.0553640719,23.0
4493,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Oficiales,"(-34.572738, -58.541481000000005)","(-34.0940568, -59.0199532)",68.9794243226,24.5
4493,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Suboficiales,"(-34.572738, -58.541481000000005)","(-34.0940568, -59.0199532)",68.9794243226,24.5
4493,Universidad de Buenos Aires,Facultad de Ciencias Exactas y Naturales,"(-34.572738, -58.541481000000005)","(-34.54684, -58.43995)",9.75078372853,3.0
4493,Universidad de Buenos Aires,Facultad de Farmacia y Bioquímica,"(-34.572738, -58.541481000000005)","(-34.597903, -58.397458400000005)",13.5052163175,7.0
4493,Universidad de Buenos Aires,Facultad de Ingeniería,"(-34.572738, -58.541481000000005)","(-34.68477, -58.44631)",15.1861696521,8.5
4493,Universidad Nacional Arturo Jauretche,Instituto de Ingeniería y Agronomía,"(-34.572738, -58.541481000000005)","(-34.796310600000005, -58.27863860000001)",34.572790792,19.0
4493,Universidad Nacional de Avellaneda,Departamento de Tecnología y Administración,"(-34.572738, -58.541481000000005)","(-34.6628049, -58.372224800000005)",18.4602195669,11.0
4493,Universidad Nacional de General Sarmiento,Instituto de Industria,"(-34.572738, -58.541481000000005)","(-34.5208625, -58.7003265)",15.6747781657,10.0
4493,Universidad Nacional de Hurlingham,Instituto de Biotecnología,"(-34.572738, -58.541481000000005)","(-34.6164566, -58.6342231)",9.79303973452,4.0
4493,Universidad Nacional de Lanús,Departamento de Desarrollo Productivo y Tecnológico,"(-34.572738, -58.541481000000005)","(-34.7342286, -58.3901502)",22.6581724159,13.0
4493,Universidad Nacional de La Plata,Facultad de Ciencias Exactas,"(-34.572738, -58.541481000000005)","(-34.8478691, -58.082593599999996)",51.9496588406,20.0
4493,Universidad Nacional de La Plata,Facultad de Ingeniería,"(-34.572738, -58.541481000000005)","(-34.8995898, -57.9386198)",66.0521560626,22.0
4493,Universidad Nacional de Lomas de Zamora,Facultad de Derecho,"(-34.572738, -58.541481000000005)","(-34.7418695, -58.372106099999996)",24.3534506325,16.5
4493,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería,"(-34.572738, -58.541481000000005)","(-34.7418695, -58.372106099999996)",24.3534506325,16.5
4493,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería -sede Avellaneda,"(-34.572738, -58.541481000000005)","(-34.6652447, -58.3531077)",20.0936868172,12.0
4493,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede CABA,"(-34.572738, -58.541481000000005)","(-34.61257, -58.41826)",12.1370091878,6.0
4493,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede Hurlingham,"(-34.572738, -58.541481000000005)","(-34.6160779, -58.63658050000001)",9.96116396348,5.0
4493,Universidad Nacional de Quilmes,Departamento de Ciencia y Tecnología,"(-34.572738, -58.541481000000005)","(-34.70629, -58.27705)",28.41315781,18.0
4493,Universidad Nacional de Tres de Febrero,Secretaría Académica,"(-34.572738, -58.541481000000005)","(-34.6049368, -58.564289)",4.13967974894,1.0
4493,Universidad Provincial de Ezeiza,Departamento de Desarrollo Humano y Organizacional,"(-34.572738, -58.541481000000005)","(-34.7892088, -58.525405799999994)",24.0592757292,15.0
4493,Universidad Tecnológica Nacional,Facultad Regional Avellaneda,"(-34.572738, -58.541481000000005)","(-34.694951, -58.327523)",23.8472269462,14.0
4493,Universidad Tecnológica Nacional,Facultad Regional Buenos Aires,"(-34.572738, -58.541481000000005)","(-34.68477, -58.44631)",15.1861696521,8.5
4493,Universidad Tecnológica Nacional,Facultad Regional Delta,"(-34.572738, -58.541481000000005)","(-34.1787535, -58.96185079999999)",58.3520117372,21.0
4493,Universidad Tecnológica Nacional,Facultad Regional Haedo,"(-34.572738, -58.541481000000005)","(-34.64042070000001, -58.601492099999994)",9.30980613928,2.0
4493,Universidad Tecnológica Nacional,Facultad Regional La Plata,"(-34.572738, -58.541481000000005)","(-35.0313299, -58.06411)",67.0553640719,23.0
4547,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Oficiales,"(-34.519529, -58.473964)","(-34.0940568, -59.0199532)",68.9454156973,24.5
4547,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Suboficiales,"(-34.519529, -58.473964)","(-34.0940568, -59.0199532)",68.9454156973,24.5
4547,Universidad de Buenos Aires,Facultad de Ciencias Exactas y Naturales,"(-34.519529, -58.473964)","(-34.54684, -58.43995)",4.35080960738,1.0
4547,Universidad de Buenos Aires,Facultad de Farmacia y Bioquímica,"(-34.519529, -58.473964)","(-34.597903, -58.397458400000005)",11.1753652045,2.0
4547,Universidad de Buenos Aires,Facultad de Ingeniería,"(-34.519529, -58.473964)","(-34.68477, -58.44631)",18.5054108558,9.5
4547,Universidad Nacional Arturo Jauretche,Instituto de Ingeniería y Agronomía,"(-34.519529, -58.473964)","(-34.796310600000005, -58.27863860000001)",35.5436492296,19.0
4547,Universidad Nacional de Avellaneda,Departamento de Tecnología y Administración,"(-34.519529, -58.473964)","(-34.6628049, -58.372224800000005)",18.4319137295,8.0
4547,Universidad Nacional de General Sarmiento,Instituto de Industria,"(-34.519529, -58.473964)","(-34.5208625, -58.7003265)",20.7846352629,12.0
4547,Universidad Nacional de Hurlingham,Instituto de Biotecnología,"(-34.519529, -58.473964)","(-34.6164566, -58.6342231)",18.2177952655,6.0
4547,Universidad Nacional de Lanús,Departamento de Desarrollo Productivo y Tecnológico,"(-34.519529, -58.473964)","(-34.7342286, -58.3901502)",25.0268086495,14.0
4547,Universidad Nacional de La Plata,Facultad de Ciencias Exactas,"(-34.519529, -58.473964)","(-34.8478691, -58.082593599999996)",51.1173099522,20.0
4547,Universidad Nacional de La Plata,Facultad de Ingeniería,"(-34.519529, -58.473964)","(-34.8995898, -57.9386198)",64.6745734631,22.0
4547,Universidad Nacional de Lomas de Zamora,Facultad de Derecho,"(-34.519529, -58.473964)","(-34.7418695, -58.372106099999996)",26.3742625324,15.5
4547,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería,"(-34.519529, -58.473964)","(-34.7418695, -58.372106099999996)",26.3742625324,15.5
