index,Universidad,Facultad,coords_o,coords_d,distance_km,ranking
4088,Universidad Tecnológica Nacional,Facultad Regional Avellaneda,"(-34.517267, -58.500018999999995)","(-34.694951, -58.327523)",25.2756774719,13.0
4088,Universidad Tecnológica Nacional,Facultad Regional Buenos Aires,"(-34.517267, -58.500018999999995)","(-34.68477, -58.44631)",19.223686668,9.5
4088,Universidad Tecnológica Nacional,Facultad Regional Delta,"(-34.517267, -58.500018999999995)","(-34.1787535, -58.96185079999999)",56.7060371285,21.0
4088,Universidad Tecnológica Nacional,Facultad Regional Haedo,"(-34.517267, -58.500018999999995)","(-34.64042070000001, -58.601492099999994)",16.5326968315,6.0
4088,Universidad Tecnológica Nacional,Facultad Regional La Plata,"(-34.517267, -58.500018999999995)","(-35.0313299, -58.06411)",69.6016724368,25.0
4089,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Oficiales,"(-34.537858, -58.496947)","(-34.0940568, -59.0199532)",68.8538147639,24.5
4089,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Suboficiales,"(-34.537858, -58.496947)","(-34.0940568, -59.0199532)",68.8538147639,24.5
4089,Universidad de Buenos Aires,Facultad de Ciencias Exactas y Naturales,"(-34.537858, -58.496947)","(-34.54684, -58.43995)",5.32598830748,1.0
4089,Universidad de Buenos Aires,Facultad de Farmacia y Bioquímica,"(-34.537858, -58.496947)","(-34.597903, -58.397458400000005)",11.3012481754,4.0
4089,Universidad de Buenos Aires,Facultad de Ingeniería,"(-34.537858, -58.496947)","(-34.68477, -58.44631)",16.9462904124,8.5
4089,Universidad Nacional Arturo Jauretche,Instituto de Ingeniería y Agronomía,"(-34.537858, -58.496947)","(-34.796310600000005, -58.27863860000001)",34.9630707768,19.0
4089,Universidad Nacional de Avellaneda,Departamento de Tecnología y Administración,"(-34.537858, -58.496947)","(-34.6628049, -58.372224800000005)",17.9725178867,10.0
4089,Universidad Nacional de General Sarmiento,Instituto de Industria,"(-34.537858, -58.496947)","(-34.5208625, -58.7003265)",18.7667582743,11.0
4089,Universidad Nacional de Hurlingham,Instituto de Biotecnología,"(-34.537858, -58.496947)","(-34.6164566, -58.6342231)",15.3192088217,6.0
4089,Universidad Nacional de Lanús,Departamento de Desarrollo Productivo y Tecnológico,"(-34.537858, -58.496947)","(-34.7342286, -58.3901502)",23.8838382829,14.0
4089,Universidad Nacional de La Plata,Facultad de Ciencias Exactas,"(-34.537858, -58.496947)","(-34.8478691, -58.082593599999996)",51.2267443344,20.0
4089,Universidad Nacional de La Plata,Facultad de Ingeniería,"(-34.537858, -58.496947)","(-34.8995898, -57.9386198)",65.0065415365,22.0
4089,Universidad Nacional de Lomas de Zamora,Facultad de Derecho,"(-34.537858, -58.496947)","(-34.7418695, -58.372106099999996)",25.3616658293,15.5
4089,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería,"(-34.537858, -58.496947)","(-34.7418695, -58.372106099999996)",25.3616658293,15.5
4089,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería -sede Avellaneda,"(-34.537858, -58.496947)","(-34.6652447, -58.3531077)",19.3334646963,12.0
4089,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede CABA,"(-34.537858, -58.496947)","(-34.61257, -58.41826)",10.9918702142,3.0
4089,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede Hurlingham,"(-34.537858, -58.496947)","(-34.6160779, -58.63658050000001)",15.4739750363,7.0
4089,Universidad Nacional de Quilmes,Departamento de Ciencia y Tecnología,"(-34.537858, -58.496947)","(-34.70629, -58.27705)",27.4914852286,17.0
4089,Universidad Nacional de Tres de Febrero,Secretaría Académica,"(-34.537858, -58.496947)","(-34.6049368, -58.564289)",9.67249146055,2.0
4089,Universidad Provincial de Ezeiza,Departamento de Desarrollo Humano y Organizacional,"(-34.537858, -58.496947)","(-34.7892088, -58.525405799999994)",28.0052074375,18.0
4089,Universidad Tecnológica Nacional,Facultad Regional Avellaneda,"(-34.537858, -58.496947)","(-34.694951, -58.327523)",23.3480789488,13.0
4089,Universidad Tecnológica Nacional,Facultad Regional Buenos Aires,"(-34.537858, -58.496947)","(-34.68477, -58.44631)",16.9462904124,8.5
4089,Universidad Tecnológica Nacional,Facultad Regional Delta,"(-34.537858, -58.496947)","(-34.1787535, -58.96185079999999)",58.4464721775,21.0
4089,Universidad Tecnológica Nacional,Facultad Regional Haedo,"(-34.537858, -58.496947)","(-34.64042070000001, -58.601492099999994)",14.8808773583,5.0
4089,Universidad Tecnológica Nacional,Facultad Regional La Plata,"(-34.537858, -58.496947)","(-35.0313299, -58.06411)",67.5746427368,23.0
4090,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Oficiales,"(-34.542811, -58.514283999999996)","(-34.0940568, -59.0199532)",68.1471867341,24.5
4090,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Suboficiales,"(-34.542811, -58.514283999999996)","(-34.0940568, -59.0199532)",68.1471867341,24.5
4090,Universidad de Buenos Aires,Facultad de Ciencias Exactas y Naturales,"(-34.542811, -58.514283999999996)","(-34.54684, -58.43995)",6.83779962512,1.0
4090,Universidad de Buenos Aires,Facultad de Farmacia y Bioquímica,"(-34.542811, -58.514283999999996)","(-34.597903, -58.397458400000005)",12.3399350267,4.0
4090,Universidad de Buenos Aires,Facultad de Ingeniería,"(-34.542811, -58.514283999999996)","(-34.68477, -58.44631)",16.9371049717,8.5
4090,Universidad Nacional Arturo Jauretche,Instituto de Ingeniería y Agronomía,"(-34.542811, -58.514283999999996)","(-34.796310600000005, -58.27863860000001)",35.4584278341,19.0
4090,Universidad Nacional de Avellaneda,Departamento de Tecnología y Administración,"(-34.542811, -58.514283999999996)","(-34.6628049, -58.372224800000005)",18.6276583713,11.0
4090,Universidad Nacional de General Sarmiento,Instituto de Industria,"(-34.542811, -58.514283999999996)","(-34.5208625, -58.7003265)",17.2523123751,10.0
4090,Universidad Nacional de Hurlingham,Instituto de Biotecnología,"(-34.542811, -58.514283999999996)","(-34.6164566, -58.6342231)",13.7057698989,6.0
4090,Universidad Nacional de Lanús,Departamento de Desarrollo Productivo y Tecnológico,"(-34.542811, -58.514283999999996)","(-34.7342286, -58.3901502)",24.0925841382,14.0
4090,Universidad Nacional de La Plata,Facultad de Ciencias Exactas,"(-34.542811, -58.514283999999996)","(-34.8478691, -58.082593599999996)",52.0551802417,20.0
4090,Universidad Nacional de La Plata,Facultad de Ingeniería,"(-34.542811, -58.514283999999996)","(-34.8995898, -57.9386198)",65.9306003218,22.0
4090,Universidad Nacional de Lomas de Zamora,Facultad de Derecho,"(-34.542811, -58.514283999999996)","(-34.7418695, -58.372106099999996)",25.6427677116,15.5
4090,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería,"(-34.542811, -58.514283999999996)","(-34.7418695, -58.372106099999996)",25.6427677116,15.5
4090,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería -sede Avellaneda,"(-34.542811, -58.514283999999996)","(-34.6652447, -58.3531077)",20.0757834039,12.0
4090,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede CABA,"(-34.542811, -58.514283999999996)","(-34.61257, -58.41826)",11.7265927991,3.0
4090,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede Hurlingham,"(-34.542811, -58.514283999999996)","(-34.6160779, -58.63658050000001)",13.8553745787,7.0
4090,Universidad Nacional de Quilmes,Departamento de Ciencia y Tecnología,"(-34.542811, -58.514283999999996)","(-34.70629, -58.27705)",28.3226799022,18.0
4090,Universidad Nacional de Tres de Febrero,Secretaría Académica,"(-34.542811, -58.514283999999996)","(-34.6049368, -58.564289)",8.27950420957,2.0
4090,Universidad Provincial de Ezeiza,Departamento de Desarrollo Humano y Organizacional,"(-34.542811, -58.514283999999996)","(-34.7892088, -58.525405799999994)",27.3530121056,17.0
4090,Universidad Tecnológica Nacional,Facultad Regional Avellaneda,"(-34.542811, -58.514283999999996)","(-34.694951, -58.327523)",24.0459357154,13.0
4090,Universidad Tecnológica Nacional,Facultad Regional Buenos Aires,"(-34.542811, -58.514283999999996)","(-34.68477, -58.44631)",16.9371049717,8.5
4090,Universidad Tecnológica Nacional,Facultad Regional Delta,"(-34.542811, -58.514283999999996)","(-34.1787535, -58.96185079999999)",57.672228571,21.0
4090,Universidad Tecnológica Nacional,Facultad Regional Haedo,"(-34.542811, -58.514283999999996)","(-34.64042070000001, -58.601492099999994)",13.4631142953,5.0
4090,Universidad Tecnológica Nacional,Facultad Regional La Plata,"(-34.542811, -58.514283999999996)","(-35.0313299, -58.06411)",68.0780189203,23.0
4091,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Oficiales,"(-34.532782, -58.49726)","(-34.0940568, -59.0199532)",68.4331066366,24.5
4091,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Suboficiales,"(-34.532782, -58.49726)","(-34.0940568, -59.0199532)",68.4331066366,24.5
4091,Universidad de Buenos Aires,Facultad de Ciencias Exactas y Naturales,"(-34.532782, -58.49726)","(-34.54684, -58.43995)",5.48712053021,1.0
4091,Universidad de Buenos Aires,Facultad de Farmacia y Bioquímica,"(-34.532782, -58.49726)","(-34.597903, -58.397458400000005)",11.6647804224,4.0
4091,Universidad de Buenos Aires,Facultad de Ingeniería,"(-34.532782, -58.49726)","(-34.68477, -58.44631)",17.496186736,8.5
4091,Universidad Nacional Arturo Jauretche,Instituto de Ingeniería y Agronomía,"(-34.532782, -58.49726)","(-34.796310600000005, -58.27863860000001)",35.4428530597,19.0
4091,Universidad Nacional de Avellaneda,Departamento de Tecnología y Administración,"(-34.532782, -58.49726)","(-34.6628049, -58.372224800000005)",18.4283478417,10.0
4091,Universidad Nacional de General Sarmiento,Instituto de Industria,"(-34.532782, -58.49726)","(-34.5208625, -58.7003265)",18.6904752176,11.0
4091,Universidad Nacional de Hurlingham,Instituto de Biotecnología,"(-34.532782, -58.49726)","(-34.6164566, -58.6342231)",15.6237490333,6.0
4091,Universidad Nacional de Lanús,Departamento de Desarrollo Productivo y Tecnológico,"(-34.532782, -58.49726)","(-34.7342286, -58.3901502)",24.4101718793,14.0
4091,Universidad Nacional de La Plata,Facultad de Ciencias Exactas,"(-34.532782, -58.49726)","(-34.8478691, -58.082593599999996)",51.6284165905,20.0
4091,Universidad Nacional de La Plata,Facultad de Ingeniería,"(-34.532782, -58.49726)","(-34.8995898, -57.9386198)",65.3792988872,22.0
4091,Universidad Nacional de Lomas de Zamora,Facultad de Derecho,"(-34.532782, -58.49726)","(-34.7418695, -58.372106099999996)",25.8782632054,15.5
4091,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería,"(-34.532782, -58.49726)","(-34.7418695, -58.372106099999996)",25.8782632054,15.5
4091,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería -sede Avellaneda,"(-34.532782, -58.49726)","(-34.6652447, -58.3531077)",19.7682467077,12.0
4091,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede CABA,"(-34.532782, -58.49726)","(-34.61257, -58.41826)",11.4407534138,3.0
4091,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede Hurlingham,"(-34.532782, -58.49726)","(-34.6160779, -58.63658050000001)",15.7736448642,7.0
4091,Universidad Nacional de Quilmes,Departamento de Ciencia y Tecnología,"(-34.532782, -58.49726)","(-34.70629, -58.27705)",27.8984693815,17.0
4091,Universidad Nacional de Tres de Febrero,Secretaría Académica,"(-34.532782, -58.49726)","(-34.6049368, -58.564289)",10.0946774565,2.0
4091,Universidad Provincial de Ezeiza,Departamento de Desarrollo Humano y Organizacional,"(-34.532782, -58.49726)","(-34.7892088, -58.525405799999994)",28.5633004346,18.0
4091,Universidad Tecnológica Nacional,Facultad Regional Avellaneda,"(-34.532782, -58.49726)","(-34.694951, -58.327523)",23.7904045208,13.0
4091,Universidad Tecnológica Nacional,Facultad Regional Buenos Aires,"(-34.532782, -58.49726)","(-34.68477, -58.44631)",17.496186736,8.5
4091,Universidad Tecnológica Nacional,Facultad Regional Delta,"(-34.532782, -58.49726)","(-34.1787535, -58.96185079999999)",58.0438972696,21.0
4091,Universidad Tecnológica Nacional,Facultad Regional Haedo,"(-34.532782, -58.49726)","(-34.64042070000001, -58.601492099999994)",15.2979209369,5.0
4091,Universidad Tecnológica Nacional,Facultad Regional La Plata,"(-34.532782, -58.49726)","(-35.0313299, -58.06411)",68.0490094593,23.0
4092,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Oficiales,"(-34.533683, -58.47413100000001)","(-34.0940568, -59.0199532)",70.0155365632,24.5
4092,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Suboficiales,"(-34.533683, -58.47413100000001)","(-34.0940568, -59.0199532)",70.0155365632,24.5
4092,Universidad de Buenos Aires,Facultad de Ciencias Exactas y Naturales,"(-34.533683, -58.47413100000001)","(-34.54684, -58.43995)",3.46052448025,1.0
4092,Universidad de Buenos Aires,Facultad de Farmacia y Bioquímica,"(-34.533683, -58.47413100000001)","(-34.597903, -58.397458400000005)",10.0129435785,2.0
4092,Universidad de Buenos Aires,Facultad de Ingeniería,"(-34.533683, -58.47413100000001)","(-34.68477, -58.44631)",16.9537342606,6.5
4092,Universidad Nacional Arturo Jauretche,Instituto de Ingeniería y Agronomía,"(-34.533683, -58.47413100000001)","(-34.796310600000005, -58.27863860000001)",34.2036529972,19.0
4092,Universidad Nacional de Avellaneda,Departamento de Tecnología y Administración,"(-34.533683, -58.47413100000001)","(-34.6628049, -58.372224800000005)",17.1044069362,8.0
4092,Universidad Nacional de General Sarmiento,Instituto de Industria,"(-34.533683, -58.47413100000001)","(-34.5208625, -58.7003265)",20.8156605581,12.0
4092,Universidad Nacional de Hurlingham,Instituto de Biotecnología,"(-34.533683, -58.47413100000001)","(-34.6164566, -58.6342231)",17.323419565,9.0
4092,Universidad Nacional de Lanús,Departamento de Desarrollo Productivo y Tecnológico,"(-34.533683, -58.47413100000001)","(-34.7342286, -58.3901502)",23.542282868,14.0
4092,Universidad Nacional de La Plata,Facultad de Ciencias Exactas,"(-34.533683, -58.47413100000001)","(-34.8478691, -58.082593599999996)",50.0194193119,20.0
4092,Universidad Nacional de La Plata,Facultad de Ingeniería,"(-34.533683, -58.47413100000001)","(-34.8995898, -57.9386198)",63.6706997741,22.0
4092,Universidad Nacional de Lomas de Zamora,Facultad de Derecho,"(-34.533683, -58.47413100000001)","(-34.7418695, -58.372106099999996)",24.9175377117,15.5
4092,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería,"(-34.533683, -58.47413100000001)","(-34.7418695, -58.372106099999996)",24.9175377117,15.5
4092,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería -sede Avellaneda,"(-34.533683, -58.47413100000001)","(-34.6652447, -58.3531077)",18.337009442,11.0
4092,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede CABA,"(-34.533683, -58.47413100000001)","(-34.61257, -58.41826)",10.1422785273,3.0
4092,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede Hurlingham,"(-34.533683, -58.47413100000001)","(-34.6160779, -58.63658050000001)",17.4852491438,10.0
4092,Universidad Nacional de Quilmes,Departamento de Ciencia y Tecnología,"(-34.533683, -58.47413100000001)","(-34.70629, -58.27705)",26.3307735761,17.0
4092,Universidad Nacional de Tres de Febrero,Secretaría Académica,"(-34.533683, -58.47413100000001)","(-34.6049368, -58.564289)",11.442282252,4.0
4092,Universidad Provincial de Ezeiza,Departamento de Desarrollo Humano y Organizacional,"(-34.533683, -58.47413100000001)","(-34.7892088, -58.525405799999994)",28.7335931917,18.0
4092,Universidad Tecnológica Nacional,Facultad Regional Avellaneda,"(-34.533683, -58.47413100000001)","(-34.694951, -58.327523)",22.3796692477,13.0
4092,Universidad Tecnológica Nacional,Facultad Regional Buenos Aires,"(-34.533683, -58.47413100000001)","(-34.68477, -58.44631)",16.9537342606,6.5
4092,Universidad Tecnológica Nacional,Facultad Regional Delta,"(-34.533683, -58.47413100000001)","(-34.1787535, -58.96185079999999)",59.6938023342,21.0
4092,Universidad Tecnológica Nacional,Facultad Regional Haedo,"(-34.533683, -58.47413100000001)","(-34.64042070000001, -58.601492099999994)",16.635336765,5.0
4092,Universidad Tecnológica Nacional,Facultad Regional La Plata,"(-34.533683, -58.47413100000001)","(-35.0313299, -58.06411)",66.7550068354,23.0
4093,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Oficiales,"(-34.533683, -58.47413100000001)","(-34.0940568, -59.0199532)",70.0155365632,24.5
4093,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Suboficiales,"(-34.533683, -58.47413100000001)","(-34.0940568, -59.0199532)",70.0155365632,24.5
4093,Universidad de Buenos Aires,Facultad de Ciencias Exactas y Naturales,"(-34.533683, -58.47413100000001)","(-34.54684, -58.43995)",3.46052448025,1.0
4093,Universidad de Buenos Aires,Facultad de Farmacia y Bioquímica,"(-34.533683, -58.47413100000001)","(-34.597903, -58.397458400000005)",10.0129435785,2.0
4093,Universidad de Buenos Aires,Facultad de Ingeniería,"(-34.533683, -58.47413100000001)","(-34.68477, -58.44631)",16.9537342606,6.5
4093,Universidad Nacional Arturo Jauretche,Instituto de Ingeniería y Agronomía,"(-34.533683, -58.47413100000001)","(-34.796310600000005, -58.27863860000001)",34.2036529972,19.0
4093,Universidad Nacional de Avellaneda,Departamento de Tecnología y Administración,"(-34.533683, -58.47413100000001)","(-34.6628049, -58.372224800000005)",17.1044069362,8.0
4093,Universidad Nacional de General Sarmiento,Instituto de Industria,"(-34.533683, -58.47413100000001)","(-34.5208625, -58.7003265)",20.8156605581,12.0
4093,Universidad Nacional de Hurlingham,Instituto de Biotecnología,"(-34.533683, -58.47413100000001)","(-34.6164566, -58.6342231)",17.323419565,9.0
4093,Universidad Nacional de Lanús,Departamento de Desarrollo Productivo y Tecnológico,"(-34.533683, -58.47413100000001)","(-34.7342286, -58.3901502)",23.542282868,14.0
4093,Universidad Nacional de La Plata,Facultad de Ciencias Exactas,"(-34.533683, -58.47413100000001)","(-34.8478691, -58.082593599999996)",50.0194193119,20.0
4093,Universidad Nacional de La Plata,Facultad de Ingeniería,"(-34.533683, -58.47413100000001)","(-34.8995898, -57.9386198)",63.6706997741,22.0
4093,Universidad Nacional de Lomas de Zamora,Facultad de Derecho,"(-34.533683, -58.47413100000001)","(-34.7418695, -58.372106099999996)",24.9175377117,15.5
4093,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería,"(-34.533683, -58.47413100000001)","(-34.7418695, -58.372106099999996)",24.9175377117,15.5
4093,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería -sede Avellaneda,"(-34.533683, -58.47413100000001)","(-34.6652447, -58.3531077)",18.337009442,11.0
4093,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede CABA,"(-34.533683, -58.47413100000001)","(-34.61257, -58.41826)",10.1422785273,3.0
4093,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede Hurlingham,"(-34.533683, -58.47413100000001)","(-34.6160779, -58.63658050000001)",17.4852491438,10.0
4093,Universidad Nacional de Quilmes,Departamento de Ciencia y Tecnología,"(-34.533683, -58.47413100000001)","(-34.70629, -58.27705)",26.3307735761,17.0
4093,Universidad Nacional de Tres de Febrero,Secretaría Académica,"(-34.533683, -58.47413100000001)","(-34.6049368, -58.564289)",11.442282252,4.0
4093,Universidad Provincial de Ezeiza,Departamento de Desarrollo Humano y Organizacional,"(-34.533683, -58.47413100000001)","(-34.7892088, -58.525405799999994)",28.7335931917,18.0
4093,Universidad Tecnológica Nacional,Facultad Regional Avellaneda,"(-34.533683, -58.47413100000001)","(-34.694951, -58.327523)",22.3796692477,13.0
4093,Universidad Tecnológica Nacional,Facultad Regional Buenos Aires,"(-34.533683, -58.47413100000001)","(-34.68477, -58.44631)",16.9537342606,6.5
4093,Universidad Tecnológica Nacional,Facultad Regional Delta,"(-34.533683, -58.47413100000001)","(-34.1787535, -58.96185079999999)",59.6938023342,21.0
4093,Universidad Tecnológica Nacional,Facultad Regional Haedo,"(-34.533683, -58.47413100000001)","(-34.64042070000001, -58.601492099999994)",16.635336765,5.0
4093,Universidad Tecnológica Nacional,Facultad Regional La Plata,"(-34.533683, -58.47413100000001)","(-35.0313299, -58.06411)",66.7550068354,23.0
4094,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Oficiales,"(-34.524315, -58.517058)","(-34.0940568, -59.0199532)",66.4886927484,22.5
4094,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Suboficiales,"(-34.524315, -58.517058)","(-34.0940568, -59.0199532)",66.4886927484,22.5
4094,Universidad de Buenos Aires,Facultad de Ciencias Exactas y Naturales,"(-34.524315, -58.517058)","(-34.54684, -58.43995)",7.50667211612,1.0
4094,Universidad de Buenos Aires,Facultad de Farmacia y Bioquímica,"(-34.524315, -58.517058)","(-34.597903, -58.397458400000005)",13.6788947617,4.0
4094,Universidad de Buenos Aires,Facultad de Ingeniería,"(-34.524315, -58.517058)","(-34.68477, -58.44631)",18.9458483784,9.5
4094,Universidad Nacional Arturo Jauretche,Instituto de Ingeniería y Agronomía,"(-34.524315, -58.517058)","(-34.796310600000005, -58.27863860000001)",37.2567253342,19.0
4094,Universidad Nacional de Avellaneda,Departamento de Tecnología y Administración,"(-34.524315, -58.517058)","(-34.6628049, -58.372224800000005)",20.3115486782,11.0
4094,Universidad Nacional de General Sarmiento,Instituto de Industria,"(-34.524315, -58.517058)","(-34.5208625, -58.7003265)",16.831190217,8.0
4094,Universidad Nacional de Hurlingham,Instituto de Biotecnología,"(-34.524315, -58.517058)","(-34.6164566, -58.6342231)",14.8348152693,5.0
4094,Universidad Nacional de Lanús,Departamento de Desarrollo Productivo y Tecnológico,"(-34.524315, -58.517058)","(-34.7342286, -58.3901502)",26.0323937355,14.0
4094,Universidad Nacional de La Plata,Facultad de Ciencias Exactas,"(-34.524315, -58.517058)","(-34.8478691, -58.082593599999996)",53.6036056863,20.0
4094,Universidad Nacional de La Plata,Facultad de Ingeniería,"(-34.524315, -58.517058)","(-34.8995898, -57.9386198)",67.386606293,24.0
4094,Universidad Nacional de Lomas de Zamora,Facultad de Derecho,"(-34.524315, -58.517058)","(-34.7418695, -58.372106099999996)",27.5520045906,15.5
4094,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería,"(-34.524315, -58.517058)","(-34.7418695, -58.372106099999996)",27.5520045906,15.5
4094,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería -sede Avellaneda,"(-34.524315, -58.517058)","(-34.6652447, -58.3531077)",21.6937839842,12.0
4094,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede CABA,"(-34.524315, -58.517058)","(-34.61257, -58.41826)",13.3434217382,3.0
4094,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede Hurlingham,"(-34.524315, -58.517058)","(-34.6160779, -58.63658050000001)",14.9637406811,6.0
4094,Universidad Nacional de Quilmes,Departamento de Ciencia y Tecnología,"(-34.524315, -58.517058)","(-34.70629, -58.27705)",29.8671142049,18.0
4094,Universidad Nacional de Tres de Febrero,Secretaría Académica,"(-34.524315, -58.517058)","(-34.6049368, -58.564289)",9.93852582177,2.0
4094,Universidad Provincial de Ezeiza,Departamento de Desarrollo Humano y Organizacional,"(-34.524315, -58.517058)","(-34.7892088, -58.525405799999994)",29.3957711329,17.0
4094,Universidad Tecnológica Nacional,Facultad Regional Avellaneda,"(-34.524315, -58.517058)","(-34.694951, -58.327523)",25.7006113062,13.0
4094,Universidad Tecnológica Nacional,Facultad Regional Buenos Aires,"(-34.524315, -58.517058)","(-34.68477, -58.44631)",18.9458483784,9.5
4094,Universidad Tecnológica Nacional,Facultad Regional Delta,"(-34.524315, -58.517058)","(-34.1787535, -58.96185079999999)",56.0713389834,21.0
4094,Universidad Tecnológica Nacional,Facultad Regional Haedo,"(-34.524315, -58.517058)","(-34.64042070000001, -58.601492099999994)",15.0301621888,7.0
4094,Universidad Tecnológica Nacional,Facultad Regional La Plata,"(-34.524315, -58.517058)","(-35.0313299, -58.06411)",69.8755083859,25.0
4095,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Oficiales,"(-34.509362, -58.480199)","(-34.0940568, -59.0199532)",67.7585353171,23.5
4095,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Suboficiales,"(-34.509362, -58.480199)","(-34.0940568, -59.0199532)",67.7585353171,23.5
4095,Universidad de Buenos Aires,Facultad de Ciencias Exactas y Naturales,"(-34.509362, -58.480199)","(-34.54684, -58.43995)",5.56233503924,1.0
4095,Universidad de Buenos Aires,Facultad de Farmacia y Bioquímica,"(-34.509362, -58.480199)","(-34.597903, -58.397458400000005)",12.4154020595,2.0
4095,Universidad de Buenos Aires,Facultad de Ingeniería,"(-34.509362, -58.480199)","(-34.68477, -58.44631)",19.7053397527,9.5
4095,Universidad Nacional Arturo Jauretche,Instituto de Ingeniería y Agronomía,"(-34.509362, -58.480199)","(-34.796310600000005, -58.27863860000001)",36.8064889958,19.0
4095,Universidad Nacional de Avellaneda,Departamento de Tecnología y Administración,"(-34.509362, -58.480199)","(-34.6628049, -58.372224800000005)",19.6945695336,8.0
4095,Universidad Nacional de General Sarmiento,Instituto de Industria,"(-34.509362, -58.480199)","(-34.5208625, -58.7003265)",20.2530738974,11.0
4095,Universidad Nacional de Hurlingham,Instituto de Biotecnología,"(-34.509362, -58.480199)","(-34.6164566, -58.6342231)",18.4644884522,6.0
4095,Universidad Nacional de Lanús,Departamento de Desarrollo Productivo y Tecnológico,"(-34.509362, -58.480199)","(-34.7342286, -58.3901502)",26.2766384736,14.0
4095,Universidad Nacional de La Plata,Facultad de Ciencias Exactas,"(-34.509362, -58.480199)","(-34.8478691, -58.082593599999996)",52.3247961068,20.0
4095,Universidad Nacional de La Plata,Facultad de Ingeniería,"(-34.509362, -58.480199)","(-34.8995898, -57.9386198)",65.8469998557,22.0
4095,Universidad Nacional de Lomas de Zamora,Facultad de Derecho,"(-34.509362, -58.480199)","(-34.7418695, -58.372106099999996)",27.632030011,15.5
4095,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería,"(-34.509362, -58.480199)","(-34.7418695, -58.372106099999996)",27.632030011,15.5
4095,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería -sede Avellaneda,"(-34.509362, -58.480199)","(-34.6652447, -58.3531077)",20.8562845591,12.0
4095,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede CABA,"(-34.509362, -58.480199)","(-34.61257, -58.41826)",12.7825714375,3.0
4095,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede Hurlingham,"(-34.509362, -58.480199)","(-34.6160779, -58.63658050000001)",18.6038856877,7.0
4095,Universidad Nacional de Quilmes,Departamento de Ciencia y Tecnología,"(-34.509362, -58.480199)","(-34.70629, -58.27705)",28.7129989217,17.0
4095,Universidad Nacional de Tres de Febrero,Secretaría Académica,"(-34.509362, -58.480199)","(-34.6049368, -58.564289)",13.1137476854,4.0
4095,Universidad Provincial de Ezeiza,Departamento de Desarrollo Humano y Organizacional,"(-34.509362, -58.480199)","(-34.7892088, -58.525405799999994)",31.3199812093,18.0
4095,Universidad Tecnológica Nacional,Facultad Regional Avellaneda,"(-34.509362, -58.480199)","(-34.694951, -58.327523)",24.8997020209,13.0
4095,Universidad Tecnológica Nacional,Facultad Regional Buenos Aires,"(-34.509362, -58.480199)","(-34.68477, -58.44631)",19.7053397527,9.5
4095,Universidad Tecnológica Nacional,Facultad Regional Delta,"(-34.509362, -58.480199)","(-34.1787535, -58.96185079999999)",57.523615596,21.0
