Domicilio,Facultad,Municipio,Pais,Provincia,Universidad,index,lat,lng,coords,zona_id
Avda. del trabajo 1536 - Puerto Madryn - Chubut ,Facultad Regional Chubut,Biedma,ARG,Chubut,Universidad Tecnológica Nacional,4171,-42.75906,-65.05776,"(-42.75906, -65.05776)",U00389
Ing. Pereyra 676 - Concepcion Del Uruguay - Entre Ríos ,Facultad Regional Concepción del Uruguay,Uruguay,ARG,Entre Rios,Universidad Tecnológica Nacional,4172,-32.4961564,-58.2295699,"(-32.496156400000004, -58.2295699)",U00390
Calle 60 esq. 124 S/N - La Plata - Buenos Aires ,Facultad Regional La Plata,La Plata,ARG,Buenos Aires,Universidad Tecnológica Nacional,4190,-34.9047511,-57.9281661,"(-34.9047511, -57.9281661)",U00391
San Nicolás de Bari (E) 1100 - La Rioja - La Rioja ,Facultad Regional La Rioja,La Rioja,ARG,La Rioja,Universidad Tecnológica Nacional,4191,-29.4104816,-66.8319528,"(-29.4104816, -66.8319528)",U00046
Islas Malvinas 1650 - Rio Grande - Tierra Del Fuego ,Facultad Regional Rio Grande,Río Grande,ARG,Tierra Del Fuego,Universidad Tecnológica Nacional,2106,-53.7871909,-67.7245409,"(-53.7871909, -67.72454090000001)",U00281
Laprida 651 - Venado Tuerto - Santa Fé ,Facultad Regional Venado Tuerto,General López,ARG,Santa Fe,Universidad Tecnológica Nacional,2555,-33.7410699,-61.9490948,"(-33.7410699, -61.9490948)",U00321
Av.Eduardo Madero 399 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Departamento de Informática,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Tecnológico de Buenos Aires,4224,-34.60315,-58.36813,"(-34.60315, -58.36813000000001)",U00309
Av.Fuerza Aérea 6500 - Córdoba - Córdoba ,Facultad de Ingeniería,Córdoba,ARG,Cordoba,Instituto Universitario Aeronáutico,1934,-31.4342343,-64.2713074,"(-31.4342343, -64.2713074)",U00269
Las Heras 2191 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Medicina,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Universitario de Ciencias de la Salud de la Fundación Barceló,4230,-34.588505,-58.397719,"(-34.588505, -58.397718999999995)",U00392
Chacabuco 90 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Tecnología Informática,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Abierta Interamericana,2,-34.60908,-58.37636,"(-34.60908, -58.37636)",U00008
Av. Pellegrini 1816 - Rosario - Santa Fé ,Facultad de Tecnología Informática - Rosario,Rosario,ARG,Santa Fe,Universidad Abierta Interamericana,450,-33.0316896,-60.6372831,"(-33.0316896, -60.6372831)",U00054
Bartolomé Mitre 1411 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Escuela de Sistemas,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Argentina John F. Kennedy,30,-34.60765,-58.3865,"(-34.60765, -58.3865)",U00000
Av. de Mayo 866 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Departamento de Sistemas,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad CAECE,1279,-34.60889,-58.37873,"(-34.60889, -58.378730000000004)",U00008
9 de Julio 22 - Chilecito - La Rioja ,Escuela de Tecnología de la Información y las Comunicaciones,Chilecito,ARG,La Rioja,Universidad Nacional de Chilecito,206,-29.17235,-67.49761,"(-29.17235, -67.49761)",U00082
Juan María Gutierrez 1150 1150 - Los Polvorines - Buenos Aires ,Instituto de Ciencias,Malvinas Argentinas,ARG,Buenos Aires,Universidad Nacional de General Sarmiento,4364,-34.5208625,-58.7003265,"(-34.5208625, -58.7003265)",U00088
Boulevard Almirante Brown 3700 - Puerto Madryn - Chubut ,Facultad de Ingeniería - Sede Puerto Madryn,Biedma,ARG,Chubut,Universidad Nacional de la Patagonia San Juan Bosco,1348,-42.78313,-65.01475,"(-42.78313, -65.01475)",U00193
Belgrano 504 - Trelew - Chubut ,Facultad de Ingeniería - Sede Trelew,Rawson,ARG,Chubut,Universidad Nacional de la Patagonia San Juan Bosco,1349,-43.2541888,-65.30636,"(-43.254188799999994, -65.30636)",U00194
calle 50 esq 120 - - La Plata - Buenos Aires ,Facultad de Informática,La Plata,ARG,Buenos Aires,Universidad Nacional de La Plata,4392,-34.9059812,-57.9400074,"(-34.90598120000001, -57.9400074)",U00033
Calle 47 y 1 / Calle 50 y 120 - - La Plata - Buenos Aires ,Facultad de Informática e Ingeniería,La Plata,ARG,Buenos Aires,Universidad Nacional de La Plata,4395,-34.8994748,-57.9384664,"(-34.89947479999999, -57.938466399999996)",U00009
Buenos Aires 1400 - Neuquen - Neuquén ,Facultad de Informática,Confluencia,ARG,Neuquen,Universidad Nacional del Comahue,328,-38.9415102,-68.0575008,"(-38.9415102, -68.05750079999999)",U00101
Av. Las Heras 727 - Resistencia - Chaco ,Facultad de Ingeniería,San Fernando,ARG,Chaco,Universidad Nacional del Nordeste,342,-27.4632179,-58.9857119,"(-27.4632179, -58.9857119)",U00102
Av. 3 de febrero 401 - Rojas - Buenos Aires ,Centro Universitario Rojas,Rojas,ARG,Buenos Aires,Universidad Nacional del Noroeste de la Provincia de Buenos Aires,4420,-34.2010132,-60.7275516,"(-34.201013200000006, -60.727551600000005)",U00393
Córdoba 1055 - Merlo - Buenos Aires ,Escuela de informática,Merlo,ARG,Buenos Aires,Universidad Nacional del Oeste,4426,-34.6644588,-58.7338929,"(-34.6644588, -58.7338929)",U00394
Avenida Alem 1253 - Bahia Blanca - Buenos Aires ,Departamento de Ciencias e Ingeniería de la Computación,Bahía Blanca,ARG,Buenos Aires,Universidad Nacional del Sur,1089,-38.7017258,-62.2708281,"(-38.7017258, -62.270828099999996)",U00029
Las Heras 383 - Villa Mercedes - San Luis ,Escuela de Ingenieria,General Pedernera,ARG,San Luis,Universidad Nacional de Villa Mercedes,1418,-33.6851595,-65.4694484,"(-33.6851595, -65.46944839999999)",U00213
Alfonsina Storni 41 - Ezeiza - Buenos Aires ,Departamento de Desarrollo Tecnológico,Ezeiza,ARG,Buenos Aires,Universidad Provincial de Ezeiza,432,-34.7892088,-58.5254058,"(-34.7892088, -58.525405799999994)",U00115
Av. Pedro Rotter s/n - Plaza Huincul - Neuquén ,Facultad Regional del Neuquén,Confluencia,ARG,Neuquen,Universidad Tecnológica Nacional,4511,-38.92279,-69.1854199,"(-38.92279, -69.1854199)",U00395
Av. Eduardo Madero 399 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,BIOINGENIERIA,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Tecnológico de Buenos Aires,2258,-34.60315,-58.36813,"(-34.60315, -58.36813000000001)",U00309
Av.Eduardo Madero 399 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Departamento de Electrónica,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Tecnológico de Buenos Aires,4224,-34.60315,-58.36813,"(-34.60315, -58.36813000000001)",U00309
Av. Eduardo Madero 399 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Departamento de Ingeniería Eléctrica,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Tecnológico de Buenos Aires,2258,-34.60315,-58.36813,"(-34.60315, -58.36813000000001)",U00309
Av.Eduardo Madero 399 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Departamento de Mecánica Naval,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Tecnológico de Buenos Aires,4224,-34.60315,-58.36813,"(-34.60315, -58.36813000000001)",U00309
Av.Eduardo Madero 399 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Departamento de Petróleo,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Tecnológico de Buenos Aires,4224,-34.60315,-58.36813,"(-34.60315, -58.36813000000001)",U00309
Av. Eduardo Madero 399 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Departamento de Química,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Tecnológico de Buenos Aires,2258,-34.60315,-58.36813,"(-34.60315, -58.36813000000001)",U00309
Avenida de Acceso Este 2245 - San Jose (Dpto. Guaymallen) - Mendoza ,Facultad de Ingeniería,Guaymallén,ARG,Mendoza,Universidad Juan Agustín Maza,900,-32.8993692,-68.8119967,"(-32.899369199999995, -68.81199670000001)",U00079
Av.12 de Julio y Rahue sn - Zapala - Neuquén ,Asentamiento Universitario Zapala,Zapala,ARG,Neuquen,Universidad Nacional del Comahue,4720,-38.89566,-70.07695,"(-38.89566, -70.07695)",U00396
Belgrano 98 - Barrancas - Neuquén ,Módulo Chos Malal - Facultad de Ingeniería,Pehuenches,ARG,Neuquen,Universidad Nacional del Comahue,4728,-36.82031,-69.91521,"(-36.82031, -69.91521)",U00397
Córdoba 1055 - Merlo - Buenos Aires ,Escuela de Ingeniería,Merlo,ARG,Buenos Aires,Universidad Nacional del Oeste,4426,-34.6644588,-58.7338929,"(-34.6644588, -58.7338929)",U00394
Ruta 36 Km. 601 - Rio Cuarto - Córdoba ,Facultad de Ingeniería,Río Cuarto,ARG,Cordoba,Universidad Nacional de Río Cuarto,1584,-32.4586709,-64.3862245,"(-32.458670899999994, -64.3862245)",U00108
Moreno 265 - Cinco Saltos - Río Negro ,Cinco Saltos - Sede Alto Valle-Valle Medio,General Roca,ARG,Rio Negro,Universidad Nacional de Río Negro,4781,-38.8266599,-68.06622,"(-38.826659899999996, -68.06622)",U00398
Azcuénaga 1129 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Rectorado,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Universitario Nacional del Arte,5003,-34.59483,-58.39979,"(-34.59483, -58.39979)",U00001
Zabala 1837 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Humanidades - Escuela de Lenguas y Estudios Extranjeros,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad de Belgrano,110,-34.5645538,-58.4441269,"(-34.56455379999999, -58.4441269)",U00005
Lavalle 393 - Mendoza - Mendoza ,Escuela Superior de Lenguas Extranjeras,Mendoza,ARG,Mendoza,Universidad del Aconcagua,5063,-32.8887194,-68.8329771,"(-32.8887194, -68.8329771)",U00011
Av. Corrientes 1723 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Lenguas Modernas,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad del Museo Social Argentino,1741,-34.6044,-58.39129,"(-34.6044, -58.391290000000005)",U00000
Lavalle 1878 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Escuela de Lenguas Modernas,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad del Salvador,3420,-34.60319,-58.39354,"(-34.603190000000005, -58.39354)",U00000
Avda. Valparaiso - Cd.Universitaria S/N - Córdoba - Córdoba ,Facultad de Lenguas,Córdoba,ARG,Cordoba,Universidad Nacional de Córdoba,5108,-31.43697,-64.18558,"(-31.436970000000002, -64.18558)",U00006
Mendoza 2151 - Gral. Roca - Río Negro ,Facultad de Lenguas,General Roca,ARG,Rio Negro,Universidad Nacional del Comahue,5172,-37.87943,-67.7950199,"(-37.87943, -67.7950199)",U00259
Av. de Mayo 866 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Departamento de Matemáticas,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad CAECE,1279,-34.60889,-58.37873,"(-34.60889, -58.378730000000004)",U00008
Avenida Alem 1253 - Bahia Blanca - Buenos Aires ,Departamento de Matemática,Bahía Blanca,ARG,Buenos Aires,Universidad Nacional del Sur,1089,-38.7017258,-62.2708281,"(-38.7017258, -62.270828099999996)",U00029
Av. E. Galván 4102 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Unidad Académica Escuela de Medicina,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Universitario CEMIC,5303,-34.5565348,-58.4952275,"(-34.5565348, -58.495227500000006)",U00399
Friuli 2786. B° Parque Vélez Sarsfield - - Córdoba - Córdoba ,Medicina,Córdoba,ARG,Cordoba,Instituto Universitario de Ciencias Biomédicas de Córdoba,5304,-31.4436794,-64.1986895,"(-31.4436794, -64.1986895)",U00400
Crespo 843 - Rosario - Santa Fé ,Escuela de Medicina,Rosario,ARG,Santa Fe,Instituto Universitario Italiano de Rosario,5307,-32.9415702,-60.6683824,"(-32.9415702, -60.6683824)",U00018
Av. Alicia Moreau de Justo 1600 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ciencias Médicas,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,5308,-34.617,-58.36585,"(-34.617, -58.36585)",U00002
Chacabuco 90 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Medicina y Ciencias de la Salud,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Abierta Interamericana,2,-34.60908,-58.37636,"(-34.60908, -58.37636)",U00008
Av. Pellegrini 1816 - Rosario - Santa Fé ,Facultad de Medicina y Ciencias de la Salud - Rosario,Rosario,ARG,Santa Fe,Universidad Abierta Interamericana,450,-33.0316896,-60.6372831,"(-33.0316896, -60.6372831)",U00054
25 de Mayo 99 - Libertador General San Martín - Entre Ríos ,Facultad de Ciencias de la Salud,Diamante,ARG,Entre Rios,Universidad Adventista del Plata,1641,-32.0760348,-60.464128,"(-32.0760348, -60.464128)",U00248
Juan Domingo Perón 1500 -ex - Pilar - Buenos Aires ,Facultad de Ciencias Biomédicas,Pilar,ARG,Buenos Aires,Universidad Austral,5312,-34.4556288,-58.772465,"(-34.45562879999999, -58.772465000000004)",U00401
Jacinto Ríos 571 - Córdoba - Córdoba ,Facultad de Medicina,Córdoba,ARG,Cordoba,Universidad Católica de Córdoba,5313,-31.4099099,-64.167393,"(-31.4099099, -64.167393)",U00402
Jose Ig. de la Roza 1516 oes - San Juan - San Juan ,Facultad de Ciencias Médicas,San Juan,ARG,San Juan,Universidad Católica de Cuyo,5314,-31.5392657,-68.5885474,"(-31.5392657, -68.58854740000001)",U00065
Felipe Velazquez 471 - San Luis - San Luis ,Facultad de Ciencias Médicas - Sede San Luis,Juan Martín de Pueyrredón,ARG,San Luis,Universidad Católica de Cuyo,2464,-33.2982675,-66.3161083,"(-33.2982675, -66.3161083)",U00163
Echagüe 7151 - Santa Fe - Santa Fé ,Facultad de Ciencias de la Salud,Santa Fe,ARG,Santa Fe,Universidad Católica de Santa Fe,497,-31.6071348,-60.6708799,"(-31.6071348, -60.6708799)",U00123
Paraguay 2155 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Medicina,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad de Buenos Aires,5319,-34.5984986,-58.3983601,"(-34.598498600000006, -58.398360100000005)",U00001
8 de junio 522 - Concepcion Del Uruguay - Entre Ríos ,Facultad de Ciencias Médicas,Uruguay,ARG,Entre Rios,Universidad de Concepción del Uruguay,1718,-32.4819296,-58.2295955,"(-32.4819296, -58.229595499999995)",U00003
Avellaneda 3345 - Mar Del Plata - Buenos Aires ,Facultad de Ciencias Médicas,General Pueyrredón,ARG,Buenos Aires,Universidad de la Fraternidad de Agrupaciones Santo Tomás de Aquino,1724,-38.0067948,-57.5635125,"(-38.006794799999994, -57.5635125)",U00254
Boulogne Sur Mer 683 - Mendoza - Mendoza ,Facultad de Ciencias Médicas,Mendoza,ARG,Mendoza,Universidad de Mendoza,5326,-32.8912439,-68.862112,"(-32.8912439, -68.862112)",U00014
Machado 854 - Moron - Buenos Aires ,Facultad de Medicina,Morón,ARG,Buenos Aires,Universidad de Morón,162,-34.6464148,-58.6204543,"(-34.646414799999995, -58.62045429999999)",U00022
24 de Septiembre 476 - San Miguel De Tucuman - Tucumán ,Instituto de Salud y Calidad de Vida,San Miguel de Tucumán,ARG,Tucuman,Universidad de San Pablo T,595,-26.8310559,-65.204093,"(-26.8310559, -65.204093)",U00137
Solís 453 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ciencias Médicas,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Favaloro,5329,-34.61436,-58.39038,"(-34.61436, -58.39038000000001)",U00403
Pabellón Perú - Ciudad Universitaria S/N - Córdoba - Córdoba ,Facultad de Ciencias Médicas,Córdoba,ARG,Cordoba,Universidad Nacional de Córdoba,5336,-31.44058,-64.18771,"(-31.440579999999997, -64.18771)",U00006
Centro Univ. - Parque Gral. San Martín Sin nro. - Mendoza - Mendoza ,Facultad de Ciencias Médicas,Mendoza,ARG,Mendoza,Universidad Nacional de Cuyo,218,-32.881753,-68.876431,"(-32.881753, -68.87643100000001)",U00084
Florencio Varela 1903 - Villa Luzuriaga - Buenos Aires ,Departamento de Ciencias de la Salud,Vicente López,ARG,Buenos Aires,Universidad Nacional de La Matanza,2009,-34.6698856,-58.5647993,"(-34.6698856, -58.564799300000004)",U00048
Calle 60 y 120 - - La Plata - Buenos Aires ,Escuela Universitaria de Recursos Humanos del Equipo de Salud,La Plata,ARG,Buenos Aires,Universidad Nacional de La Plata,5341,-34.9097438,-57.9305744,"(-34.909743799999994, -57.9305744)",U00015
60 y 118 - - La Plata - Buenos Aires ,Facultad de Ciencias Médicas,La Plata,ARG,Buenos Aires,Universidad Nacional de La Plata,1359,-34.892548,-57.956792,"(-34.892548, -57.95679200000001)",U00196
Av. Pringles 4375 - Olavarria - Buenos Aires ,Escuela Superior de Ciencias de la Salud,Olavarría,ARG,Buenos Aires,Universidad Nacional del Centro de la Provincia de Buenos Aires,5344,-36.8873895,-60.3041807,"(-36.887389500000005, -60.3041807)",U00404
Los Arrayanes y Avenida Luis Toschi sn - Cipolletti - Río Negro ,Facultad de Ciencias Médicas,General Roca,ARG,Rio Negro,Universidad Nacional del Comahue,5347,-38.9475399,-67.99178,"(-38.947539899999995, -67.99178)",U00405
Mariano Moreno 1240 - Corrientes - Corrientes ,Facultad de Medicina,Corrientes,ARG,Corrientes,Universidad Nacional del Nordeste,5349,-27.473318,-58.8357262,"(-27.473318, -58.835726199999996)",U00406
Florida 1450 - Bahia Blanca - Buenos Aires ,Departamento de Ciencias de la Salud,Bahía Blanca,ARG,Buenos Aires,Universidad Nacional del Sur,5350,-38.6906288,-62.2649852,"(-38.69062879999999, -62.264985200000005)",U00407
Ayacucho 3537 - Mar Del Plata - Buenos Aires ,Escuela Superior de Medicina,General Pueyrredón,ARG,Buenos Aires,Universidad Nacional de Mar del Plata,5351,-37.9864702,-57.5498395,"(-37.98647020000001, -57.549839500000004)",U00408
Santa Fe 3100 - Rosario - Santa Fé ,Facultad de Ciencias Médicas,Rosario,ARG,Santa Fe,Universidad Nacional de Rosario,5352,-32.9402107,-60.6649457,"(-32.9402107, -60.664945700000004)",U00018
Av. Belgrano (s) 1912 - Santiago Del Estero - Santiago Del Estero ,Facultad de Ciencias Médicas,Santiago del Estero,ARG,Santiago Del Estero,Universidad Nacional de Santiago del Estero,5356,-27.764688,-64.2826822,"(-27.764688, -64.28268220000001)",U00212
Lamadrid 875 - San Miguel De Tucuman - Tucumán ,Facultad de Medicina,San Miguel de Tucumán,ARG,Tucuman,Universidad Nacional de Tucumán,5357,-26.87227,-65.21829,"(-26.87227, -65.21829)",U00409
Lamadrid 875 - Salta - Salta ,Facultad de Medicina - Sede Salta,Salta,ARG,Salta,Universidad Nacional de Tucumán,5358,-24.7998093,-65.4219857,"(-24.7998093, -65.42198570000001)",U00410
Riobamba 750 - Rosario - Santa Fé ,Escuela de Odontología,Rosario,ARG,Santa Fe,Instituto Universitario Italiano de Rosario,5366,-32.9638795,-60.6376063,"(-32.9638795, -60.637606299999995)",U00411
13 680 - La Plata - Buenos Aires ,Facultad de Odontología,La Plata,ARG,Buenos Aires,Universidad Católica de La Plata,5373,-34.9176399,-57.9596661,"(-34.9176399, -57.9596661)",U00412
Pellegrini 790 - Salta - Salta ,Escuela Universitaria en Ciencias de la Salud,Salta,ARG,Salta,Universidad Católica de Salta,3978,-24.7993558,-65.416152,"(-24.7993558, -65.416152)",U00377
MarceloT.de Alvear 2142 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Odontología,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad de Buenos Aires,5375,-34.597186,-58.3981163,"(-34.597186, -58.39811629999999)",U00001
Haya de la Torre - Pabellon Argentina S/N - Córdoba - Córdoba ,Facultad de Odontología,Córdoba,ARG,Cordoba,Universidad Nacional de Córdoba,5383,-31.43708,-64.19376,"(-31.437079999999998, -64.19376)",U00180
Centro Univ. Parque Gral. San Martín Sin nro. - Mendoza - Mendoza ,Facultad de Odontología,Mendoza,ARG,Mendoza,Universidad Nacional de Cuyo,621,-32.881753,-68.876431,"(-32.881753, -68.87643100000001)",U00084
1 y 50 - - La Plata - Buenos Aires ,Facultad de Odontología,La Plata,ARG,Buenos Aires,Universidad Nacional de La Plata,5387,-34.9016396,-57.9353,"(-34.9016396, -57.9353)",U00052
Santa Fe 3160 - Rosario - Santa Fé ,Facultad de Odontología,Rosario,ARG,Santa Fe,Universidad Nacional de Rosario,5394,-32.940024,-60.666016,"(-32.940024, -60.666016000000006)",U00018
Av. Benjamin Araoz 800 - San Miguel De Tucuman - Tucumán ,Facultad de Odontología,San Miguel de Tucumán,ARG,Tucuman,Universidad Nacional de Tucumán,428,-26.8346523,-65.1861108,"(-26.8346523, -65.1861108)",U00030
Bulnes esquina Guiraldes - Merlo - Buenos Aires ,Escuela de Electrónica de Defensa,Merlo,ARG,Buenos Aires,Instituto Universitario Aeronáutico,5397,-34.6883399,-58.7607,"(-34.688339899999995, -58.7607)",U00413
Antartida Argentina 1535 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Unidad Académica Escuela Nacional de Nautica,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Universitario Naval,5400,-34.582313,-58.373947,"(-34.582313, -58.373946999999994)",U00414
Calle 508 881 - Quequen - Buenos Aires ,Unidad de Enseñanza Universitaria Quequén,Necochea,ARG,Buenos Aires,Universidad Nacional del Centro de la Provincia de Buenos Aires,5420,-38.5721599,-58.69204,"(-38.572159899999996, -58.692040000000006)",U00415
Corvalan 3698 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Escuela de Cadetes Comisario General Juan Ángel Pirker,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Universitario de la Policía Federal Argentina,5438,-34.6714685,-58.467795,"(-34.6714685, -58.467794999999995)",U00416
Avda. José Ignacio de la Roza 1516 (o) - San Juan - San Juan ,Escuela de Seguridad,San Juan,ARG,San Juan,Universidad Católica de Cuyo,78,-31.5392657,-68.5885474,"(-31.5392657, -68.58854740000001)",U00065
Calle 25 de Mayo 597 - Junin - Mendoza ,Instituto Universitario de Seguridad Pública - Delegación Junín,Mendoza,ARG,Mendoza,Universidad Nacional de Cuyo,5477,-32.895022,-68.8485872,"(-32.895022, -68.8485872)",U00038
Coronel Suarez 900 - San Rafael - Mendoza ,Instituto Universitario de Seguridad Pública - Delegación San Rafael,San Rafael,ARG,Mendoza,Universidad Nacional de Cuyo,5478,-34.6137264,-68.3415502,"(-34.6137264, -68.3415502)",U00417
Ejército de Los Andes y Bruno Villegas Sin nro. - San Carlos - Mendoza ,Instituto Universitario de Seguridad Pública - Sede Valle de Uco,San Carlos,ARG,Mendoza,Universidad Nacional de Cuyo,5482,-33.7726,-69.04057,"(-33.7726, -69.04057)",U00418
Catamarca 375 - Corrientes - Corrientes ,Instituto de Ciencias Criminalísticas y Criminología,Corrientes,ARG,Corrientes,Universidad Nacional del Nordeste,5488,-27.4620337,-58.8323936,"(-27.4620337, -58.832393599999996)",U00419
Av. Calixto Calderón 424 - Chivilcoy - Buenos Aires ,Facultad de Derecho - sede Chivilcoy,Chivilcoy,ARG,Buenos Aires,Universidad Nacional de Lomas de Zamora,651,-34.9089043,-60.0328631,"(-34.908904299999996, -60.03286310000001)",U00141
Sucre 1550 - Escobar - Buenos Aires ,Facultad de Derecho - sede Escobar,Escobar,ARG,Buenos Aires,Universidad Nacional de Lomas de Zamora,5495,-34.3727614,-58.7499774,"(-34.3727614, -58.7499774)",U00420
Avellaneda 1164 - Marcos Juarez - Córdoba ,Instituto Universitario del Gran Rosario- Extensión aúlica Marcos Juárez,Marcos Juárez,ARG,Cordoba,Instituto Universitario del Gran Rosario,5527,-32.6910222,-62.1064698,"(-32.6910222, -62.1064698)",U00421
San Luis 2772 - Santa Fe - Santa Fé ,Instituto Universitario del Gran Rosario- Sede Santa Fé,Santa Fe,ARG,Santa Fe,Instituto Universitario del Gran Rosario,5530,-31.6443859,-60.702455,"(-31.6443859, -60.70245500000001)",U00422
Crespo 843 - Rosario - Santa Fé ,Escuela de Enfermería,Rosario,ARG,Santa Fe,Instituto Universitario Italiano de Rosario,5307,-32.9415702,-60.6683824,"(-32.9415702, -60.6683824)",U00018
Mitre 147 - Concordia - Entre Ríos ,Facultad de Ciencias de la Vida y la Salud. Sede Concordia,Concordia,ARG,Entre Rios,Universidad Autónoma de Entre Ríos,764,-31.17621,-58.19477,"(-31.176209999999998, -58.19477)",U00161
25 de mayo y Rivadavia -- - Villaguay - Entre Ríos ,Facultad de Ciencias de la Vida y la Salud. Sede Villaguay,Villaguay,ARG,Entre Rios,Universidad Autónoma de Entre Ríos,5571,-31.86902,-59.02421,"(-31.869020000000003, -59.02421)",U00423
44 e/ 9 y 10 720 - La Plata - Buenos Aires ,Facultad de Ciencias de la Salud,La Plata,ARG,Buenos Aires,Universidad Católica de La Plata,5589,-34.9145879,-57.9546421,"(-34.914587899999994, -57.954642099999994)",U00027
Alem 235 - Bahia Blanca - Buenos Aires ,Unidad Académica Bahía Blanca - Facultad de Ciencias de la Salud,Bahía Blanca,ARG,Buenos Aires,Universidad Católica de La Plata,3319,-38.7124213,-62.2618942,"(-38.712421299999995, -62.2618942)",U00357
Saavedra 472 - Rafaela - Santa Fé ,Facultad de Ciencias de la Salud - Rafaela,Castellanos,ARG,Santa Fe,Universidad Católica de Santa Fe,5604,-31.2571723,-61.4908654,"(-31.2571723, -61.4908654)",U00424
Villanueva 1324 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ciencias de la Salud,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad de Belgrano,1281,-34.5654899,-58.44267,"(-34.565489899999996, -58.44266999999999)",U00005
Av. Corrientes 1723 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ciencias Humanas,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad del Museo Social Argentino,1741,-34.6044,-58.39129,"(-34.6044, -58.391290000000005)",U00000
