Domicilio,Facultad,Municipio,Pais,Provincia,Universidad,index,lat,lng,coords,zona_id
Pasaje J M Giuffra 330 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Cinematografía,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad del Cine,846,-34.65793,-58.45649,"(-34.65793, -58.45649)",U00165
Hipólito Yrigoyen 2441 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Escuela de Arte y Arquitectura,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad del Salvador,877,-34.6094,-58.37772,"(-34.6094, -58.37772)",U00008
Tucumán 1845 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Medicina,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad del Salvador,881,-34.60205,-58.39334,"(-34.60205, -58.39334)",U00000
Marcelo T. de Alvear 1335 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Psicología y Psicopedagogía,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad del Salvador,882,-34.5970216,-58.3862194,"(-34.597021600000005, -58.3862194)",U00010
Mario Bravo 1259 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ciencias Sociales,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad de Palermo,885,-34.595,-58.41478,"(-34.595, -58.41478000000001)",U00031
Avenida de Acceso Este 2245 - San Jose (Dpto. Guaymallen) - Mendoza ,Facultad de Kinesiología y Fisioterapia,Guaymallén,ARG,Mendoza,Universidad Juan Agustín Maza,900,-32.8993692,-68.8119967,"(-32.899369199999995, -68.81199670000001)",U00079
Avenida de Acceso Este 2245 - San Jose (Dpto. Guaymallen) - Mendoza ,Facultad de Periodismo,Guaymallén,ARG,Mendoza,Universidad Juan Agustín Maza,900,-32.8993692,-68.8119967,"(-32.899369199999995, -68.81199670000001)",U00079
Hidalgo 775 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Escuela de Comunicación Multimedial,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Maimónides,188,-34.61049,-58.44105,"(-34.610490000000006, -58.44105)",U00080
Hidalgo 775 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ciencias de la Salud,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Maimónides,188,-34.61049,-58.44105,"(-34.610490000000006, -58.44105)",U00080
Sarmiento 2037 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Cultura y Comunicación,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Metropolitana para la Educación y el Trabajo,192,-34.6059,-58.39574,"(-34.6059, -58.39574)",U00012
España 350 - Avellaneda - Buenos Aires ,Departamento de Humanidades y Artes,Avellaneda,ARG,Buenos Aires,Universidad Nacional de Avellaneda,194,-34.6628049,-58.3722248,"(-34.6628049, -58.372224800000005)",U00081
"Pabellón México, Ciudad Universitaria - - - Córdoba - Córdoba ",Facultad de Artes,Córdoba,ARG,Cordoba,Universidad Nacional de Córdoba,909,-31.44058,-64.18771,"(-31.440579999999997, -64.18771)",U00006
Dr. Moreno y Fleming Sin nro. - Lavalle - Mendoza ,Facultad de Artes y Diseño - Delegación Lavalle,Lavalle,ARG,Mendoza,Universidad Nacional de Cuyo,940,-32.72243,-68.60138,"(-32.722429999999996, -68.60138)",U00166
Centro Univ. - Parque Gral San Martín Sin nro. - Mendoza - Mendoza ,Facultad de Ciencias Políticas y Sociales,Mendoza,ARG,Mendoza,Universidad Nacional de Cuyo,941,-32.881753,-68.876431,"(-32.881753, -68.87643100000001)",U00084
Av. Don Pedro de Mendoza 679 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Área Transdepartamental de Artes Multimediales,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Nacional de las Artes,978,-34.6293037,-58.3551303,"(-34.6293037, -58.3551303)",U00167
Bartolomé Mitre 1869 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Área Transdepartamental de Crítica de Artes,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Nacional de las Artes,638,-34.60806,-58.39301,"(-34.608059999999995, -58.39301)",U00012
Sanchez de Loria 443 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Área transdepartamental de Folklore,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Nacional de las Artes,693,-34.61474,-58.41285,"(-34.614740000000005, -58.41285)",U00156
Rocamora 4141 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Departamento de Artes Audiovisuales,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Nacional de las Artes,707,-34.59927,-58.42267,"(-34.599270000000004, -58.42267)",U00158
Sanchez de Loria 443 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Departamento de Artes del Movimiento,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Nacional de las Artes,693,-34.61474,-58.41285,"(-34.614740000000005, -58.41285)",U00156
Avda Cordoba 2445 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Departamento de Artes Musicales y Sonoras,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Nacional de las Artes,716,-34.5994,-58.40186,"(-34.5994, -58.40186)",U00159
9 de Julio 430 - Tandil - Buenos Aires ,Facultad de Arte,Tandil,ARG,Buenos Aires,Universidad Nacional del Centro de la Provincia de Buenos Aires,1078,-37.3278749,-59.1339978,"(-37.3278749, -59.1339978)",U00168
Monseñor Esandi y Ayacucho sn - Viedma - Río Negro ,Centro Universitario Regional Zona Atlántica,Adolfo Alsina,ARG,Rio Negro,Universidad Nacional del Comahue,1080,-40.80428,-63.01009,"(-40.80428, -63.010090000000005)",U00169
Avenida Alem 1253 - Bahia Blanca - Buenos Aires ,Departamento de Ingeniería Eléctrica y de Computadoras,Bahía Blanca,ARG,Buenos Aires,Universidad Nacional del Sur,1089,-38.7017258,-62.2708281,"(-38.7017258, -62.270828099999996)",U00029
España 750 - Cipolletti - Río Negro ,Cipolletti - Sede Alto Valle-Valle Medio,General Roca,ARG,Rio Negro,Universidad Nacional de Río Negro,1096,-38.933237,-67.9943799,"(-38.933237, -67.99437990000001)",U00170
Entre Ríos 758 - Rosario - Santa Fé ,Facultad de Humanidades y Artes,Rosario,ARG,Santa Fe,Universidad Nacional de Rosario,1099,-32.9453593,-60.6407607,"(-32.9453593, -60.64076070000001)",U00171
Avda. Ejercito de los Andes 950 - San Luis - San Luis ,Facultad de Ciencias Humanas,Juan Martín de Pueyrredón,ARG,San Luis,Universidad Nacional de San Luis,1215,-33.291382,-66.3379054,"(-33.291382, -66.3379054)",U00172
Ejército de los Andes 950 - San Luis - San Luis ,Instituto Politécnico y Artístico Universitario,Juan Martín de Pueyrredón,ARG,San Luis,Universidad Nacional de San Luis,1216,-33.291382,-66.3379054,"(-33.291382, -66.3379054)",U00172
Av. Roque Sáenz Peña 832 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Escuela de Humanidades - Centro,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Nacional de San Martín,1218,-34.6054,-58.37839,"(-34.6054, -58.37839)",U00036
25 de Mayo 1405 - Barrio Gral. San Martin - Buenos Aires ,Instituto de Artes Mauricio Kagel,25 de Mayo,ARG,Buenos Aires,Universidad Nacional de San Martín,675,-35.4322359,-60.1784329,"(-35.4322359, -60.178432900000004)",U00146
Benito Quinquela Martín 1784 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Instituto de Investigaciones sobre el Patrimonio Cultural,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Nacional de San Martín,1224,-34.6439,-58.37487,"(-34.6439, -58.374869999999994)",U00173
Thorne 302 - Rio Grande - Tierra Del Fuego ,Sede Río Grande,Río Grande,ARG,Tierra Del Fuego,"Universidad Nacional de Tierra del Fuego, Antártida e Islas del Atlántico Sur",1225,-53.7803126,-67.701438,"(-53.7803126, -67.701438)",U00174
Avda. Aconquija 729 - Yerba Buena - Tucumán ,"Escuela Universitaria de Cine, Video y Televisión",Yerba Buena,ARG,Tucuman,Universidad Nacional de Tucumán,1235,-26.8157427,-65.2800513,"(-26.815742699999998, -65.2800513)",U00175
General Savio S/N - Aguilares - Tucumán ,Instituto Universitario Multidisciplinario de Aguilares (Artes),Río Chico,ARG,Tucuman,Universidad Nacional de Tucumán,1249,-27.43035,-65.62596,"(-27.43035, -65.62595999999999)",U00176
Leandro N. Alem 4731 - Jose Clemente Paz - Buenos Aires ,"Departamento de Economía, Producción e Innovación Tecnológica",Leandro N. Alem,ARG,Buenos Aires,Universidad Nacional José C. Paz,1253,-34.51986,-61.3909,"(-34.519859999999994, -61.3909)",U00177
Urquiza 661 - Punta Alta - Buenos Aires ,Sede Académica Punta Alta,Coronel de Marina L Rosales,ARG,Buenos Aires,Universidad Provincial del Sudoeste,1261,-38.882246,-62.0728498,"(-38.882246, -62.0728498)",U00178
Saenz Peña 867 - Coronel Pringles - Buenos Aires ,Subsede Académica Coronel Pringles,Coronel Pringles,ARG,Buenos Aires,Universidad Provincial del Sudoeste,1262,-37.9844303,-61.3571879,"(-37.98443029999999, -61.35718789999999)",U00179
Haya de la Torre y Medina Allende s/n - Córdoba - Córdoba ,"Facultad de Matemática, Astronomía, Física y Computación",Córdoba,ARG,Cordoba,Universidad Nacional de Córdoba,1263,-31.43708,-64.19376,"(-31.437079999999998, -64.19376)",U00180
Paseo del Bosque s/n - La Plata - Buenos Aires ,Facultad de Ciencias Astronómicas y Geofísicas,La Plata,ARG,Buenos Aires,Universidad Nacional de La Plata,1264,-34.91392,-57.94635,"(-34.913920000000005, -57.94635)",U00181
Av Pellegrini 3314 - Rosario - Santa Fé ,Facultad de Química e Ingeniería del Rosario,Rosario,ARG,Santa Fe,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,1266,-32.9519638,-60.6708194,"(-32.9519638, -60.6708194)",U00182
Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ingeniería y Ciencias Exactas,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Argentina de la Empresa,22,-34.617,-58.38156,"(-34.617, -58.38156)",U00055
Tratado del Pilar 314 - Diamante - Entre Ríos ,Facultad de Ciencia y Tecnología. Sede Diamante,Diamante,ARG,Entre Rios,Universidad Autónoma de Entre Ríos,1271,-32.0675287,-60.635168,"(-32.067528700000004, -60.63516800000001)",U00183
Av. Tomás de Rocamora 117 - Gualeguaychu - Entre Ríos ,Facultad de Ciencia y Tecnología. Sede Gualeguaychú,Gualeguaychú,ARG,Entre Rios,Universidad Autónoma de Entre Ríos,1273,-33.0107107,-58.5214128,"(-33.010710700000004, -58.5214128)",U00037
25 de Mayo 385 - Concepcion Del Uruguay - Entre Ríos ,Facultad de Ciencia y Tecnología. Sede Uruguay,Uruguay,ARG,Entre Rios,Universidad Autónoma de Entre Ríos,1276,-32.4791567,-58.2331712,"(-32.4791567, -58.23317120000001)",U00184
Av. de Mayo 866 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Departamento de Ciencias Biológicas,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad CAECE,1279,-34.60889,-58.37873,"(-34.60889, -58.378730000000004)",U00008
Villanueva 1324 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ciencias Exactas y Naturales,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad de Belgrano,1281,-34.5654899,-58.44267,"(-34.565489899999996, -58.44266999999999)",U00005
Pedernera 275 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ingeniería,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad de Flores,535,-34.63249,-58.46276,"(-34.632490000000004, -58.462759999999996)",U00130
Rivadavia 2258 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ingeniería,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad de la Marina Mercante,1291,-34.609725,-58.4006,"(-34.609725, -58.4006)",U00021
Paseo Dr. Descotte 720 - Mendoza - Mendoza ,Facultad de Ciencias de la Salud,Mendoza,ARG,Mendoza,Universidad de Mendoza,1297,-32.891482,-68.8607919,"(-32.891482, -68.86079190000001)",U00014
Machado 854 - Moron - Buenos Aires ,"Facultad de Ciencias Exactas, Químicas y Naturales",Morón,ARG,Buenos Aires,Universidad de Morón,162,-34.6464148,-58.6204543,"(-34.646414799999995, -58.62045429999999)",U00022
Avenida de Acceso Este 2245 - San Jose (Dpto. Guaymallen) - Mendoza ,Facultad de Ciencias Veterinarias y Ambientales,Guaymallén,ARG,Mendoza,Universidad Juan Agustín Maza,900,-32.8993692,-68.8119967,"(-32.899369199999995, -68.81199670000001)",U00079
Sarmiento 2037 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Políticas Públicas y Gestión Ambiental,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Metropolitana para la Educación y el Trabajo,192,-34.6059,-58.39574,"(-34.6059, -58.39574)",U00012
Av. San Martin 2002 - Florencio Varela - Buenos Aires ,Instituto de Ciencias Sociales y Administración,Florencio Varela,ARG,Buenos Aires,Universidad Nacional Arturo Jauretche,1310,-34.7963106,-58.2786386,"(-34.796310600000005, -58.27863860000001)",U00185
Maximo Victoria 1era Cuadra s/n - San Fernando del Valle de Catamarca - Catamarca ,Facultad de Ciencias Exactas y Naturales,San Fernando del Valle de Catamarca,ARG,Catamarca,Universidad Nacional de Catamarca,1313,-28.45209,-65.78607,"(-28.452090000000002, -65.78607)",U00186
9 de Julio 22 - Chilecito - La Rioja ,Escuela de Ciencias Biológicas,Chilecito,ARG,La Rioja,Universidad Nacional de Chilecito,206,-29.17235,-67.49761,"(-29.17235, -67.49761)",U00082
9 de Julio 22 - Chilecito - La Rioja ,Escuela de Educación,Chilecito,ARG,La Rioja,Universidad Nacional de Chilecito,206,-29.17235,-67.49761,"(-29.17235, -67.49761)",U00082
Av.Velez Sarsfield - Cd.Universitaria 1611 - Córdoba - Córdoba ,"Facultad de Ciencias Exactas, Físicas y Naturales",Córdoba,ARG,Cordoba,Universidad Nacional de Córdoba,1321,-31.433768,-64.194134,"(-31.433768, -64.19413399999999)",U00187
Almirante Brown 500 - Lujan De Cuyo - Mendoza ,Facultad de Ciencias Agrarias,Luján de Cuyo,ARG,Mendoza,Universidad Nacional de Cuyo,1323,-33.00539,-68.8726687,"(-33.005390000000006, -68.8726687)",U00188
Padre Jorge Contreras 1300 - Mendoza - Mendoza ,Facultad de Ciencias Exactas y Naturales,Mendoza,ARG,Mendoza,Universidad Nacional de Cuyo,1324,-32.88418,-68.86657,"(-32.88418, -68.86657)",U00189
Bernardo de Irigoyen 375 - General Alvear - Mendoza ,Facultad de Ciencias Exactas y Naturales - Delegación General Alvear,General Alvear,ARG,Mendoza,Universidad Nacional de Cuyo,1325,-34.9823645,-67.6919724,"(-34.9823645, -67.69197240000001)",U00190
25 de Mayo 630 - Alto Verde - Mendoza ,Facultad de Ciencias Exactas y Naturales - Delegación San Martín,Mendoza,ARG,Mendoza,Universidad Nacional de Cuyo,1327,-32.8944229,-68.8484315,"(-32.8944229, -68.84843149999999)",U00038
Centro Regional Universitario - Mo.y L A Sin nro. - Tunuyan - Mendoza ,Facultad de Ciencias Exactas y Naturales - Delegación Valle de Uco,Tunuyán,ARG,Mendoza,Universidad Nacional de Cuyo,1328,-33.57726,-69.0163,"(-33.577259999999995, -69.0163)",U00039
Lorenzo Sartorio 2160 - Concepcion Del Uruguay - Entre Ríos ,Facultad de Ciencias de la Salud,Uruguay,ARG,Entre Rios,Universidad Nacional de Entre Ríos,1329,-32.48091,-58.26133,"(-32.480909999999994, -58.26133000000001)",U00191
Vergara 2222 - Hurlingham - Buenos Aires ,Instituto de Biotecnología,Hurlingham,ARG,Buenos Aires,Universidad Nacional de Hurlingham,623,-34.6164566,-58.6342231,"(-34.6164566, -58.6342231)",U00032
Alberdi 47 - San Salvador De Jujuy - Jujuy ,Facultad de Ciencias Agrarias,Dr Manuel Belgrano,ARG,Jujuy,Universidad Nacional de Jujuy,1336,-24.1876412,-65.2891476,"(-24.187641199999998, -65.2891476)",U00192
Ruta Provincial N 1 Km 4 sn - Comodoro Rivadavia - Chubut ,Facultad de Ciencias Naturales y Ciencias de la Salud - Sede Comodoro Rivadavia,Escalante,ARG,Chubut,Universidad Nacional de la Patagonia San Juan Bosco,1343,-45.8657412,-67.5026264,"(-45.8657412, -67.50262640000001)",U00026
Ruta 258 Km 4 sn - Esquel - Chubut ,Facultad de Ciencias Naturales y Ciencias de la Salud - Sede Esquel,Futaleufú,ARG,Chubut,Universidad Nacional de la Patagonia San Juan Bosco,1347,-42.920707,-71.3149922,"(-42.920707, -71.3149922)",U00040
Boulevard Almirante Brown 3700 - Puerto Madryn - Chubut ,Facultad de Ciencias Naturales y Ciencias de la Salud - Sede Puerto Madryn,Biedma,ARG,Chubut,Universidad Nacional de la Patagonia San Juan Bosco,1348,-42.78313,-65.01475,"(-42.78313, -65.01475)",U00193
Belgrano 504 - Trelew - Chubut ,Facultad de Ciencias Naturales y Ciencias de la Salud - Sede Trelew,Rawson,ARG,Chubut,Universidad Nacional de la Patagonia San Juan Bosco,1349,-43.2541888,-65.30636,"(-43.254188799999994, -65.30636)",U00194
115 y 47 - - La Plata - Buenos Aires ,Facultad de Ciencias Exactas,La Plata,ARG,Buenos Aires,Universidad Nacional de La Plata,1354,-34.8478691,-58.0825936,"(-34.8478691, -58.082593599999996)",U00195
60 y 122 - - La Plata - Buenos Aires ,Facultad de Ciencias Naturales y Museo,La Plata,ARG,Buenos Aires,Universidad Nacional de La Plata,1355,-34.911932,-57.9316786,"(-34.911932, -57.9316786)",U00015
60 y 118 - - La Plata - Buenos Aires ,Facultad de Ciencias Veterinarias,La Plata,ARG,Buenos Aires,Universidad Nacional de La Plata,1359,-34.892548,-57.956792,"(-34.892548, -57.95679200000001)",U00196
Castro Barros S/Nº - Chamical - La Rioja ,Sede Chamical,Chamical,ARG,La Rioja,Universidad Nacional de La Rioja,1360,-30.36845,-66.31295,"(-30.36845, -66.31295)",U00197
Av. San Martin 462 - Chepes - La Rioja ,Sede Universitaria Chepes,Rosario Vera Peñaloza,ARG,La Rioja,Universidad Nacional de La Rioja,1363,-31.341184,-66.5866158,"(-31.341184000000002, -66.58661579999999)",U00198
República de Italia 780 - Azul - Buenos Aires ,Facultad de Agronomía,Azul,ARG,Buenos Aires,Universidad Nacional del Centro de la Provincia de Buenos Aires,1364,-36.7684624,-59.8794474,"(-36.768462400000004, -59.87944739999999)",U00199
Arroyo Seco SN - Tandil - Buenos Aires ,Facultad de Ciencias Exactas,Tandil,ARG,Buenos Aires,Universidad Nacional del Centro de la Provincia de Buenos Aires,310,-37.34123,-59.10922,"(-37.341229999999996, -59.10921999999999)",U00099
Avenida del Valle 5737 - Olavarria - Buenos Aires ,Facultad de Ingeniería,Olavarría,ARG,Buenos Aires,Universidad Nacional del Centro de la Provincia de Buenos Aires,1368,-36.9172196,-60.3035118,"(-36.9172196, -60.3035118)",U00200
B° Jardín Botánico- calle Quintral S/Nº - San Carlos De Bariloche - Río Negro ,Centro Regional Universitario Bariloche,Bariloche,ARG,Rio Negro,Universidad Nacional del Comahue,1369,-41.14317,-71.31808,"(-41.14317, -71.31808000000001)",U00201
9 de Julio 1449 - Corrientes - Corrientes ,Facultad de Ciencias Exactas y Naturales y Agrimensura,Corrientes,ARG,Corrientes,Universidad Nacional del Nordeste,1374,-27.4668,-58.8323003,"(-27.4668, -58.8323003)",U00202
Roque Saenz Peña 456 - Junin - Buenos Aires ,"Escuela de Ciencias Agrarias, Naturales y Ambientales",Junín,ARG,Buenos Aires,Universidad Nacional del Noroeste de la Provincia de Buenos Aires,1376,-34.5853948,-60.9495952,"(-34.585394799999996, -60.949595200000005)",U00203
Juan XXIII y Ruta Provincial Nº 4 s/n - Lomas De Zamora - Buenos Aires ,Facultad de Ciencias Agrarias,Lomas de Zamora,ARG,Buenos Aires,Universidad Nacional de Lomas de Zamora,1377,-34.7418695,-58.3721061,"(-34.7418695, -58.372106099999996)",U00204
San Juan 670 - Bahia Blanca - Buenos Aires ,"Departamento de Biología, Bioquímica y Farmacia",Bahía Blanca,ARG,Buenos Aires,Universidad Nacional del Sur,356,-38.7023215,-62.2693538,"(-38.702321500000004, -62.2693538)",U00029
Alem 1253 - Bahia Blanca - Buenos Aires ,Departamento de Química,Bahía Blanca,ARG,Buenos Aires,Universidad Nacional del Sur,1381,-38.7017258,-62.2708281,"(-38.7017258, -62.270828099999996)",U00029
Vicente Lopéz y Bertolini S/N - Campana - Buenos Aires ,Centro Regional Campana,Campana,ARG,Buenos Aires,Universidad Nacional de Luján,1382,-34.18053,-58.94717,"(-34.18053, -58.94716999999999)",U00205
Funes (Complejo Universitario) 3350 - Mar Del Plata - Buenos Aires ,Facultad de Ciencias Exactas y Naturales,General Pueyrredón,ARG,Buenos Aires,Universidad Nacional de Mar del Plata,370,-38.0266709,-57.620948,"(-38.0266709, -57.620948)",U00013
FELIX DE AZARA 1552 - Posadas - Misiones ,"Facultad de Ciencias Exactas, Químicas y Naturales",Posadas,ARG,Misiones,Universidad Nacional de Misiones,1388,-27.3646974,-55.8932968,"(-27.364697399999997, -55.8932968)",U00206
CALLE BERTONI 124 - Eldorado - Misiones ,Facultad de Ciencias Forestales,Eldorado,ARG,Misiones,Universidad Nacional de Misiones,1390,-26.39786,-54.66608,"(-26.397859999999998, -54.66608000000001)",U00207
Ruta 36 Km 601 - Rio Cuarto - Córdoba ,"Facultad de Ciencias Exactas, Físico-Químicas y Naturales",Río Cuarto,ARG,Cordoba,Universidad Nacional de Río Cuarto,386,-32.4586709,-64.3862245,"(-32.458670899999994, -64.3862245)",U00108
Don Bosco y Leloir s/n - Viedma - Río Negro ,Unidad Académica Sede Atlántica,Adolfo Alsina,ARG,Rio Negro,Universidad Nacional de Río Negro,1397,-40.82209,-62.97714,"(-40.82209, -62.977140000000006)",U00208
Campo Exp. J.Villarino - - Zavalla - Santa Fé ,Facultad de Ciencias Agrarias,Rosario,ARG,Santa Fe,Universidad Nacional de Rosario,1398,-33.02285,-60.87928,"(-33.02285, -60.87928)",U00209
Avenida Bolivia 5150 - Salta - Salta ,Facultad de Ciencias Naturales,Salta,ARG,Salta,Universidad Nacional de Salta,1400,-24.76073,-65.4148699,"(-24.76073, -65.4148699)",U00210
Av. Güiraldes 689 - San Antonio De Areco - Buenos Aires ,Escuela de Desarrollo Productivo y Tecnológico,San Antonio de Areco,ARG,Buenos Aires,Universidad Nacional de San Antonio de Areco,1403,-34.2573275,-59.47979,"(-34.2573275, -59.47979)",U00211
Av. Güiraldes 689 - San Antonio De Areco - Buenos Aires ,Sede San Antonio de Areco,San Antonio de Areco,ARG,Buenos Aires,Universidad Nacional de San Antonio de Areco,1403,-34.2573275,-59.47979,"(-34.2573275, -59.47979)",U00211
Avda. Ejercito de los Andes 950 - San Luis - San Luis ,"Facultad de Química, Bioquímica y Farmacia",Juan Martín de Pueyrredón,ARG,San Luis,Universidad Nacional de San Luis,1215,-33.291382,-66.3379054,"(-33.291382, -66.3379054)",U00172
Av. Belgrano (S) 1912 - Santiago Del Estero - Santiago Del Estero ,Facultad de Ciencias Forestales,Santiago del Estero,ARG,Santiago Del Estero,Universidad Nacional de Santiago del Estero,1411,-27.764688,-64.2826822,"(-27.764688, -64.28268220000001)",U00212
Onas 450 - Ushuaia - Tierra Del Fuego ,"Instituto de Ciencias Polares, Ambiente y Recursos Naturales",Ushuaia,ARG,Tierra Del Fuego,"Universidad Nacional de Tierra del Fuego, Antártida e Islas del Atlántico Sur",416,-54.8072959,-68.3203366,"(-54.8072959, -68.32033659999999)",U00113
Arturo Jauretche 1555 - Villa María - Córdoba ,Instituto Académico Pedagógico de Ciencias Básicas y Aplicadas,Santa María,ARG,Cordoba,Universidad Nacional de Villa María,679,-31.6504,-64.41262,"(-31.6504, -64.41261999999999)",U00149
Las Heras 383 - Villa Mercedes - San Luis ,Escuela de Ciencias Ambientales y Biotecnología,General Pedernera,ARG,San Luis,Universidad Nacional de Villa Mercedes,1418,-33.6851595,-65.4694484,"(-33.6851595, -65.46944839999999)",U00213
Av. Cárcano - Bº Chateau Carreras 3590 - Córdoba - Córdoba ,Facultad de Turismo y Ambiente,Córdoba,ARG,Cordoba,Universidad Provincial de Córdoba,1419,-31.37591,-64.25406,"(-31.375909999999998, -64.25406)",U00214
Av. Buque Pesquero Dorrego 281 - Mar Del Plata - Buenos Aires ,Unidad Académica Mar del Plata,General Pueyrredón,ARG,Buenos Aires,Universidad Tecnológica Nacional,1420,-38.0494062,-57.5430918,"(-38.0494062, -57.54309179999999)",U00215
Potosi 4240 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Instituto Universitario Escuela de Medicina del Hospital Italiano - UA,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Universitario Escuela de Medicina del Hospital Italiano,1421,-34.60728,-58.42681,"(-34.607279999999996, -58.426809999999996)",U00216
Bartolomé Mitre 1411 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ciencias de la Salud,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Argentina John F. Kennedy,30,-34.60765,-58.3865,"(-34.60765, -58.3865)",U00000
Av. Armada Argentina 3555 - Córdoba - Córdoba ,Facultad de Ciencias Químicas,Córdoba,ARG,Cordoba,Universidad Católica de Córdoba,482,-31.4858262,-64.2464424,"(-31.485826199999998, -64.2464424)",U00121
Chorroarín 280 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ciencias Veterinarias,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad de Buenos Aires,1430,-34.5962099,-58.4775,"(-34.5962099, -58.4775)",U00217
Junín 954 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Farmacia y Bioquímica,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad de Buenos Aires,1431,-34.597903,-58.3974584,"(-34.597903, -58.397458400000005)",U00001
Avenida de Acceso Este 2245 - San Jose (Dpto. Guaymallen) - Mendoza ,Facultad de Farmacia y Bioquímica,Guaymallén,ARG,Mendoza,Universidad Juan Agustín Maza,900,-32.8993692,-68.8119967,"(-32.899369199999995, -68.81199670000001)",U00079
Av San Martín 2002 - Florencio Varela - Buenos Aires ,Instituto de Ciencias de la Salud,Florencio Varela,ARG,Buenos Aires,Universidad Nacional Arturo Jauretche,1443,-34.7963106,-58.2786386,"(-34.796310600000005, -58.27863860000001)",U00185
