Domicilio,Facultad,Municipio,Pais,Provincia,Universidad,index,lat,lng,Ámbito,coords_d,zona_id
Avda. Gral Paz 1499 - Barrio Gral. San Martin - Buenos Aires ,Instituto de Tecnología Prof. Jorge Sábato,San Martín,ARG,Buenos Aires,Universidad Nacional de San Martín,4847,-34.5729631,-58.5140043,Público,"(-34.5729631, -58.5140043)",9
Martín de Irigoyen 3100 - Barrio Gral. San Martin - Buenos Aires ,Instituto de Altos Estudios Sociales,San Martín,ARG,Buenos Aires,Universidad Nacional de San Martín,1219,-34.5780622,-58.5295693,Público,"(-34.578062200000005, -58.5295693)",8
Av. San Martin 2002 - Florencio Varela - Buenos Aires ,Instituto de Ciencias Sociales y Administración,Florencio Varela,ARG,Buenos Aires,Universidad Nacional Arturo Jauretche,1310,-34.7963106,-58.2786386,Público,"(-34.796310600000005, -58.27863860000001)",15
Av San Martín 2002 - Florencio Varela - Buenos Aires ,Instituto de Ciencias de la Salud,Florencio Varela,ARG,Buenos Aires,Universidad Nacional Arturo Jauretche,1443,-34.7963106,-58.2786386,Público,"(-34.796310600000005, -58.27863860000001)",15
Av. San Martín 2002 - Florencio Varela - Buenos Aires ,Instituto de Ingeniería y Agronomía,Florencio Varela,ARG,Buenos Aires,Universidad Nacional Arturo Jauretche,1517,-34.7963106,-58.2786386,Público,"(-34.796310600000005, -58.27863860000001)",15
Juan XXIII y Ruta Provincial Nº 4 s/n - Lomas De Zamora - Buenos Aires ,Facultad de Ciencias Agrarias,Lomas de Zamora,ARG,Buenos Aires,Universidad Nacional de Lomas de Zamora,1377,-34.7418695,-58.3721061,Público,"(-34.7418695, -58.372106099999996)",3
Juan XXIII y Ruta Provincial Nº 4 s/n - Lomas De Zamora - Buenos Aires ,Facultad de Ingeniería,Lomas de Zamora,ARG,Buenos Aires,Universidad Nacional de Lomas de Zamora,1377,-34.7418695,-58.3721061,Público,"(-34.7418695, -58.372106099999996)",3
Juan XXIII y Ruta Provincial Nº 4 s/n - Lomas De Zamora - Buenos Aires ,Facultad de Ciencias Sociales,Lomas de Zamora,ARG,Buenos Aires,Universidad Nacional de Lomas de Zamora,1377,-34.7418695,-58.3721061,Público,"(-34.7418695, -58.372106099999996)",3
Don Bosco 3729 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ingeniería - sede CABA,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Nacional de Lomas de Zamora,1848,-34.61257,-58.41826,Público,"(-34.61257, -58.41826)",66
Juan XXIII y Ruta Provincial Nº 4 s/n - Lomas De Zamora - Buenos Aires ,Facultad de Derecho,Lomas de Zamora,ARG,Buenos Aires,Universidad Nacional de Lomas de Zamora,1377,-34.7418695,-58.3721061,Público,"(-34.7418695, -58.372106099999996)",3
"Jorge Newbery Km. 4,5 - Ezeiza - Buenos Aires ",Facultad de Derecho - sede Ezeiza,Ezeiza,ARG,Buenos Aires,Universidad Nacional de Lomas de Zamora,2229,-34.81058,-58.51259,Público,"(-34.81058, -58.51259)",67
Rivadavia 375 - Zarate - Buenos Aires ,Facultad de Derecho - sede Zárate,Zárate,ARG,Buenos Aires,Universidad Nacional de Lomas de Zamora,2236,-34.0935058,-59.0210489,Público,"(-34.093505799999996, -59.0210489)",16
Juan XXIII y Ruta Provincial Nº 4 s/n - Lomas De Zamora - Buenos Aires ,Facultad de Ciencias Econòmicas,Lomas de Zamora,ARG,Buenos Aires,Universidad Nacional de Lomas de Zamora,1377,-34.7418695,-58.3721061,Público,"(-34.7418695, -58.372106099999996)",3
Perú 625 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Derecho - sede CABA,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Nacional de Lomas de Zamora,3023,-34.61519,-58.37454,Público,"(-34.615190000000005, -58.37454)",68
Miguel Sanchez 1050 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ciencias Sociales - sede CABA,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Nacional de Lomas de Zamora,3611,-34.60536,-58.46687,Público,"(-34.60536, -58.46686999999999)",69
Roca 1632 - Avellaneda - Buenos Aires ,Facultad de Ingeniería -sede Avellaneda,Avellaneda,ARG,Buenos Aires,Universidad Nacional de Lomas de Zamora,4104,-34.6652447,-58.3531077,Público,"(-34.6652447, -58.3531077)",70
Juana Azurduy 218 - Hurlingham - Buenos Aires ,Facultad de Ingeniería - sede Hurlingham,Hurlingham,ARG,Buenos Aires,Universidad Nacional de Lomas de Zamora,4109,-34.6160779,-58.6365805,Público,"(-34.6160779, -58.63658050000001)",2
Sucre 1550 - Escobar - Buenos Aires ,Facultad de Derecho - sede Escobar,Escobar,ARG,Buenos Aires,Universidad Nacional de Lomas de Zamora,5495,-34.3727614,-58.7499774,Público,"(-34.3727614, -58.7499774)",71
Juan B. Alberdi 333 - Jose Maria Blanco - Buenos Aires ,Facultad de Ingeniería - sede Tres Lomas,Lomas de Zamora,ARG,Buenos Aires,Universidad Nacional de Lomas de Zamora,1572,-34.7754573,-58.4581925,Público,"(-34.7754573, -58.4581925)",72
Rivadavia 220 - Enrique Fynn - Buenos Aires ,Facultad de Ingeniería. - sede General Las Heras,Lomas de Zamora,ARG,Buenos Aires,Universidad Nacional de Lomas de Zamora,4108,-34.931087,-58.9462135,Público,"(-34.931087, -58.9462135)",73
25 Mayo 544 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Departamento de Humanidades,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,"Instituto Universitario Nacional de Derechos Humanos ""Madres de Plaza de Mayo""",1633,-34.60147,-58.37122,Público,"(-34.60147, -58.371219999999994)",17
25 Mayo 544 - Correo Central - Ciudad Autonoma de Buenos Aires ,Departamento de Ciencias Sociales,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,"Instituto Universitario Nacional de Derechos Humanos ""Madres de Plaza de Mayo""",2042,-34.60147,-58.37122,Público,"(-34.60147, -58.371219999999994)",17
Av. Antartida Argentina 1201 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Unidad Académica Escuela de Ciencias del Mar,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Universitario Naval,1896,-34.5872699,-58.37168,Público,"(-34.587269899999995, -58.371680000000005)",74
Antartida Argentina 1535 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Unidad Académica Escuela Nacional de Nautica,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Universitario Naval,5400,-34.582313,-58.373947,Público,"(-34.582313, -58.373946999999994)",75
Rio Santiago - Base Naval De Rio Santiago - Buenos Aires ,Unidad Académica Escuela Naval Militar,Ensenada,ARG,Buenos Aires,Instituto Universitario Naval,1941,-34.8449602,-57.8981484,Público,"(-34.8449602, -57.8981484)",76
Cro. Gral. Belgrano 302 - Zarate - Buenos Aires ,Departamento Académico Escuela de Oficiales,Zárate,ARG,Buenos Aires,Instituto Universitario de Seguridad Marítima,1940,-34.0940568,-59.0199532,Público,"(-34.0940568, -59.0199532)",16
Cro. Gral. Belgrano 302 - Zarate - Buenos Aires ,Departamento Académico Escuela de Suboficiales,Zárate,ARG,Buenos Aires,Instituto Universitario de Seguridad Marítima,1940,-34.0940568,-59.0199532,Público,"(-34.0940568, -59.0199532)",16
Av. Corrientes 345 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Instituto de Formación, Capacitación, Perfeccionamiento y Actualización Docente",Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Universitario de Seguridad Marítima,3225,-34.60318,-58.37179,Público,"(-34.60318, -58.371790000000004)",17
Florencio Varela 1903 - Villa Luzuriaga - Buenos Aires ,Departamento de Derecho y Ciencia Política,Vicente López,ARG,Buenos Aires,Universidad Nacional de La Matanza,2009,-34.55044,-58.51004,Público,"(-34.55044, -58.510040000000004)",31
Florencio Varela 1903 - Villa Luzuriaga - Buenos Aires ,Departamento de Ciencias de la Salud,Vicente López,ARG,Buenos Aires,Universidad Nacional de La Matanza,2009,-34.55044,-58.51004,Público,"(-34.55044, -58.510040000000004)",31
F.Varela 1903 - Villa Luzuriaga - Buenos Aires ,Departamento de Ingeniería e Investigaciones Tecnológicas,La Matanza,ARG,Buenos Aires,Universidad Nacional de La Matanza,625,-34.6705129,-58.5650592,Público,"(-34.6705129, -58.56505920000001)",10
F.Varela 1903 - Villa Luzuriaga - Buenos Aires ,Departamento de Humanidades y Ciencias Sociales,La Matanza,ARG,Buenos Aires,Universidad Nacional de La Matanza,625,-34.6705129,-58.5650592,Público,"(-34.6705129, -58.56505920000001)",10
Varela 1903 - Villa Luzuriaga - Buenos Aires ,Escuela de Formación Continua,La Matanza,ARG,Buenos Aires,Universidad Nacional de La Matanza,1810,-34.6705129,-58.5650592,Público,"(-34.6705129, -58.56505920000001)",10
F.Varela 1903 - Villa Luzuriaga - Buenos Aires ,Departamento de Ciencias Económicas,La Matanza,ARG,Buenos Aires,Universidad Nacional de La Matanza,625,-34.6705129,-58.5650592,Público,"(-34.6705129, -58.56505920000001)",10
Rosario 532 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Unidad Académica de Formación de Grado,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Universitario de la Policía Federal Argentina,2040,-34.61951,-58.43642,Público,"(-34.61951, -58.43642)",77
Corvalan 3698 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Escuela de Cadetes Comisario General Juan Ángel Pirker,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Universitario de la Policía Federal Argentina,5438,-34.6714685,-58.467795,Público,"(-34.6714685, -58.467794999999995)",78
Av. Paseo Colón 533 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Unidad Académica de Grado y Posgrado Escuela Superior Gral. de Brig. Manuel María Calderón,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Universitario de Gendarmería Nacional,2262,-34.61421,-58.36947,Público,"(-34.61421, -58.36946999999999)",79
El Quebracho y el Yacaré S/N - Ciudad Evita - Buenos Aires ,Unidad Académica General Don Martín Miguel de Güemes,La Matanza,ARG,Buenos Aires,Instituto Universitario de Gendarmería Nacional,2263,-34.73492,-58.53457,Público,"(-34.73492, -58.534569999999995)",80
Centenario 1399 - Merlo - Buenos Aires ,Escuela de Administración,Merlo,ARG,Buenos Aires,Universidad Nacional del Oeste,3010,-34.6730399,-58.6997501,Público,"(-34.6730399, -58.6997501)",32
Centenario 1399 - Merlo - Buenos Aires ,Escuela de Humanidades,Merlo,ARG,Buenos Aires,Universidad Nacional del Oeste,3010,-34.6730399,-58.6997501,Público,"(-34.6730399, -58.6997501)",32
Córdoba 1055 - Merlo - Buenos Aires ,Escuela de informática,Merlo,ARG,Buenos Aires,Universidad Nacional del Oeste,4426,-34.6644588,-58.7338929,Público,"(-34.6644588, -58.7338929)",18
Córdoba 1055 - Merlo - Buenos Aires ,Escuela de Ingeniería,Merlo,ARG,Buenos Aires,Universidad Nacional del Oeste,4426,-34.6644588,-58.7338929,Público,"(-34.6644588, -58.7338929)",18
Córdoba 1055 - Merlo - Buenos Aires ,Escuela de Ciencias de la Salud,Merlo,ARG,Buenos Aires,Universidad Nacional del Oeste,4426,-34.6644588,-58.7338929,Público,"(-34.6644588, -58.7338929)",18
Paraguay 1255 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Secretaría Académica,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Pedagógica Nacional,3700,-34.59814,-58.38486,Público,"(-34.59814, -58.384859999999996)",81
Bulnes esquina Guiraldes - Merlo - Buenos Aires ,Escuela de Electrónica de Defensa,Merlo,ARG,Buenos Aires,Instituto Universitario Aeronáutico,5397,-34.6883399,-58.7607,Público,"(-34.688339899999995, -58.7607)",82
Av. Tomás Espora 4320 – Burzaco – Buenos Aires,Departamento de Ciencias Aplicadas a la Industria,Almirante Brown,ARG,Buenos Aires,Universidad Nacional Guillermo Brown,6401,-34.8367059,-58.3832381,Público,"(-34.8367059, -58.38323810000001)",19
Av. Tomás Espora 4320 – Burzaco – Buenos Aires,Departamento de Ciencias de la Salud,Almirante Brown,ARG,Buenos Aires,Universidad Nacional Guillermo Brown,6401,-34.8367059,-58.3832381,Público,"(-34.8367059, -58.38323810000001)",19
Av. Tomás Espora 4320 – Burzaco – Buenos Aires,Departamento de Pedagogía,Almirante Brown,ARG,Buenos Aires,Universidad Nacional Guillermo Brown,6401,-34.8367059,-58.3832381,Público,"(-34.8367059, -58.38323810000001)",19
