zona_id,lat,lng
334,-35.0318731,-60.2809101
335,-34.81058,-58.51259
336,-29.1437709,-59.2691744
337,-36.8888821,-60.3346324
338,-34.2622292,-62.7119478
339,-38.7190918,-62.267314
340,-37.9964647,-57.5480382
341,-32.9441439,-60.6509176
342,-26.8246709,-65.203211
343,-34.73492,-58.53457
344,-34.60934,-58.59185
345,-34.4907493,-58.4998979
346,-33.8890633,-60.5705881
347,-32.9591648,-60.64714
348,-30.7499853,-57.9899211
349,-30.94346,-58.78238
350,-34.45159,-58.91679
351,-32.8889146,-68.8423338
352,-30.4267832,-64.3530603
353,-31.4056051,-64.2017327
354,-33.14709,-68.47796
355,-34.9798281,-67.6943792
356,-33.20153,-68.4653662
357,-32.0289846,-60.3014077
358,-31.80811,-66.37444
359,-31.6548416,-60.7084578
360,-29.7089552,-57.0903178
361,-29.7882095,-58.0549296
362,-27.44943,-58.98321
363,-34.61519,-58.37454
364,-31.41208,-64.1844
365,-34.647265,-59.4309755
366,-34.9181969,-59.9951355
367,-39.09548,-67.09669
368,-33.02305,-60.6298278
369,-32.9496149,-60.6546787
370,-33.810398,-59.5101223
371,-34.46128,-58.51002
372,-37.2470261,-61.2598358
373,-39.37576,-62.64676
374,-36.27371,-63.15318
375,-37.5473384,-60.8002088
376,-34.694951,-58.327523
377,-34.6594074,-58.4691224
378,-31.36149,-64.23559
379,-34.6019031,-68.3269938
380,-51.6348654,-69.2184299
381,-32.9514498,-60.6437649
382,-33.1933507,-60.4708966
383,-31.3960828,-58.0169977
384,-33.750914,-61.9545517
385,-34.614806,-58.393997
386,-30.63073,-66.2647
387,-29.41492,-66.8472849
388,-38.94155,-67.9722634
389,-34.60536,-58.46687
390,-34.44856,-58.53662
391,-34.551954,-58.4417878
392,-31.43203,-64.17022
393,-34.6404207,-58.6014921
394,-31.7500823,-60.5046888
395,-34.6077278,-58.4136839
396,-41.1149511,-71.4100261
397,-32.38409,-59.66435
398,-34.9216576,-57.9622086
399,-34.6175111,-58.3700019
400,-34.5840998,-68.53894
401,-26.1933598,-58.1988695
402,-31.6371967,-60.7069352
403,-34.5827267,-60.9434122
404,-34.6652447,-58.3531077
405,-38.01157,-57.58097
406,-27.4852798,-55.1109551
407,-34.4471371,-59.4424788
408,-36.759951,-62.5045126
409,-38.7102019,-62.2646498
410,-42.75906,-65.05776
411,-32.4961564,-58.2295699
412,-34.9047511,-57.9281661
413,-34.588505,-58.397719
414,-34.2010132,-60.7275516
415,-38.92279,-69.1854199
416,-38.89566,-70.07695
417,-36.82031,-69.91521
418,-38.8266599,-68.06622
419,-34.5565348,-58.4952275
420,-31.4436794,-64.1986895
421,-34.4556288,-58.772465
422,-31.4099099,-64.167393
423,-34.61436,-58.39038
424,-36.8873895,-60.3041807
425,-38.9475399,-67.99178
426,-27.473318,-58.8357262
427,-38.6906288,-62.2649852
428,-37.9864702,-57.5498395
429,-26.87227,-65.21829
430,-24.7998093,-65.4219857
431,-34.9176399,-57.9596661
432,-34.9016396,-57.9353
433,-34.6883399,-58.7607
434,-34.582313,-58.373947
435,-38.5721599,-58.69204
436,-34.6714685,-58.467795
437,-34.6137264,-68.3415502
438,-33.7726,-69.04057
439,-27.4620337,-58.8323936
440,-34.3727614,-58.7499774
441,-32.6910222,-62.1064698
442,-31.6443859,-60.702455
443,-31.86902,-59.02421
444,-34.9145879,-57.9546421
445,-31.2571723,-61.4908654
446,-34.9035648,-57.9694609
447,-28.05337,-56.01959
448,-27.3820159,-55.892006
449,-34.8843448,-57.9549852
450,-37.17647,-62.76427
451,-33.73919,-69.11929
452,-36.6858249,-56.6792588
453,-38.0023748,-57.5421948
454,-34.5932297,-58.5083143
455,-33.05328,-61.15761
456,-28.7720339,-68.2105245
457,-29.4299009,-66.8709646
458,-34.5774135,-59.090961
459,-39.0319097,-67.5748177
460,-34.613333,-68.3563636
461,-35.7697566,-58.4930253
462,-36.6255374,-64.2955176
463,-32.3933077,-59.795789
464,-31.8304595,-60.5210023
465,-34.7754573,-58.4581925
466,-34.8449602,-57.8981484
467,-30.2527201,-57.6435641
468,-35.0512681,-58.7696161
469,-39.0949542,-67.0854108
470,-27.2256465,-61.1789482
471,-38.7188944,-61.2939116
472,-38.3819111,-60.2765575
473,-34.4564099,-58.6260793
474,-35.6687009,-63.7726963
475,-34.931087,-58.9462135
476,-35.6693585,-63.7775038
