cue,anexo,nombre_estab,lat,lng,municipio,Provincia,nivel,sector de gestión,Matricula est 5to
600736,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 ""JUAN JOSE BERNAL TORRES""",-37.667334,-59.800882,Benito Juárez,Buenos Aires,Nivel Secundario,Estatal,25.0
600736,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 ""JUAN JOSE BERNAL TORRES""",-37.667334,-59.800882,Benito Juárez,Buenos Aires,Nivel Medio,Estatal,28.0
608574,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº3 ""DR.BENITO JUAREZ""",-37.678433,-59.797995,Benito Juárez,Buenos Aires,Nivel Secundario,Estatal,84.0
623126,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº4,-37.575211,-60.137415,Benito Juárez,Buenos Aires,Nivel Secundario,Estatal,13.0
623126,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº4,-37.575211,-60.137415,Benito Juárez,Buenos Aires,Nivel Medio,Estatal,1.0
606423,1,ANEXO I DE ESCUELA DE EDUCACIÓN SECUNDARIA Nº1,-37.639974,-59.387639,Benito Juárez,Buenos Aires,Nivel Secundario,Estatal,8.0
606423,1,ANEXO I DE ESCUELA DE EDUCACIÓN SECUNDARIA Nº1,-37.639974,-59.387639,Benito Juárez,Buenos Aires,Nivel Medio,Estatal,2.0
609485,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""MANUEL DORREGO""",-34.57064,-60.945002,Junín,Buenos Aires,Nivel Secundario,Estatal,49.0
609485,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""MANUEL DORREGO""",-34.57064,-60.945002,Junín,Buenos Aires,Nivel Medio,Estatal,20.0
609449,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 ""DR.CARLOS SAAVEDRA LAMAS""",-34.761163,-60.841307,Junín,Buenos Aires,Nivel Secundario,Estatal,10.0
609449,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 ""DR.CARLOS SAAVEDRA LAMAS""",-34.761163,-60.841307,Junín,Buenos Aires,Nivel Medio,Estatal,3.0
605569,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº3 ""FUERZA AEREA ARGENTINA""",-34.50802,-60.862672,Junín,Buenos Aires,Nivel Secundario,Estatal,13.0
605569,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº3 ""FUERZA AEREA ARGENTINA""",-34.50802,-60.862672,Junín,Buenos Aires,Nivel Medio,Estatal,3.0
605575,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº5 ""FUERTE FEDERACION""",-34.571773,-60.960539,Junín,Buenos Aires,Nivel Secundario,Estatal,29.0
605575,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº5 ""FUERTE FEDERACION""",-34.571773,-60.960539,Junín,Buenos Aires,Nivel Medio,Estatal,12.0
605578,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº6 ""DR. JOSE A. RODRIGUEZ""",-34.590647,-60.953352,Junín,Buenos Aires,Nivel Secundario,Estatal,75.0
610774,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº7 ""MAYOR ALFREDO ARRIE""",-34.599204,-60.939352,Junín,Buenos Aires,Nivel Secundario,Estatal,110.0
610774,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº7 ""MAYOR ALFREDO ARRIE""",-34.599204,-60.939352,Junín,Buenos Aires,Nivel Medio,Estatal,10.0
611150,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº9 ""EXPEDICIONARIO AL DESIERTO""",-34.59042,-60.953384,Junín,Buenos Aires,Nivel Secundario,Estatal,87.0
619757,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº10,-34.597842,-60.965747,Junín,Buenos Aires,Nivel Secundario,Estatal,12.0
622365,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº11,-34.61635,-60.953219,Junín,Buenos Aires,Nivel Secundario,Estatal,15.0
617361,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº12,-34.574323,-60.938897,Junín,Buenos Aires,Nivel Secundario,Estatal,52.0
617354,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº13,-34.586604,-60.949724,Junín,Buenos Aires,Nivel Secundario,Estatal,30.0
622434,0,SECUNDARIA Nº14,-34.347231,-61.133278,Junín,Buenos Aires,Nivel Secundario,Estatal,5.0
617355,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº15,-34.579932,-60.951454,Junín,Buenos Aires,Nivel Secundario,Estatal,29.0
619756,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº16 ""ISMAEL HORACIO ALONSO""",-34.598395,-60.951764,Junín,Buenos Aires,Nivel Secundario,Estatal,16.0
619759,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº17,-34.589536,-60.936351,Junín,Buenos Aires,Nivel Secundario,Estatal,22.0
619758,0,"ESCUELA DE EDUCACION SECUNDARIA Nº 18 ""ASTOR PIAZZOLLA""",-34.582484,-60.932631,Junín,Buenos Aires,Nivel Secundario,Estatal,29.0
617357,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº19,-34.58778,-60.956895,Junín,Buenos Aires,Nivel Secundario,Estatal,14.0
617358,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº20,-34.584858,-60.970271,Junín,Buenos Aires,Nivel Secundario,Estatal,19.0
623148,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº21,-34.572359,-61.072676,Junín,Buenos Aires,Nivel Secundario,Estatal,9.0
617279,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº22,-34.584735,-60.942836,Junín,Buenos Aires,Nivel Secundario,Estatal,39.0
622434,1,EXTENSION A SECUNDARIA Nº14,-34.460302,-61.066429,Junín,Buenos Aires,Nivel Secundario,Estatal,5.0
619756,1,EXTENSION I DE ESCUELA DE EDUCACIÓN SECUNDARIA Nº16,-34.572246,-60.9093,Junín,Buenos Aires,Nivel Secundario,Estatal,5.0
609485,1,ANEXO DE ESCUELA DE EDUCACIÓN SECUNDARIA Nº1,-34.576163,-60.947205,Junín,Buenos Aires,Nivel Secundario,Estatal,23.0
609714,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""FRANCISCO N DE LAPRIDA""",-37.545513,-60.798061,Laprida,Buenos Aires,Nivel Secundario,Estatal,91.0
609714,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""FRANCISCO N DE LAPRIDA""",-37.545513,-60.798061,Laprida,Buenos Aires,Nivel Medio,Estatal,16.0
620273,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 ""JOSÉ EUGENIO LACOUT""",-37.2278,-60.960164,Laprida,Buenos Aires,Nivel Secundario,Estatal,5.0
610974,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº1,-34.466572,-58.649389,Tigre,Buenos Aires,Nivel Secundario,Estatal,116.0
610974,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº1,-34.466572,-58.649389,Tigre,Buenos Aires,Nivel Medio,Estatal,55.0
608437,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 ""BRIG GRAL J. M. DE ROSAS""",-34.45464,-58.631917,Tigre,Buenos Aires,Nivel Secundario,Estatal,125.0
608437,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 ""BRIG GRAL J. M. DE ROSAS""",-34.45464,-58.631917,Tigre,Buenos Aires,Nivel Medio,Estatal,44.0
611766,0,"ESCUELA SECUNDARIA ""LA RECONQUISTA""",-34.498761,-58.638335,Tigre,Buenos Aires,Nivel Secundario,Estatal,119.0
611766,0,"ESCUELA SECUNDARIA ""LA RECONQUISTA""",-34.498761,-58.638335,Tigre,Buenos Aires,Nivel Medio,Estatal,33.0
611766,0,"ESCUELA SECUNDARIA ""LA RECONQUISTA""",-34.498761,-58.638335,Tigre,Buenos Aires,Plan Fines (Trayectos y Deudores),Estatal,29.0
608105,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº4 ""REVOLUCION FRANCESA""",-34.412391,-58.682875,Tigre,Buenos Aires,Nivel Secundario,Estatal,62.0
608105,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº4 ""REVOLUCION FRANCESA""",-34.412391,-58.682875,Tigre,Buenos Aires,Nivel Medio,Estatal,34.0
605288,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº5,-34.480545,-58.624257,Tigre,Buenos Aires,Nivel Secundario,Estatal,82.0
605288,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº5,-34.480545,-58.624257,Tigre,Buenos Aires,Nivel Medio,Estatal,25.0
608321,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº6,-34.50369,-58.618799,Tigre,Buenos Aires,Nivel Secundario,Estatal,106.0
608321,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº6,-34.50369,-58.618799,Tigre,Buenos Aires,Nivel Medio,Estatal,23.0
607819,0,ESCUELA DE EDUCACIÓN SECUNDARIA N°7,-34.41943,-58.603536,Tigre,Buenos Aires,Nivel Secundario,Estatal,81.0
607819,0,ESCUELA DE EDUCACIÓN SECUNDARIA N°7,-34.41943,-58.603536,Tigre,Buenos Aires,Nivel Medio,Estatal,24.0
611923,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº8,-34.455049,-58.622472,Tigre,Buenos Aires,Nivel Secundario,Estatal,132.0
620401,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº9,-34.418185,-58.587918,Tigre,Buenos Aires,Nivel Secundario,Estatal,167.0
620401,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº9,-34.418185,-58.587918,Tigre,Buenos Aires,Nivel Medio,Estatal,10.0
603116,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº10,-34.425918,-58.57514,Tigre,Buenos Aires,Nivel Secundario,Estatal,90.0
603116,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº10,-34.425918,-58.57514,Tigre,Buenos Aires,Nivel Medio,Estatal,31.0
610582,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº11 ""JUANA AZURDUY""",-34.49385,-58.617685,Tigre,Buenos Aires,Nivel Secundario,Estatal,112.0
616244,0,ESCUELA DE EDUCACIÓN SECUNDARIA N°12,-34.381766,-58.559232,Islas Tigre,Buenos Aires,Nivel Secundario,Estatal,7.0
616244,0,ESCUELA DE EDUCACIÓN SECUNDARIA N°12,-34.381766,-58.559232,Islas Tigre,Buenos Aires,Nivel Medio,Estatal,4.0
618285,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº13,-34.458845,-58.607943,Tigre,Buenos Aires,Nivel Secundario,Estatal,33.0
618288,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº14,-34.442397,-58.586146,Tigre,Buenos Aires,Nivel Secundario,Estatal,30.0
619014,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº15,-34.45674,-58.634057,Tigre,Buenos Aires,Nivel Secundario,Estatal,64.0
618286,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº16,-34.358344,-58.686786,Tigre,Buenos Aires,Nivel Secundario,Estatal,53.0
618298,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº17,-34.460986,-58.68511,Tigre,Buenos Aires,Nivel Secundario,Estatal,49.0
618300,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº18,-34.482431,-58.653302,Tigre,Buenos Aires,Nivel Secundario,Estatal,26.0
618292,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº19,-34.455143,-58.614175,Tigre,Buenos Aires,Nivel Secundario,Estatal,56.0
618380,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº20,-34.454773,-58.679906,Tigre,Buenos Aires,Nivel Secundario,Estatal,29.0
617262,0,"ESCUELA DE EDUCACION SECUNDARIA Nº21 ""DR. RENÉ G. FAVALORO""",-34.413235,-58.688257,Tigre,Buenos Aires,Nivel Secundario,Estatal,95.0
618390,0,ESCUELA DE EDUCACION SECUNDARIA Nº22,-34.434029,-58.666916,Tigre,Buenos Aires,Nivel Secundario,Estatal,64.0
617465,0,ESCUELA DE EDUCACIÓN SECUNDARIA N°23,-34.472086,-58.630917,Tigre,Buenos Aires,Nivel Secundario,Estatal,37.0
618389,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº24,-34.450879,-58.604068,Tigre,Buenos Aires,Nivel Secundario,Estatal,64.0
620233,0,ESCUELA DE EDUCACIÓN SECUNDARIA N°25,-34.369135,-58.592783,Islas Tigre,Buenos Aires,Nivel Secundario,Estatal,4.0
618301,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº26,-34.457444,-58.652202,Tigre,Buenos Aires,Nivel Secundario,Estatal,41.0
618295,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº27,-34.465587,-58.664908,Tigre,Buenos Aires,Nivel Secundario,Estatal,43.0
618303,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº28,-34.421876,-58.680506,Tigre,Buenos Aires,Nivel Secundario,Estatal,45.0
618907,0,ESCUELA DE EDUCACIÓN SECUNDARIA N°32,-34.405749,-58.713863,Tigre,Buenos Aires,Nivel Secundario,Estatal,57.0
618284,0,ESCUELA DE EDUCACIÓN SECUNDARIA N°33,-34.448978,-58.655311,Tigre,Buenos Aires,Nivel Secundario,Estatal,41.0
611766,2,EXTENSION A ESCUELA DE EDUCACIÓN SECUNDARIA Nº3,-34.498712,-58.638481,Tigre,Buenos Aires,Nivel Secundario,Estatal,11.0
620233,2,EXTENSION I DE LA ESCUELA DE EDUCACIÓN SECUNDARIA N° 12,-34.324624,-58.533639,Islas Tigre,Buenos Aires,Nivel Secundario,Estatal,3.0
611766,1,ANEXO A ESC. SECUNDARIA Nº3,-34.494012,-58.639512,Tigre,Buenos Aires,Nivel Secundario,Estatal,24.0
618389,1,ANEXO I DE ESCUELA DE EDUCACIÓN SECUNDARIA Nº24,-34.44753,-58.609088,Tigre,Buenos Aires,Nivel Secundario,Estatal,19.0
603429,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""DEL PUEBLO DE LAS FLORES""",-36.016745,-59.095077,Las Flores,Buenos Aires,Nivel Secundario,Estatal,50.0
618133,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 ""DOMINGO F. SARMIENTO""",-36.020465,-59.100651,Las Flores,Buenos Aires,Nivel Secundario,Estatal,84.0
618133,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 ""DOMINGO F. SARMIENTO""",-36.020465,-59.100651,Las Flores,Buenos Aires,Nivel Medio,Estatal,16.0
618917,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº3,-36.013152,-59.100501,Las Flores,Buenos Aires,Nivel Secundario,Estatal,19.0
623003,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº4,-36.021149,-59.101791,Las Flores,Buenos Aires,Nivel Secundario,Estatal,18.0
610239,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""PAULA ALBARRACIN""",-34.933678,-58.950567,General Las Heras,Buenos Aires,Nivel Secundario,Estatal,63.0
610239,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""PAULA ALBARRACIN""",-34.933678,-58.950567,General Las Heras,Buenos Aires,Nivel Medio,Estatal,9.0
610239,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""PAULA ALBARRACIN""",-34.933678,-58.950567,General Las Heras,Buenos Aires,Plan Fines (Trayectos y Deudores),Estatal,7.0
622085,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº2,-34.828841,-58.941793,General Las Heras,Buenos Aires,Nivel Secundario,Estatal,18.0
622085,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº2,-34.828841,-58.941793,General Las Heras,Buenos Aires,Nivel Medio,Estatal,2.0
622453,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº3,-34.850194,-59.053148,General Las Heras,Buenos Aires,Nivel Secundario,Estatal,7.0
620096,0,ESCUELA DE EDUCACIÓN SECUNDARIA N°4,-34.929335,-58.941302,General Las Heras,Buenos Aires,Nivel Secundario,Estatal,9.0
607195,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº1,-34.519269,-61.39236,Leandro N. Alem,Buenos Aires,Nivel Secundario,Estatal,30.0
607195,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº1,-34.519269,-61.39236,Leandro N. Alem,Buenos Aires,Nivel Medio,Estatal,5.0
604241,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº2,-34.443911,-61.808772,Leandro N. Alem,Buenos Aires,Nivel Secundario,Estatal,42.0
604241,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº2,-34.443911,-61.808772,Leandro N. Alem,Buenos Aires,Nivel Medio,Estatal,8.0
606228,0,LEANDRO N ALEM,-34.499312,-61.537863,Leandro N. Alem,Buenos Aires,Nivel Secundario,Estatal,65.0
606228,0,LEANDRO N ALEM,-34.499312,-61.537863,Leandro N. Alem,Buenos Aires,Plan Fines (Trayectos y Deudores),Estatal,0.0
622089,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº5,-34.439836,-61.847607,Leandro N. Alem,Buenos Aires,Nivel Secundario,Estatal,6.0
622373,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº6,-34.654505,-61.582957,Leandro N. Alem,Buenos Aires,Nivel Secundario,Estatal,9.0
609733,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""CARLOS PELLEGRINI""",-35.331635,-61.614409,Lincoln,Buenos Aires,Nivel Secundario,Estatal,15.0
609733,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""CARLOS PELLEGRINI""",-35.331635,-61.614409,Lincoln,Buenos Aires,Nivel Medio,Estatal,5.0
609730,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 ""PAULA ALBARRACIN""",-34.988135,-61.773734,Lincoln,Buenos Aires,Nivel Secundario,Estatal,21.0
609730,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 ""PAULA ALBARRACIN""",-34.988135,-61.773734,Lincoln,Buenos Aires,Nivel Medio,Estatal,4.0
609408,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº3 ""A. LINCOLN""",-34.87459,-61.535323,Lincoln,Buenos Aires,Nivel Secundario,Estatal,84.0
609408,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº3 ""A. LINCOLN""",-34.87459,-61.535323,Lincoln,Buenos Aires,Plan Fines (Trayectos y Deudores),Estatal,5.0
617467,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº4,-34.862376,-61.522882,Lincoln,Buenos Aires,Nivel Secundario,Estatal,33.0
617468,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº 5 ""RENÉ FAVALORO""",-34.86962,-61.528787,Lincoln,Buenos Aires,Nivel Secundario,Estatal,31.0
622370,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº6,-34.867546,-61.28863,Lincoln,Buenos Aires,Nivel Secundario,Estatal,8.0
603550,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº7,-35.1477,-62.241103,Lincoln,Buenos Aires,Nivel Secundario,Estatal,16.0
609733,1,EXTENSIÓN I DE LA ESCUELA DE EDUCACIÓN SECUNDARIA Nº1,-35.088506,-61.513889,Lincoln,Buenos Aires,Nivel Medio,Estatal,4.0
609730,2,EXTENSIÓN 1 DE LA ESCUELA DE EDUCACIÓN SECUNDARIA Nº2,-35.14449,-61.968839,Lincoln,Buenos Aires,Nivel Medio,Estatal,18.0
617468,2,ANEXO I A ESCUELA DE EDUCACIÓN SECUNDARIA Nº5,-34.862372,-61.522881,Lincoln,Buenos Aires,Nivel Medio,Estatal,26.0
617468,2,ANEXO I A ESCUELA DE EDUCACIÓN SECUNDARIA Nº5,-34.862372,-61.522881,Lincoln,Buenos Aires,Plan Fines (Trayectos y Deudores),Estatal,0.0
601747,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº1,-37.624078,-58.745304,Balcarce,Buenos Aires,Nivel Secundario,Estatal,10.0
601747,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº1,-37.624078,-58.745304,Balcarce,Buenos Aires,Nivel Medio,Estatal,2.0
605579,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº2,-38.168445,-58.777972,Lobería,Buenos Aires,Nivel Secundario,Estatal,56.0
605579,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº2,-38.168445,-58.777972,Lobería,Buenos Aires,Nivel Medio,Estatal,14.0
622045,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº3,-37.786654,-58.846971,Lobería,Buenos Aires,Nivel Secundario,Estatal,12.0
620545,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº4,-38.195983,-58.740355,Lobería,Buenos Aires,Nivel Secundario,Estatal,9.0
617469,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº5,-38.155091,-58.782331,Lobería,Buenos Aires,Nivel Secundario,Estatal,42.0
620545,2,ANEXO I DE ESCUELA DE EDUCACIÓN SECUNDARIA Nº4,-38.328899,-58.345627,Lobería,Buenos Aires,Nivel Secundario,Estatal,5.0
610999,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº1,-35.194607,-59.095438,Lobos,Buenos Aires,Nivel Secundario,Estatal,98.0
617949,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº2,-35.301411,-59.168345,Lobos,Buenos Aires,Nivel Secundario,Estatal,23.0
618134,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº3,-35.148862,-59.086908,Lobos,Buenos Aires,Nivel Secundario,Estatal,45.0
619763,0,ESCUELA DE EDUCACIÓN SECUNDARIA N° 4,-35.177385,-59.07886,Lobos,Buenos Aires,Nivel Secundario,Estatal,19.0
618136,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº5,-35.171175,-59.092035,Lobos,Buenos Aires,Nivel Secundario,Estatal,35.0
623109,0,ESCUELA DE EDUCACION SECUNDARIA Nº6,-35.184234,-59.095827,Lobos,Buenos Aires,Nivel Secundario,Estatal,34.0
623024,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº7,-35.167089,-59.238481,Lobos,Buenos Aires,Nivel Secundario,Estatal,7.0
618134,1,ANEXO DE ESCUELA DE EDUCACIÓN SECUNDARIA Nº3,-35.063055,-59.0433,Lobos,Buenos Aires,Nivel Secundario,Estatal,6.0
610476,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""ABRAHAN LINCOL""",-34.745351,-58.39966,Lomas de Zamora,Buenos Aires,Nivel Secundario,Estatal,71.0
610476,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""ABRAHAN LINCOL""",-34.745351,-58.39966,Lomas de Zamora,Buenos Aires,Nivel Medio,Estatal,21.0
607907,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº2,-34.804556,-58.424525,Lomas de Zamora,Buenos Aires,Nivel Secundario,Estatal,27.0
607907,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº2,-34.804556,-58.424525,Lomas de Zamora,Buenos Aires,Nivel Medio,Estatal,16.0
607922,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº3 ""HEROES DE MALVINAS""",-34.789848,-58.414601,Lomas de Zamora,Buenos Aires,Nivel Secundario,Estatal,61.0
607922,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº3 ""HEROES DE MALVINAS""",-34.789848,-58.414601,Lomas de Zamora,Buenos Aires,Nivel Medio,Estatal,14.0
611303,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº6 ""LA SIMBOLICA""",-34.743277,-58.388273,Lomas de Zamora,Buenos Aires,Nivel Secundario,Estatal,101.0
611303,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº6 ""LA SIMBOLICA""",-34.743277,-58.388273,Lomas de Zamora,Buenos Aires,Nivel Medio,Estatal,23.0
608304,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº7 ""DR. RENE GERONIMO FAVALORO""",-34.758098,-58.402948,Lomas de Zamora,Buenos Aires,Nivel Secundario,Estatal,111.0
608304,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº7 ""DR. RENE GERONIMO FAVALORO""",-34.758098,-58.402948,Lomas de Zamora,Buenos Aires,Nivel Medio,Estatal,18.0
604029,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº8,-34.74901,-58.350105,Lomas de Zamora,Buenos Aires,Nivel Secundario,Estatal,74.0
604029,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº8,-34.74901,-58.350105,Lomas de Zamora,Buenos Aires,Nivel Medio,Estatal,27.0
610677,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº9 ""UNIDAD LATINOAMERICANA""",-34.725491,-58.4637,Lomas de Zamora,Buenos Aires,Nivel Secundario,Estatal,100.0
610677,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº9 ""UNIDAD LATINOAMERICANA""",-34.725491,-58.4637,Lomas de Zamora,Buenos Aires,Nivel Medio,Estatal,23.0
608769,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº10,-34.765308,-58.431883,Lomas de Zamora,Buenos Aires,Nivel Secundario,Estatal,101.0
610667,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº11,-34.701055,-58.443212,Lomas de Zamora,Buenos Aires,Nivel Secundario,Estatal,97.0
610667,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº11,-34.701055,-58.443212,Lomas de Zamora,Buenos Aires,Nivel Medio,Estatal,12.0
604836,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº12,-34.745456,-58.397248,Lomas de Zamora,Buenos Aires,Nivel Secundario,Estatal,137.0
607621,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº13,-34.765681,-58.403328,Lomas de Zamora,Buenos Aires,Nivel Secundario,Estatal,106.0
607915,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº14 ""CTE DE MARINA TOMAS ESPORA""",-34.775203,-58.39546,Lomas de Zamora,Buenos Aires,Nivel Secundario,Estatal,165.0
620238,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº15,-34.750493,-58.371487,Lomas de Zamora,Buenos Aires,Nivel Secundario,Estatal,80.0
610767,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº21 ""ANTONIO MENTRUYT""",-34.748919,-58.401886,Lomas de Zamora,Buenos Aires,Nivel Secundario,Estatal,217.0
610767,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº21 ""ANTONIO MENTRUYT""",-34.748919,-58.401886,Lomas de Zamora,Buenos Aires,Nivel Medio,Estatal,6.0
610694,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº22,-34.710573,-58.449903,Lomas de Zamora,Buenos Aires,Nivel Secundario,Estatal,61.0
614693,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº23,-34.752404,-58.443569,Lomas de Zamora,Buenos Aires,Nivel Secundario,Estatal,23.0
614751,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº24,-34.717457,-58.460786,Lomas de Zamora,Buenos Aires,Nivel Secundario,Estatal,76.0
614751,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº24,-34.717457,-58.460786,Lomas de Zamora,Buenos Aires,Nivel Medio,Estatal,45.0
614750,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº25,-34.723425,-58.445411,Lomas de Zamora,Buenos Aires,Nivel Secundario,Estatal,36.0
614750,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº25,-34.723425,-58.445411,Lomas de Zamora,Buenos Aires,Nivel Medio,Estatal,20.0
