cue,anexo,nombre_estab,lat,lng,municipio,Provincia,nivel,sector de gestión,Matricula est 5to
609913,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""DR. JOSE A. NAVA""",-33.482716,-60.004172,Ramallo,Buenos Aires,Nivel Medio,Estatal,18.0
609912,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº 2 ""GUILLERMO LELOIR""",-33.482939,-60.004125,Ramallo,Buenos Aires,Nivel Secundario,Estatal,55.0
609912,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº 2 ""GUILLERMO LELOIR""",-33.482939,-60.004125,Ramallo,Buenos Aires,Nivel Medio,Estatal,11.0
617567,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº3,-33.488167,-60.008537,Ramallo,Buenos Aires,Nivel Secundario,Estatal,39.0
617569,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº4 ""HEBE NOEMI BAEZ""",-33.494443,-60.054527,Ramallo,Buenos Aires,Nivel Secundario,Estatal,20.0
620447,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº5 ""IRMA GARRO DE ESEVERRI""",-33.430916,-60.149531,Ramallo,Buenos Aires,Nivel Secundario,Estatal,28.0
620447,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº5 ""IRMA GARRO DE ESEVERRI""",-33.430916,-60.149531,Ramallo,Buenos Aires,Nivel Medio,Estatal,8.0
617237,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº6,-33.491058,-60.013036,Ramallo,Buenos Aires,Nivel Secundario,Estatal,33.0
622357,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº7,-33.565583,-59.978213,Ramallo,Buenos Aires,Nivel Secundario,Estatal,10.0
601034,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº8,-33.77392,-60.094866,Ramallo,Buenos Aires,Nivel Secundario,Estatal,49.0
620221,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº2,-36.778271,-59.093716,Rauch,Buenos Aires,Nivel Secundario,Estatal,24.0
622509,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº3,-36.794393,-59.051062,Rauch,Buenos Aires,Nivel Secundario,Estatal,18.0
606661,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""JOSE MANUEL ESTRADA""",-35.48831,-62.974109,Rivadavia,Buenos Aires,Nivel Secundario,Estatal,45.0
606661,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""JOSE MANUEL ESTRADA""",-35.48831,-62.974109,Rivadavia,Buenos Aires,Nivel Medio,Estatal,15.0
606663,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº3,-35.847602,-63.290817,Rivadavia,Buenos Aires,Nivel Secundario,Estatal,5.0
621743,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº4,-35.275719,-63.213398,Rivadavia,Buenos Aires,Nivel Secundario,Estatal,8.0
621743,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº4,-35.275719,-63.213398,Rivadavia,Buenos Aires,Nivel Medio,Estatal,2.0
618740,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº5,-35.488657,-62.969125,Rivadavia,Buenos Aires,Nivel Secundario,Estatal,47.0
619813,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº6,-35.702457,-63.025246,Rivadavia,Buenos Aires,Nivel Secundario,Estatal,11.0
606667,0,ESCUELA DE EDUCACIÓN SECUNDARIA N°7,-35.557351,-63.379832,Rivadavia,Buenos Aires,Nivel Secundario,Estatal,19.0
605238,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""FRANCISCO P. MORENO""",-34.360218,-60.783493,Rojas,Buenos Aires,Nivel Secundario,Estatal,14.0
608003,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 ""ADOLFINA VALENZUELA""",-34.035277,-60.866629,Rojas,Buenos Aires,Nivel Secundario,Estatal,16.0
606536,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº3,-34.189969,-60.720032,Rojas,Buenos Aires,Nivel Secundario,Estatal,23.0
606536,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº3,-34.189969,-60.720032,Rojas,Buenos Aires,Nivel Medio,Estatal,8.0
607754,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº4 ""NICOLAS AVELLANEDA""",-34.202803,-60.734463,Rojas,Buenos Aires,Nivel Secundario,Estatal,76.0
607754,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº4 ""NICOLAS AVELLANEDA""",-34.202803,-60.734463,Rojas,Buenos Aires,Nivel Medio,Estatal,20.0
619000,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº5,-34.202334,-60.738926,Rojas,Buenos Aires,Nivel Secundario,Estatal,51.0
619814,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº6,-34.200057,-60.727446,Rojas,Buenos Aires,Nivel Secundario,Estatal,18.0
607051,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""DR. JOSE ROQUE PEREZ""",-35.398496,-59.336819,Roque Pérez,Buenos Aires,Nivel Secundario,Estatal,76.0
607051,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""DR. JOSE ROQUE PEREZ""",-35.398496,-59.336819,Roque Pérez,Buenos Aires,Nivel Medio,Estatal,11.0
620504,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº2,-35.315502,-59.523706,Roque Pérez,Buenos Aires,Nivel Secundario,Estatal,14.0
622506,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº3,-35.511618,-59.251891,Roque Pérez,Buenos Aires,Nivel Secundario,Estatal,8.0
618361,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº4,-35.402388,-59.325462,Roque Pérez,Buenos Aires,Nivel Secundario,Estatal,27.0
619815,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº5,-35.487451,-59.099058,Roque Pérez,Buenos Aires,Nivel Secundario,Estatal,8.0
609427,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""DR. ADOLFO ALSINA""",-37.767041,-62.352618,Saavedra,Buenos Aires,Nivel Secundario,Estatal,20.0
609427,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""DR. ADOLFO ALSINA""",-37.767041,-62.352618,Saavedra,Buenos Aires,Nivel Medio,Estatal,8.0
600288,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº2,-37.599809,-62.405954,Saavedra,Buenos Aires,Nivel Secundario,Estatal,31.0
600288,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº2,-37.599809,-62.405954,Saavedra,Buenos Aires,Nivel Medio,Estatal,5.0
600285,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº3,-37.361776,-62.435438,Saavedra,Buenos Aires,Nivel Secundario,Estatal,12.0
600285,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº3,-37.361776,-62.435438,Saavedra,Buenos Aires,Nivel Medio,Estatal,1.0
619816,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº4,-37.515497,-62.314341,Saavedra,Buenos Aires,Nivel Secundario,Estatal,7.0
622405,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº5,-37.604092,-62.391877,Saavedra,Buenos Aires,Nivel Secundario,Estatal,11.0
609427,1,ANEXO I DE ESCUELA DE EDUCACIÓN SECUNDARIA Nº1,-37.944095,-62.283082,Saavedra,Buenos Aires,Nivel Secundario,Estatal,3.0
609669,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº1,-35.511056,-59.518136,Saladillo,Buenos Aires,Nivel Secundario,Estatal,20.0
609669,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº1,-35.511056,-59.518136,Saladillo,Buenos Aires,Nivel Medio,Estatal,1.0
603423,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 ""MANUEL PARDAL""",-35.634957,-59.773513,Saladillo,Buenos Aires,Nivel Secundario,Estatal,70.0
621829,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº3,-35.635091,-59.788305,Saladillo,Buenos Aires,Nivel Secundario,Estatal,22.0
620644,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº4 ""SUSANA ESTHER SOBA""",-35.592355,-59.510408,Saladillo,Buenos Aires,Nivel Secundario,Estatal,13.0
618362,0,ESCUELA SECUNDARIA BASICA Nº5,-35.637019,-59.759584,Saladillo,Buenos Aires,Nivel Secundario,Estatal,24.0
618363,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº6,-35.62731,-59.765437,Saladillo,Buenos Aires,Nivel Secundario,Estatal,39.0
609036,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""30 DE NOVIEMBRE""",-34.442965,-59.446438,San Andrés de Giles,Buenos Aires,Nivel Secundario,Estatal,19.0
609036,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""30 DE NOVIEMBRE""",-34.442965,-59.446438,San Andrés de Giles,Buenos Aires,Nivel Medio,Estatal,20.0
609034,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 ""FRAY MAMERTO ESQUIU""",-34.447021,-59.4485,San Andrés de Giles,Buenos Aires,Nivel Secundario,Estatal,67.0
620100,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº3 ""DR. RENÉ FAVALORO""",-34.444763,-59.359007,San Andrés de Giles,Buenos Aires,Nivel Secundario,Estatal,15.0
622086,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº4,-34.434279,-59.260522,San Andrés de Giles,Buenos Aires,Nivel Secundario,Estatal,11.0
620454,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº5,-34.505553,-59.338037,San Andrés de Giles,Buenos Aires,Nivel Secundario,Estatal,10.0
622087,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº6,-34.611088,-59.632341,San Andrés de Giles,Buenos Aires,Nivel Secundario,Estatal,3.0
620443,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº7,-34.296255,-59.322732,San Andrés de Giles,Buenos Aires,Nivel Secundario,Estatal,15.0
619818,0,ESC. SECUNDARIA Nº8,-34.454067,-59.439662,San Andrés de Giles,Buenos Aires,Nivel Secundario,Estatal,15.0
619819,0,ESC. SECUNDARIA Nº9,-34.438256,-59.442266,San Andrés de Giles,Buenos Aires,Nivel Secundario,Estatal,18.0
620443,1,EXTENSION I DE ESCUELA DE EDUCACIÓN SECUNDARIA Nº7,-34.366181,-59.372571,San Andrés de Giles,Buenos Aires,Nivel Secundario,Estatal,6.0
622087,1,ANEXO I DE ESCUELA DE EDUCACIÓN SECUNDARIA Nº6,-34.547009,-59.425112,San Andrés de Giles,Buenos Aires,Nivel Secundario,Estatal,4.0
608185,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""JUAN HIPOLITO VIEYTES""",-34.247779,-59.46547,San Antonio de Areco,Buenos Aires,Nivel Secundario,Estatal,62.0
608185,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""JUAN HIPOLITO VIEYTES""",-34.247779,-59.46547,San Antonio de Areco,Buenos Aires,Nivel Medio,Estatal,19.0
617247,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 RICARDO PANNUNZIO,-34.24995,-59.477809,San Antonio de Areco,Buenos Aires,Nivel Secundario,Estatal,12.0
620426,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº3 ""MARIANO USTARIZ""",-34.121685,-59.433085,San Antonio de Areco,Buenos Aires,Nivel Secundario,Estatal,14.0
620462,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº4,-34.260023,-59.460809,San Antonio de Areco,Buenos Aires,Nivel Secundario,Estatal,16.0
618745,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº5,-34.251698,-59.471435,San Antonio de Areco,Buenos Aires,Nivel Secundario,Estatal,32.0
606006,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""MANUEL BELGRANO""",-34.448332,-58.575879,San Fernando,Buenos Aires,Nivel Secundario,Estatal,71.0
606006,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""MANUEL BELGRANO""",-34.448332,-58.575879,San Fernando,Buenos Aires,Nivel Medio,Estatal,20.0
607653,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 ""HERNANDO ARIAS DE SAAVEDRA""",-34.466883,-58.572923,San Fernando,Buenos Aires,Nivel Secundario,Estatal,105.0
607653,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 ""HERNANDO ARIAS DE SAAVEDRA""",-34.466883,-58.572923,San Fernando,Buenos Aires,Nivel Medio,Estatal,34.0
608289,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº3 ""JUAN N. MADERO""",-34.446163,-58.551415,San Fernando,Buenos Aires,Nivel Secundario,Estatal,34.0
608289,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº3 ""JUAN N. MADERO""",-34.446163,-58.551415,San Fernando,Buenos Aires,Nivel Medio,Estatal,29.0
610501,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº6 ""JOSE G ARTIGAS""",-34.446056,-58.55158,San Fernando,Buenos Aires,Nivel Secundario,Estatal,158.0
613096,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº7 ""CACIQUE PINCEN""",-34.242783,-58.264096,Islas San Fernando,Buenos Aires,Nivel Secundario,Estatal,2.0
615458,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº8 ""PRESIDENTE PERON""",-34.456064,-58.554577,San Fernando,Buenos Aires,Nivel Secundario,Estatal,46.0
615458,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº8 ""PRESIDENTE PERON""",-34.456064,-58.554577,San Fernando,Buenos Aires,Nivel Medio,Estatal,19.0
620479,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº9,-34.108345,-58.782717,Islas San Fernando,Buenos Aires,Nivel Secundario,Estatal,5.0
617571,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº10,-34.452889,-58.54816,San Fernando,Buenos Aires,Nivel Secundario,Estatal,37.0
618747,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº11,-34.453851,-58.561116,San Fernando,Buenos Aires,Nivel Secundario,Estatal,27.0
617242,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº12,-34.441774,-58.557564,San Fernando,Buenos Aires,Nivel Secundario,Estatal,37.0
617570,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº13,-34.452045,-58.54074,San Fernando,Buenos Aires,Nivel Secundario,Estatal,38.0
618945,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº14,-34.472779,-58.594949,San Fernando,Buenos Aires,Nivel Secundario,Estatal,40.0
619872,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº15,-34.47764,-58.585359,San Fernando,Buenos Aires,Nivel Secundario,Estatal,15.0
618948,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº16,-34.456952,-58.577538,San Fernando,Buenos Aires,Nivel Secundario,Estatal,39.0
618748,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº17,-34.450285,-58.567204,San Fernando,Buenos Aires,Nivel Secundario,Estatal,30.0
620274,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº18,-34.459351,-58.542522,San Fernando,Buenos Aires,Nivel Secundario,Estatal,17.0
618946,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº19,-34.465066,-58.584152,San Fernando,Buenos Aires,Nivel Secundario,Estatal,36.0
618029,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº20,-34.466182,-58.595304,San Fernando,Buenos Aires,Nivel Secundario,Estatal,32.0
618949,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº21,-34.437775,-58.564213,San Fernando,Buenos Aires,Nivel Secundario,Estatal,38.0
620478,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº22,-34.194903,-58.48796,Islas San Fernando,Buenos Aires,Nivel Secundario,Estatal,7.0
618947,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº23,-34.444462,-58.550804,San Fernando,Buenos Aires,Nivel Secundario,Estatal,38.0
618972,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº24 ""LISANDRO DE LA TORRE""",-34.458834,-58.560547,San Fernando,Buenos Aires,Nivel Secundario,Estatal,39.0
620414,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº25,-34.251531,-58.645876,Islas San Fernando,Buenos Aires,Nivel Secundario,Estatal,13.0
617205,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº26,-34.469923,-58.588489,San Fernando,Buenos Aires,Nivel Secundario,Estatal,36.0
619822,0,ESCUELA DE EDUCACIÓN SECUNDARIA N°27,-34.44052,-58.563938,San Fernando,Buenos Aires,Nivel Secundario,Estatal,22.0
620261,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº1,-34.500735,-58.557232,San Isidro,Buenos Aires,Nivel Secundario,Estatal,71.0
620261,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº1,-34.500735,-58.557232,San Isidro,Buenos Aires,Nivel Medio,Estatal,49.0
612271,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 ""LUIS VERNET""",-34.522289,-58.545165,San Isidro,Buenos Aires,Nivel Secundario,Estatal,67.0
612271,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 ""LUIS VERNET""",-34.522289,-58.545165,San Isidro,Buenos Aires,Nivel Medio,Estatal,23.0
612206,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº3 ""GENERAL SAN MARTIN""",-34.470136,-58.520389,San Isidro,Buenos Aires,Nivel Secundario,Estatal,68.0
612206,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº3 ""GENERAL SAN MARTIN""",-34.470136,-58.520389,San Isidro,Buenos Aires,Nivel Medio,Estatal,15.0
612125,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº4 ""FRAY LUIS BELTRAN""",-34.509673,-58.569877,San Isidro,Buenos Aires,Nivel Secundario,Estatal,96.0
612125,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº4 ""FRAY LUIS BELTRAN""",-34.509673,-58.569877,San Isidro,Buenos Aires,Nivel Medio,Estatal,26.0
612176,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº5 ""BARTOLOME MITRE""",-34.490235,-58.521227,San Isidro,Buenos Aires,Nivel Secundario,Estatal,22.0
612176,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº5 ""BARTOLOME MITRE""",-34.490235,-58.521227,San Isidro,Buenos Aires,Nivel Medio,Estatal,7.0
612242,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº6 ""DR. CARLOS SAAVEDRA LAMAS""",-34.470262,-58.518529,San Isidro,Buenos Aires,Nivel Secundario,Estatal,57.0
612282,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº7 ""NICOLAS COPERMICO""",-34.508391,-58.537946,San Isidro,Buenos Aires,Nivel Secundario,Estatal,112.0
612287,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº8 ""DR. ANTONIO SAGARNA""",-34.470923,-58.510467,San Isidro,Buenos Aires,Nivel Secundario,Estatal,149.0
612304,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº9 ""ROBERTO GIUSTI""",-34.496267,-58.524178,San Isidro,Buenos Aires,Nivel Secundario,Estatal,92.0
612291,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº10 ""BATALLA DE LA VUELTA OBLIGADO""",-34.482682,-58.50567,San Isidro,Buenos Aires,Nivel Secundario,Estatal,51.0
612291,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº10 ""BATALLA DE LA VUELTA OBLIGADO""",-34.482682,-58.50567,San Isidro,Buenos Aires,Nivel Medio,Estatal,13.0
612196,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº11 ""DE VILLA ADELINA""",-34.513943,-58.532568,San Isidro,Buenos Aires,Nivel Secundario,Estatal,88.0
612209,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº12 ""ROBERTO ARLT""",-34.471297,-58.531335,San Isidro,Buenos Aires,Nivel Secundario,Estatal,36.0
612209,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº12 ""ROBERTO ARLT""",-34.471297,-58.531335,San Isidro,Buenos Aires,Nivel Medio,Estatal,7.0
612280,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº13 ""DR. MANUEL OBARRIO""",-34.471288,-58.51122,San Isidro,Buenos Aires,Nivel Secundario,Estatal,133.0
612280,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº13 ""DR. MANUEL OBARRIO""",-34.471288,-58.51122,San Isidro,Buenos Aires,Nivel Medio,Estatal,43.0
612126,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº14 ""BENITO LYNCH",-34.502705,-58.569648,San Isidro,Buenos Aires,Nivel Secundario,Estatal,70.0
618753,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº18,-34.469992,-58.512873,San Isidro,Buenos Aires,Nivel Secundario,Estatal,31.0
618758,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº19,-34.515013,-58.552324,San Isidro,Buenos Aires,Nivel Secundario,Estatal,26.0
620262,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº20,-34.490238,-58.584554,San Isidro,Buenos Aires,Nivel Secundario,Estatal,33.0
617206,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº21,-34.523386,-58.560102,San Isidro,Buenos Aires,Nivel Secundario,Estatal,31.0
620037,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº22,-34.478789,-58.581182,San Isidro,Buenos Aires,Nivel Secundario,Estatal,18.0
612242,1,EXTENSION I DE ESCUELA DE EDUCACIÓN SECUNDARIA Nº6,-34.463248,-58.506503,San Isidro,Buenos Aires,Nivel Secundario,Estatal,6.0
607560,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""GRAL MANUEL BELGRANO""",-33.47593,-60.287637,San Nicolás,Buenos Aires,Nivel Secundario,Estatal,30.0
607560,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""GRAL MANUEL BELGRANO""",-33.47593,-60.287637,San Nicolás,Buenos Aires,Nivel Medio,Estatal,15.0
607053,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº3 ""FORTUNATO BONELLI""",-33.331068,-60.21711,San Nicolás,Buenos Aires,Nivel Secundario,Estatal,72.0
611077,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº5 ""HEROES NICOLEÑOS DE MALVINAS""",-33.312544,-60.251378,San Nicolás,Buenos Aires,Nivel Secundario,Estatal,22.0
611077,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº5 ""HEROES NICOLEÑOS DE MALVINAS""",-33.312544,-60.251378,San Nicolás,Buenos Aires,Nivel Medio,Estatal,19.0
607013,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº6 ""PERITO FRANCISCO MORENO""",-33.350669,-60.242476,San Nicolás,Buenos Aires,Nivel Secundario,Estatal,28.0
600875,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº7 ""LIBERTADOR JOSÉ DE SAN MARTÍN""",-33.36833,-60.197275,San Nicolás,Buenos Aires,Nivel Secundario,Estatal,35.0
600875,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº7 ""LIBERTADOR JOSÉ DE SAN MARTÍN""",-33.36833,-60.197275,San Nicolás,Buenos Aires,Nivel Medio,Estatal,23.0
618760,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº8,-33.35089,-60.319924,San Nicolás,Buenos Aires,Nivel Secundario,Estatal,25.0
618760,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº8,-33.35089,-60.319924,San Nicolás,Buenos Aires,Nivel Medio,Estatal,19.0
607587,0,"ESCUELA POLIMODAL Nº9 ""JUSTO JOSE DE URQUIZA""",-33.327231,-60.21601,San Nicolás,Buenos Aires,Nivel Secundario,Estatal,131.0
607587,0,"ESCUELA POLIMODAL Nº9 ""JUSTO JOSE DE URQUIZA""",-33.327231,-60.21601,San Nicolás,Buenos Aires,Nivel Medio,Estatal,38.0
607602,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº10 ""CARLOS PELEGRINI""",-33.378773,-60.179106,San Nicolás,Buenos Aires,Nivel Secundario,Estatal,73.0
607484,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº12 ""RAFAEL OBLIGADO""",-33.339112,-60.224265,San Nicolás,Buenos Aires,Nivel Secundario,Estatal,122.0
617575,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº13,-33.346746,-60.212631,San Nicolás,Buenos Aires,Nivel Secundario,Estatal,21.0
618763,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº14,-33.40888,-60.239619,San Nicolás,Buenos Aires,Nivel Secundario,Estatal,23.0
619826,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº15,-33.335432,-60.237204,San Nicolás,Buenos Aires,Nivel Secundario,Estatal,24.0
617576,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº16,-33.339669,-60.20831,San Nicolás,Buenos Aires,Nivel Secundario,Estatal,18.0
607561,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº18,-33.594522,-60.357285,San Nicolás,Buenos Aires,Nivel Secundario,Estatal,18.0
618762,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº19,-33.342435,-60.202521,San Nicolás,Buenos Aires,Nivel Secundario,Estatal,15.0
617577,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº20,-33.322004,-60.230196,San Nicolás,Buenos Aires,Nivel Secundario,Estatal,19.0
618765,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº21,-33.346651,-60.238357,San Nicolás,Buenos Aires,Nivel Secundario,Estatal,38.0
623089,0,ESCUELA DE EDUCACIÓN SECUNDARIA Nº22,-33.31486,-60.238007,San Nicolás,Buenos Aires,Nivel Secundario,Estatal,13.0
618951,0,ESCUELA DE EDUCACIÓN SECUNDARIA N°23,-33.306911,-60.253612,San Nicolás,Buenos Aires,Nivel Secundario,Estatal,14.0
623479,0,ESCUELA DE EDUCACIÓN SECUNDARIA N°24,-33.296965,-60.262769,San Nicolás,Buenos Aires,Nivel Secundario,Estatal,14.0
617580,0,ESCUELA DE EDUCACIÓN SECUNDARIA N°25,-33.355618,-60.239332,San Nicolás,Buenos Aires,Nivel Secundario,Estatal,19.0
607560,1,EXTENSION I DE ESCUELA DE EDUCACIÓN SECUNDARIA Nº1,-33.372561,-60.262073,San Nicolás,Buenos Aires,Nivel Medio,Estatal,1.0
611077,1,EXTENSION DE ESCUELA DE EDUCACIÓN SECUNDARIA Nº5,-33.313769,-60.252483,San Nicolás,Buenos Aires,Nivel Secundario,Estatal,20.0
617575,1,EXTENSION DE ESCUELA DE EDUCACIÓN SECUNDARIA Nº13,-33.351913,-60.207551,San Nicolás,Buenos Aires,Nivel Secundario,Estatal,5.0
607013,1,ANEXO I DE ESCUELA DE EDUCACIÓN SECUNDARIA Nº6,-33.347448,-60.22947,San Nicolás,Buenos Aires,Nivel Secundario,Estatal,8.0
600875,1,ANEXO DE ESCUELA DE EDUCACIÓN SECUNDARIA Nº7,-33.366181,-60.200699,San Nicolás,Buenos Aires,Nivel Secundario,Estatal,11.0
618760,1,ANEXO I DE ESCUELA DE EDUCACIÓN SECUNDARIA Nº8,-33.363345,-60.293166,San Nicolás,Buenos Aires,Nivel Secundario,Estatal,4.0
600582,0,"ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ""PREFECTURA NAVAL ARGENTINA""",-33.879673,-59.872611,San Pedro,Buenos Aires,Nivel Secundario,Estatal,24.0
